Cells,WTDivMeans.Cells.,LateCalls,EarlyCalls,MissedCalls,EctopicCalls,TotalDefects,CC_Dif_pValues,WTCCMeans.Cells.,MutantCCMeans.Cells.
Earaad,NA,0,0,0,0,0,NA,NA,NA
Earaav,NA,0,0,0,0,0,NA,NA,NA
Earap,NA,0,0,0,0,0,NA,NA,NA
Earapa,NA,0,0,0,0,0,NA,NA,NA
Earapp,NA,0,0,0,0,0,NA,NA,NA
Earp,230.690909090909,3,0,0,0,3,0.016096557030032,73.3909090909091,84.52
Earpa,NA,0,0,0,0,0,NA,NA,NA
Earpp,NA,0,0,0,0,0,NA,NA,NA
Earppa,NA,0,0,0,0,0,NA,NA,NA
Earppp,NA,0,0,0,0,0,NA,NA,NA
Ep,108.586363636364,0,0,0,0,0,2.75671083091894e-06,44.4818181818182,38.34
Epl,158.877272727273,0,1,0,0,1,0.0986386963969545,48.5863636363636,44.88
Epla,231.331818181818,1,0,0,0,1,2.30863691242321e-06,70.8090909090909,82.54
Eplaa,NA,0,0,0,0,0,NA,NA,NA
Eplaaa,NA,0,0,0,0,0,NA,NA,NA
Eplaap,NA,0,0,0,0,0,NA,NA,NA
Eplap,NA,0,0,0,0,0,NA,NA,NA
Eplapa,NA,0,0,0,0,0,NA,NA,NA
Eplapp,NA,0,0,0,0,0,NA,NA,NA
Eplp,236.631818181818,1,0,0,0,1,0.0520255778367885,76.1136363636364,83.6
Eplpa,NA,0,0,0,0,0,NA,NA,NA
Eplpaa,NA,0,0,0,0,0,NA,NA,NA
Eplpap,NA,0,0,0,0,0,NA,NA,NA
Eplpp,372.68,0,0,0,0,0,NA,134.18,NA
Eplppa,NA,0,0,0,0,0,NA,NA,NA
Eplppaa,NA,0,0,0,0,0,NA,NA,NA
Eplppap,NA,0,0,0,0,0,NA,NA,NA
Eplppp,NA,0,0,0,0,0,NA,NA,NA
Eplpppa,NA,0,0,0,0,0,NA,NA,NA
Eplpppp,NA,0,0,0,0,0,NA,NA,NA
Epr,159.618181818182,0,0,0,0,0,0.000836363823111202,49.3363636363636,43.86
Epra,234.45,4,0,0,0,4,0.0120951806769921,73.2090909090909,88.38
Epraa,NA,0,0,0,0,0,NA,NA,NA
Epraaa,NA,0,0,0,0,0,NA,NA,NA
Epraap,NA,0,0,0,0,0,NA,NA,NA
Eprap,NA,0,0,0,0,0,NA,NA,NA
Eprapa,NA,0,0,0,0,0,NA,NA,NA
Eprapp,NA,0,0,0,0,0,NA,NA,NA
Eprp,240.418181818182,1,0,0,0,1,0.194792211961769,79.1681818181818,84.34
Eprpa,NA,0,0,0,0,0,NA,NA,NA
Eprpaa,NA,0,0,0,0,0,NA,NA,NA
Eprpap,NA,0,0,0,0,0,NA,NA,NA
Eprpp,385.04,0,0,1,0,1,NA,145.58,NA
Eprppa,NA,0,0,0,0,0,NA,NA,NA
Eprppaa,NA,0,0,0,0,0,NA,NA,NA
Eprppap,NA,0,0,0,0,0,NA,NA,NA
Eprppp,NA,0,0,0,0,0,NA,NA,NA
Eprpppa,NA,0,0,0,0,0,NA,NA,NA
Eprpppp,NA,0,0,0,0,0,NA,NA,NA
MS,61.1409090909091,0,1,0,0,1,0.0216688370391476,15.3238095238095,11.4
MSa,84.1090909090909,0,0,0,0,0,0.0117279478025264,21.2409090909091,18.3
MSaa,111.881818181818,0,1,0,0,1,0.00101930417669287,26.0818181818182,22.26
MSaaa,143.95,0,1,0,0,1,0.019164392179895,30.3772727272727,27.44
MSaaaa,178.05,0,2,0,0,2,4.42543938188085e-05,32.4954545454545,28.28
MSaaaaa,220.081818181818,0,0,0,0,0,0.0202887926652204,40.3863636363636,37.66
MSaaaaaa,367.766666666667,0,1,0,0,1,0.72152746213751,146.216666666667,141.233333333333
MSaaaaaal,NA,0,0,0,0,0,NA,NA,NA
MSaaaaaar,NA,0,0,0,0,0,NA,NA,NA
MSaaaaap,270.468181818182,0,0,0,0,0,0.832299504016676,48.7545454545455,48.96
MSaaaaapa,345.3625,0,0,0,0,0,0.0449668353346106,74.125,79.12
MSaaaaapaa,NA,0,0,0,0,0,NA,NA,NA
MSaaaaapap,NA,0,0,0,0,0,NA,NA,NA
MSaaaaapp,NA,0,0,0,0,0,NA,NA,NA
MSaaaap,224.345454545455,0,0,0,0,0,0.106455851315046,44.6545454545455,42.02
MSaaaapa,285.604545454545,0,0,0,0,0,0.628578253845399,59.5863636363636,58.44
MSaaaapaa,NA,0,0,0,0,0,NA,NA,NA
MSaaaapap,NA,0,0,0,0,0,NA,NA,NA
MSaaaapp,299.081818181818,0,0,0,0,0,0.982795320682194,73.0818181818182,73
MSaaaappa,NA,0,0,0,0,0,NA,NA,NA
MSaaaappp,NA,0,0,0,0,0,NA,NA,NA
MSaaap,181.8,0,4,0,0,4,0.000521303062766603,36.2409090909091,30.68
MSaaapa,221.822727272727,0,0,0,0,0,2.69624505523304e-06,38.3818181818182,35.82
MSaaapaa,277.213636363636,1,0,0,0,1,0.823015812810256,53.7545454545455,54.52
MSaaapaaa,NA,0,0,0,2,2,NA,NA,79.45
MSaaapaaaa,NA,0,0,0,0,0,NA,NA,NA
MSaaapaaap,NA,0,0,0,0,0,NA,NA,NA
MSaaapaap,NA,0,0,0,0,0,NA,NA,NA
MSaaapap,283.972727272727,0,0,0,0,0,0.438196786714148,60.5181818181818,58.6
MSaaapapa,NA,0,0,0,0,0,NA,NA,NA
MSaaapapp,NA,0,0,0,0,0,NA,NA,NA
MSaaapp,257.545454545455,0,1,0,0,1,0.0909010014569542,74.1090909090909,66.16
MSaaappa,NA,0,0,0,0,0,NA,NA,NA
MSaaappp,NA,0,0,0,1,1,NA,NA,105
MSaaapppa,NA,0,0,0,0,0,NA,NA,NA
MSaaapppp,NA,0,0,0,0,0,NA,NA,NA
MSaap,144.077272727273,0,0,0,0,0,0.00586687334179191,30.5045454545455,27.72
MSaapa,178.295454545455,0,0,0,0,0,0.000746634422061305,32.6,29.78
MSaapaa,219.713636363636,0,0,0,0,0,0.833501540258505,39.8045454545455,39.52
MSaapaaa,280.836363636364,3,0,0,0,3,0.0419468734066207,59.4909090909091,65.6
MSaapaaaa,NA,0,0,0,0,0,NA,NA,NA
MSaapaaap,NA,0,0,0,0,0,NA,NA,NA
MSaapaap,274.886363636364,2,0,0,0,2,0.059085725348296,53.5454545454545,60.04
MSaapaapa,388.075,0,0,0,0,0,0.814961864321158,113.75,112.3
MSaapaapaa,NA,0,0,0,0,0,NA,NA,NA
MSaapaapap,NA,0,0,0,0,0,NA,NA,NA
MSaapaapp,NA,0,0,0,0,0,NA,NA,NA
MSaapap,229.718181818182,0,0,0,0,0,0.00891907540021221,49.8045454545455,46.12
MSaapapa,349.8875,0,0,1,0,1,0.285215080435642,118.4625,122.75
MSaapapaa,NA,0,0,0,0,0,NA,NA,NA
MSaapapap,NA,0,0,0,0,0,NA,NA,NA
MSaapapp,294.436363636364,2,0,0,0,2,0.0247440864566513,63.0681818181818,70.72
MSaapappa,NA,0,0,0,0,0,NA,NA,NA
MSaapappp,NA,0,0,0,0,0,NA,NA,NA
MSaapp,187.695454545455,0,0,0,0,0,0.705328000741002,42.0045454545455,41.3
MSaappa,274.668181818182,0,1,0,0,1,0.232053940290769,85.3363636363636,80.8
MSaappaa,NA,0,0,0,0,0,NA,NA,NA
MSaappap,NA,0,0,0,0,0,NA,NA,NA
MSaappp,264.918181818182,0,0,0,0,0,0.0689469549280521,75.5954545454545,83.02
MSaapppa,350.1125,1,0,0,0,1,0.0566113073381242,84.85,96.6333333333333
MSaapppaa,NA,0,0,0,0,0,NA,NA,NA
MSaapppap,NA,0,0,0,0,0,NA,NA,NA
MSaapppp,375.7,1,0,1,0,2,NA,109.45,124.6
MSaappppa,NA,0,0,0,0,0,NA,NA,NA
MSaappppp,NA,0,0,0,0,0,NA,NA,NA
MSap,114.568181818182,0,1,0,0,1,0.00126484421022062,28.7636363636364,24.4
MSapa,148.213636363636,0,1,0,0,1,0.115373496216589,31.95,29.34
MSapaa,187.936363636364,0,0,0,0,0,0.000165173025352227,38.0454545454545,34.74
MSapaaa,238.145454545455,0,0,0,0,0,0.0380791371873079,48.5818181818182,46.1
MSapaaaa,375.275,0,0,0,0,0,NA,132.575,150.6
MSapaaaad,NA,0,0,0,0,0,NA,NA,NA
MSapaaaav,NA,0,0,0,0,0,NA,NA,NA
MSapaaap,NA,0,0,0,0,0,NA,NA,NA
MSapaap,260.004545454545,0,0,0,0,0,0.145321389763971,70.4272727272727,68.62
MSapaapa,NA,0,0,0,0,0,NA,NA,NA
MSapaapp,NA,0,0,0,0,0,NA,NA,NA
MSapap,187.781818181818,0,0,0,0,0,0.171932310035242,37.9045454545455,36.08
MSapapa,238.122727272727,0,0,0,0,0,0.00125202865758708,48.7,43.94
MSapapaa,NA,0,0,0,0,0,NA,NA,NA
MSapapaaa,NA,0,0,0,0,0,NA,NA,NA
MSapapaap,NA,0,0,0,0,0,NA,NA,NA
MSapapap,NA,0,0,0,0,0,NA,NA,NA
MSapapp,247.718181818182,0,0,0,0,0,0.00392407485553982,58.2863636363636,53.5
MSapappa,NA,0,0,0,0,0,NA,NA,NA
MSapappp,NA,0,0,0,0,0,NA,NA,NA
MSapp,149.004545454545,0,1,0,0,1,0.0541502306274285,32.7318181818182,30.2
MSappa,195.145454545455,0,0,0,0,0,3.0194047592414e-05,44.5,39.08
MSappaa,261.527272727273,1,0,0,0,1,0.486717451727501,64.7409090909091,66.84
MSappaaa,NA,0,0,0,0,0,NA,NA,NA
MSappaap,NA,0,0,0,0,0,NA,NA,NA
MSappap,272.204545454545,0,0,0,0,0,0.206532433633287,75.4363636363636,80.6
MSappapa,NA,0,0,0,0,0,NA,NA,NA
MSappapp,NA,0,0,0,0,0,NA,NA,NA
MSappp,198.845454545455,0,2,0,0,2,5.59968650949116e-05,48.2045454545455,41.52
MSapppa,259.263636363636,3,0,0,0,3,0.0550095654033373,58.7818181818182,72.74
MSapppaa,NA,0,0,0,0,0,NA,NA,NA
MSapppap,NA,0,0,0,0,0,NA,NA,NA
MSapppp,264.113636363636,2,0,0,0,2,0.164429103297384,63.6181818181818,68.64
MSappppa,NA,0,0,0,0,0,NA,NA,NA
MSappppp,NA,0,0,0,0,0,NA,NA,NA
MSp,84.4863636363636,0,1,0,0,1,0.0151791301560832,21.6227272727273,18.86
MSpa,112.268181818182,0,2,0,0,2,0.0135947914382275,26.1,22.02
MSpaa,145.286363636364,0,2,0,0,2,0.00286679772743614,31.3181818181818,27.38
MSpaaa,179.231818181818,0,1,0,0,1,0.00173771021332607,32.3045454545455,28.9
MSpaaaa,220.759090909091,0,0,0,0,0,0.0184031705592692,39.8909090909091,37.3
MSpaaaaa,318.87619047619,2,0,0,0,2,0.0686040666066107,96.3619047619048,108.46
MSpaaaaaa,NA,0,0,0,0,0,NA,NA,NA
MSpaaaaap,NA,0,0,0,0,0,NA,NA,NA
MSpaaaap,277.009090909091,0,0,0,0,0,0.0198873338538958,54.6,59.14
MSpaaaapa,NA,0,0,0,0,0,NA,NA,NA
MSpaaaapp,NA,0,0,0,0,0,NA,NA,NA
MSpaaap,223.822727272727,0,0,0,0,0,0.00324503563416213,42.9590909090909,40.46
MSpaaapa,309.713636363636,4,0,0,0,4,0.00242889033084232,84.2681818181818,100.34
MSpaaapaa,NA,0,0,0,0,0,NA,NA,NA
MSpaaapap,NA,0,0,0,0,0,NA,NA,NA
MSpaaapp,279.922727272727,3,0,0,0,3,0.00201456256538823,54.4727272727273,62.42
MSpaaappa,NA,0,0,0,0,0,NA,NA,NA
MSpaaappp,NA,0,0,0,0,0,NA,NA,NA
MSpaap,186.172727272727,0,2,0,0,2,8.34554092023504e-05,39.25,34.12
MSpaapa,230.5,0,0,0,0,0,0.00943049313143765,42.7045454545455,40.3
MSpaapaa,318.104545454545,2,0,0,0,2,0.0139336649346162,85.9727272727273,102.48
MSpaapaaa,NA,0,0,0,0,0,NA,NA,NA
MSpaapaap,NA,0,0,0,0,0,NA,NA,NA
MSpaapap,290.004545454545,3,0,0,0,3,0.00557128761363456,57.8681818181818,65.76
MSpaapapa,NA,0,0,0,0,0,NA,NA,NA
MSpaapapp,NA,0,0,0,0,0,NA,NA,NA
MSpaapp,NA,0,0,0,0,0,NA,NA,NA
MSpap,144.7,0,1,0,0,1,0.00724673539616862,30.7272727272727,27.44
MSpapa,179.154545454545,0,0,0,0,0,0.000256512343902314,32.8090909090909,29.46
MSpapaa,221.009090909091,0,0,0,0,0,0.666400695040462,40.2454545454545,40.76
MSpapaaa,282.140909090909,1,0,0,0,1,0.0902892809470853,59.4954545454545,64.42
MSpapaaaa,NA,0,0,0,0,0,NA,NA,NA
MSpapaaap,NA,0,0,0,0,0,NA,NA,NA
MSpapaap,276.063636363636,2,0,0,0,2,0.111898734630909,53.4,56.92
MSpapaapa,391.4,0,0,0,0,0,0.543404118135429,115.1,109.55
MSpapaapaa,NA,0,0,0,0,0,NA,NA,NA
MSpapaapap,NA,0,0,0,0,0,NA,NA,NA
MSpapaapp,NA,0,0,0,0,0,NA,NA,NA
MSpapap,229.690909090909,0,0,0,0,0,0.0993324075869911,48.9090909090909,46.54
MSpapapa,341.608333333333,1,0,0,0,1,0.168505599090854,110.325,121.08
MSpapapaa,NA,0,0,0,0,0,NA,NA,NA
MSpapapap,NA,0,0,0,0,0,NA,NA,NA
MSpapapp,293.931818181818,1,0,0,0,1,0.00411372613368528,62.6045454545455,68.88
MSpapappa,NA,0,0,0,0,0,NA,NA,NA
MSpapappp,NA,0,0,0,0,0,NA,NA,NA
MSpapp,188.477272727273,0,0,0,0,0,0.528523358688084,42.1590909090909,41.24
MSpappa,278.109090909091,3,0,0,0,3,0.0256022777112415,88.0090909090909,111.16
MSpappaa,NA,0,0,0,0,0,NA,NA,NA
MSpappap,NA,0,0,0,1,1,NA,NA,67.5
MSpappapa,NA,0,0,0,0,0,NA,NA,NA
MSpappapp,NA,0,0,0,0,0,NA,NA,NA
MSpappp,261.872727272727,1,0,0,0,1,0.000504336006497473,71.7681818181818,82.72
MSpapppa,346.811111111111,1,0,1,0,2,0.348935579977322,84.5222222222222,92.3333333333333
MSpapppaa,NA,0,0,0,0,0,NA,NA,NA
MSpapppap,NA,0,0,0,0,0,NA,NA,NA
MSpapppp,365.533333333333,0,0,0,0,0,NA,102,97.5
MSpappppa,NA,0,0,0,0,0,NA,NA,NA
MSpappppp,NA,0,0,0,0,0,NA,NA,NA
MSpp,114.836363636364,0,1,0,0,1,0.000883458665687869,28.65,24.96
MSppa,148.668181818182,0,0,0,0,0,0.0456657129035344,32.1363636363636,29.32
MSppaa,188.954545454545,0,0,0,0,0,3.34320434700816e-10,38.6409090909091,34.72
MSppaaa,237.036363636364,0,0,0,0,0,0.00072190189308476,46.4363636363636,44.9
MSppaaaa,368.833333333333,0,0,0,0,0,0.853595939154833,130.25,131.2
MSppaaaad,NA,0,0,0,0,0,NA,NA,NA
MSppaaaav,NA,0,0,0,0,0,NA,NA,NA
MSppaaap,NA,0,0,0,0,0,NA,NA,NA
MSppaap,261.681818181818,0,0,0,0,0,0.384745016699821,71.0909090909091,68.18
MSppaapa,NA,0,0,0,0,0,NA,NA,NA
MSppaapp,NA,0,0,0,0,0,NA,NA,NA
MSppap,187.686363636364,0,2,0,0,2,0.00327890902248535,37.3727272727273,32.94
MSppapa,237.4,0,0,0,0,0,6.48684594391697e-08,48.0863636363636,43.88
MSppapaa,NA,0,0,0,0,0,NA,NA,NA
MSppapaaa,NA,0,0,0,0,0,NA,NA,NA
MSppapaap,NA,0,0,0,0,0,NA,NA,NA
MSppapap,NA,0,0,0,0,0,NA,NA,NA
MSppapp,247.4,1,0,0,0,1,0.954304747091051,58.0954545454545,57.94
MSppappa,NA,0,0,0,0,0,NA,NA,NA
MSppappp,NA,0,0,0,0,0,NA,NA,NA
MSppp,149.118181818182,0,2,0,0,2,0.0357694849019571,32.5818181818182,29.04
MSpppa,192.781818181818,0,0,0,0,0,2.0881213091999e-05,42.0136363636364,38.1
MSpppaa,259.604545454545,0,0,0,0,0,0.164495522657642,65.1772727272727,68.86
MSpppaaa,NA,0,0,0,0,0,NA,NA,NA
MSpppaap,NA,0,0,0,0,0,NA,NA,NA
MSpppap,266.963636363636,0,0,0,0,0,0.0412800991895818,72.5409090909091,76.66
MSpppapa,NA,0,0,0,0,0,NA,NA,NA
MSpppapp,NA,0,0,0,0,0,NA,NA,NA
MSpppp,199.127272727273,0,1,0,0,1,0.000491525828734049,48.35,41.18
MSppppa,259.981818181818,4,0,0,0,4,0.013495432365254,59.2136363636364,72.66
MSppppaa,NA,0,0,0,0,0,NA,NA,NA
MSppppap,NA,0,0,0,0,0,NA,NA,NA
MSppppp,265.2,1,0,0,0,1,0.0540251846497672,64.4409090909091,75.82
MSpppppa,NA,0,0,0,0,0,NA,NA,NA
MSpppppp,NA,0,0,0,0,0,NA,NA,NA
P0,19.4166666666667,0,0,0,0,0,NA,NA,NA
P1,35.5238095238095,0,0,0,0,0,NA,NA,NA
P2,47.5727272727273,0,0,0,0,0,NA,17.85,NA
P3,73.6227272727273,0,2,0,0,2,0.0187105424833097,25.0857142857143,20.74
P4,140.718181818182,0,0,1,0,1,0.00678301973756386,65.3818181818182,58.825
Z2,NA,0,0,0,0,0,NA,NA,NA
Z3,NA,0,0,0,0,0,NA,NA,NA
ABplaappppa,NA,0,0,0,0,0,NA,NA,NA
ABplaappppp,NA,0,0,0,0,0,NA,NA,NA
MSpppappa,NA,0,0,0,0,0,NA,NA,NA
MSpppappp,NA,0,0,0,0,0,NA,NA,NA
P,NA,0,0,0,0,0,NA,NA,NA
