"Cells","Fates","Times","CC_Defects","Pos_Defects","Angle_Defects","Cell_Count","Division_Count","Expression","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","MeanMaxPositionDev","MeanMeanPositionDev"
"ABplaapaa",NA,171,1,0,0,5,5,13832,0,0,8,0,0,4.39894407658581,2.93076756039805
"ABplaapaaa",NA,222,1,0,0,5,5,13832,0,0,8,0,0,4.47580964419368,2.58214221479322
"ABplaapaaaa","hyp3",307,0,0,0,5,0,13832,0,183,8,0,0,3.85634667723859,2.58482526528432
"ABplaapaaap","ILsoDL",307,0,2,0,5,0,13832,0,0,8,0,0,4.21925846022897,2.43104484332522
"ABplaapaap",NA,222,0,0,0,5,5,13832,0,0,8,0,0,3.52770876592834,2.24528835710184
"ABplaapaapa","URBL",295,0,0,0,5,0,13832,0,0,8,0,0,3.66029697869838,1.95167722042725
"ABplaapaapp","AMshL",295,0,0,0,5,0,13832,0,0,8,0,0,3.64762716282529,1.65592378184674
"ABplaapap",NA,171,1,0,0,5,5,12658,0,0,8,0,0,4.7151497548373,3.39062876338222
"ABplaapapa",NA,221,1,0,0,5,5,12658,0,743,8,0,0,4.94441438169912,2.51775680764573
"ABplaapapaa","AWAL",308,0,1,0,5,0,12658,0,1085,8,0,0,3.36342545518244,1.65529710948438
"ABplaapapap","ASGL",308,0,1,0,5,0,12658,0,743,8,0,0,2.82695757748858,1.63093662851252
"ABplaapapp",NA,221,1,0,0,5,5,12658,0,0,8,0,0,4.83791437765381,3.21440969048137
"ABplaapappa","AIBL",285,0,1,0,5,0,12658,0,709,8,0,0,3.82187502732224,1.74759670049326
"ABplaapappp",NA,285,0,0,0,5,0,12658,0,374,8,0,0,3.09542496641915,1.79548771478693
"ABplaapapppa","ASIL",400,0,0,0,NA,0,12658,0,374,8,0,0,NA,NA
"ABplaapapppp","death",400,0,0,0,NA,0,12658,0,374,8,0,0,NA,NA
"ABplaapp",NA,132,0,0,4,5,5,7948,0,0,8,0,0,3.76162375173651,2.50807857136411
"ABplaappa",NA,167,2,0,0,5,5,15298,0,0,8,0,0,6.95122008049795,5.11251874983974
"ABplaappaa","hyp4",221,0,3,0,5,0,15298,0,0,8,0,0,14.4006422325029,6.99597666630503
"ABplaappap","hyp6",221,0,2,0,5,0,17924,0,0,8,0,0,7.82412932264366,3.49317247217791
"ABplaappp",NA,167,0,0,0,5,5,19530,0,0,8,0,0,5.075194461873,3.88435148870253
"ABplaapppa","hyp7",214,0,0,0,5,0,20502,0,0,8,0,0,6.45627840624639,3.08487124766405
"ABplaapppp","hyp7",214,0,1,0,5,0,22215,0,0,8,0,0,4.90842713499047,2.81397106302649
"ABplap",NA,74,2,0,0,5,5,1813,0,0,8,0,0,3.49769103409149,1.91437102859979
"ABplapa",NA,102,1,0,0,5,5,2582,0,0,8,0,705,2.72680174724783,1.69902178188841
"ABplapaa",NA,132,0,0,0,5,5,7512,0,0,8,0,4167,4.60383069153618,2.28687892608992
"ABplapaaa",NA,172,0,0,0,5,5,10372,0,0,8,0,6747,5.45718796527009,3.33322030794634
"ABplapaaaa",NA,222,2,0,0,5,5,10372,0,0,8,0,6747,2.75569242767648,1.7060626548539
"ABplapaaaaa","death",302,0,0,0,5,0,10372,0,0,14,0,6747,3.51456219087572,2.18183297387888
"ABplapaaaap",NA,302,0,0,0,5,0,10372,0,0,8,0,6747,2.89778889773653,1.8664969273325
"ABplapaaaapa","ADEL",400,0,0,0,NA,0,10372,0,0,8,0,6747,NA,NA
"ABplapaaaapp","ADAL",400,0,0,0,NA,0,10372,0,0,8,0,6747,NA,NA
"ABplapaaap",NA,222,1,0,0,5,5,10372,0,0,8,0,6747,3.44449992957139,1.95451101033887
"ABplapaaapa",NA,300,0,0,0,5,0,10372,0,0,8,0,6747,2.62240260310335,1.52258575109176
"ABplapaaapad","FLPL",400,0,0,0,NA,0,10372,0,0,8,0,6747,NA,NA
"ABplapaaapav","AIZL",400,0,0,0,NA,0,10372,0,0,8,0,6747,NA,NA
"ABplapaaapp","RMGL",300,0,0,0,5,0,10372,0,0,8,0,6747,3.48913563988987,2.18276362689288
"ABplapaap",NA,172,0,0,0,5,5,11113,3,0,8,0,7651,5.04732362036956,3.4060092857748
"ABplapaapa","G2",227,0,2,0,5,0,11113,3,0,8,0,7651,7.7705357989073,3.87919170627433
"ABplapaapp","P1/2L",227,0,2,0,5,0,12810,3,0,8,0,7651,5.01365127651556,2.89661938770811
"ABplapap",NA,132,0,0,0,5,5,7499,0,0,8,0,3742,3.70298016240526,2.44050269780751
"ABplapapa",NA,168,3,0,0,5,5,12309,0,0,8,1057,3742,6.14464036920304,3.73027091522876
"ABplapapaa",NA,219,0,3,0,5,0,14144,0,0,8,1630,3742,7.31780163723955,5.24851523509062
"ABplapapaaa","QL",400,0,0,0,NA,0,14144,0,0,8,1630,3742,NA,NA
"ABplapapaap","V5L",400,0,0,0,NA,0,14144,0,0,8,1630,3742,NA,NA
"ABplapapap","P9/10L",219,0,3,0,5,0,15878,0,0,8,1415,3742,7.35877897483246,4.63481513028991
"ABplapapp",NA,168,0,0,0,5,5,12797,0,0,8,1158,3742,5.84095814069518,4.25465521102411
"ABplapappa","P11",216,0,5,0,5,0,15497,0,0,8,2902,3742,9.18044503494846,6.22676060444628
"ABplapappp",NA,216,2,0,0,5,5,13727,0,0,8,1284,3742,7.45944526888364,5.8230893590276
"ABplapapppa","death",305,0,0,0,5,0,13727,0,0,8,1284,3742,6.15492207832482,4.11226839359283
"ABplapapppp",NA,305,0,2,0,5,0,13727,0,0,8,1284,3742,5.63847774998781,3.30711909222276
"ABplapappppa",NA,NA,0,0,0,NA,0,13727,0,0,8,1284,3742,NA,NA
"ABplapappppaa","PLML",400,0,0,0,NA,0,13727,0,0,8,1284,3742,NA,NA
"ABplapappppap","ALNL",400,0,0,0,NA,0,13727,0,0,8,1284,3742,NA,NA
"ABplapappppp","death",400,0,0,0,NA,0,13727,0,0,8,1284,3742,NA,NA
"ABplapp",NA,102,1,0,0,5,5,3014,0,0,8,0,599,2.38717779633809,1.73218558775336
"ABplappa",NA,133,0,0,0,5,5,8239,0,0,8,667,1355,4.40987241595916,2.58711026381917
"ABplappaa",NA,172,0,0,0,5,5,17714,0,0,8,832,2764,5.02457119901256,3.43652975358303
"ABplappaaa","P3/4L",222,0,2,0,5,0,17714,0,0,8,832,3591,5.87877078613425,3.62804061012429
"ABplappaap","P5/6L",222,0,3,0,5,0,17714,0,0,8,832,2883,7.00574338642662,4.2261084277718
"ABplappap",NA,172,0,0,0,5,4,17140,0,0,8,667,2095,4.72459626963651,3.61660506304133
"ABplappapa","V3L",222,0,3,0,5,0,17140,0,0,8,667,2095,6.92639161624762,4.16993937688239
"ABplappapp","P7/8L",222,0,2,0,5,0,17140,0,0,8,667,2095,6.53919536029894,3.79383543213291
"ABplappp",NA,133,0,0,0,5,5,8658,0,0,8,568,1037,3.64065369695782,2.34329487936395
"ABplapppa",NA,174,0,0,0,5,5,12558,0,0,8,1290,1037,5.17819967323235,3.68363569256948
"ABplapppaa",NA,230,0,0,0,5,5,12558,0,0,8,1290,1037,5.82570457737809,4.49370422105701
"ABplapppaaa","PVQL",326,0,1,0,5,0,12558,0,0,8,1290,1037,5.26516344499208,3.61428901245284
"ABplapppaap","death",326,0,2,0,5,0,12558,0,0,8,1290,1037,5.54731188132197,3.71882957792171
"ABplapppap",NA,230,0,0,0,5,5,12558,0,0,8,1290,1037,5.64493621502716,4.01728212217296
"ABplapppapa","death",301,0,0,0,5,0,12558,0,0,8,1290,1037,5.04700232290408,3.87468838376136
"ABplapppapp",NA,301,0,2,0,5,0,12558,0,0,8,1290,1037,5.24935451839244,3.20589751402619
"ABplapppappa","HSNL",400,0,0,0,NA,0,12558,0,0,8,1290,1037,NA,NA
"ABplapppappp","PHBL",400,0,0,0,NA,0,12558,0,0,8,1290,1037,NA,NA
"ABplapppp",NA,174,0,0,0,5,5,13081,0,0,8,1108,1037,6.4672695372055,4.35614190873866
"ABplappppa","hyp7",230,0,2,0,5,0,13081,0,0,8,1108,1037,7.38976283307888,5.03759633093743
"ABplappppp","TL",230,0,2,0,5,0,13081,0,0,8,1108,1037,6.41712390630889,4.32877873301497
"ABplp",NA,56,0,0,0,5,5,1868,0,0,8,0,0,4.16263242170768,2.59401139326118
"ABplpa",NA,75,1,0,0,5,5,2137,0,0,8,0,0,3.64986557978571,2.3673490161128
"ABplpaa",NA,103,1,0,1,5,5,3629,0,0,8,0,0,4.5219149953951,2.8888266266243
"ABplpaaa",NA,135,1,0,1,5,5,9418,444,1841,8,0,0,5.87534701411766,4.28696121077497
"ABplpaaaa",NA,173,0,0,0,5,5,9418,1323,1841,1066,0,0,4.59245938475006,2.89329823000435
"ABplpaaaaa",NA,220,2,0,0,5,5,9418,1323,1841,2780,0,0,3.73401095156891,2.31660275485436
"ABplpaaaaaa","SAAVL",299,0,0,0,5,0,9418,1323,1841,2780,0,0,4.00282789036273,1.95437641885193
"ABplpaaaaap","AWCL",299,0,0,0,5,0,9418,1323,1841,2780,0,0,5.03240323370302,2.4441979694679
"ABplpaaaap",NA,220,1,0,0,5,5,9418,1323,1841,3348,0,0,4.24873266000001,2.45378438256883
"ABplpaaaapa","exc_duct",290,0,2,0,5,0,9418,1323,1841,3348,0,0,4.72612344139098,2.71199405495892
"ABplpaaaapp","DB1/3",290,0,1,0,5,0,9418,1323,1841,3348,0,0,4.62087754683561,2.71932102170758
"ABplpaaap",NA,173,0,0,0,5,5,9418,1298,1841,789,0,0,4.28310223896699,2.72281164010577
"ABplpaaapa",NA,222,2,0,0,5,5,9418,1298,1841,1265,0,0,4.01900260960687,1.95685165687827
"ABplpaaapaa","URAVL",317,0,1,0,5,0,9418,1298,1841,1265,0,0,3.27493763171706,2.19944571665213
"ABplpaaapap","CEPshVL",317,0,2,0,5,0,9418,1298,1841,1265,0,0,3.84100964418956,2.66197005667097
"ABplpaaapp",NA,222,3,0,0,5,5,9418,1298,1841,1654,0,0,3.36131917914739,1.71960346932222
"ABplpaaappa",NA,290,0,0,0,5,0,9418,1298,1841,1654,0,0,2.84466660857661,1.72805706273504
"ABplpaaappaa","OLQVL",400,0,0,0,NA,0,9418,1298,1841,1654,0,0,NA,NA
"ABplpaaappap","death",400,0,0,0,NA,0,9418,1298,1841,1654,0,0,NA,NA
"ABplpaaappp","URYVL",290,0,0,0,5,0,9418,1298,1841,1654,0,0,3.72277110076615,1.98340803994408
"ABplpaap",NA,135,1,0,0,5,5,8948,352,1339,8,0,0,5.86012314189773,4.30900760362359
"ABplpaapa",NA,172,2,0,0,5,5,11361,1000,1585,8,0,0,4.51996124735374,2.98970393545565
"ABplpaapaa",NA,222,1,0,0,5,5,11361,1000,1585,79,0,0,3.92446027338283,2.00209828377782
"ABplpaapaaa","RIVL",300,0,0,0,5,0,11361,1000,1585,79,0,0,3.25013626474191,1.99342332079709
"ABplpaapaap","AVBL",300,0,0,0,5,0,11361,1000,1585,79,0,0,3.88978010436789,1.89162988002834
"ABplpaapap",NA,222,3,0,0,5,5,11361,1000,1585,8,0,0,3.43361907696674,1.80856682021477
"ABplpaapapa","AMsoL",299,0,1,0,5,0,11361,1000,1585,90,0,0,4.02364198624997,2.07976146856887
"ABplpaapapp","CEMVL",299,0,0,0,5,0,11361,1000,1585,40,0,0,4.75309910823893,2.30717414739539
"ABplpaapp",NA,172,1,0,0,5,5,10112,936,1339,8,0,0,3.93082781367615,2.48471272422286
"ABplpaappa",NA,219,4,0,0,5,5,10112,936,1339,8,0,0,3.12852714475598,1.76627350654059
"ABplpaappaa","ASHL",293,0,0,0,5,0,10112,936,1339,8,0,0,3.14117231670924,1.83196220611651
"ABplpaappap","RIBL",293,0,0,0,5,0,10112,936,1339,8,0,0,2.84141407001799,1.52021525416885
"ABplpaappp",NA,219,1,0,0,5,5,10112,936,1339,8,0,0,3.00320703457367,1.94219485997769
"ABplpaapppa","AIML",289,0,1,0,5,0,10112,936,1339,8,0,0,3.86330103837727,2.07646156950661
"ABplpaapppp",NA,289,1,0,0,5,0,10112,936,1339,8,0,0,3.73798135824203,2.0955010575489
"ABplpaappppa","CEPVL",400,0,0,0,NA,0,10112,936,1339,8,0,0,NA,NA
"ABplpaappppp","death",400,0,0,0,NA,0,10112,936,1339,8,0,0,NA,NA
"ABplpap",NA,103,1,0,0,5,5,4998,0,152,8,0,0,3.84473162388405,2.56544195858047
"ABplpapa",NA,133,0,0,0,5,5,8835,460,1587,8,0,0,6.55726008803422,4.49907382888994
"ABplpapaa",NA,171,1,0,0,5,5,8835,1521,1587,8,0,0,4.52003078424234,3.3516195011054
"ABplpapaaa",NA,224,0,0,0,5,5,8835,1521,1587,8,0,0,3.47920611448274,2.03002318904088
"ABplpapaaaa","SMDDL",304,0,0,0,5,0,8835,1521,1587,8,0,0,2.70238788919071,1.72775764747381
"ABplpapaaap","AIYL",304,0,0,0,5,0,8835,1521,1587,8,0,0,3.08512394796948,1.94591912811307
"ABplpapaap",NA,224,1,0,1,5,5,8835,1521,1587,8,0,0,3.87628162309295,2.09774329575565
"ABplpapaapa","SIADL",305,0,0,0,5,0,8835,1521,1587,8,0,0,2.88224506089066,1.67914431309426
"ABplpapaapp","SIBVL",305,0,2,0,5,0,8835,1521,1587,8,0,0,3.23360026390039,2.16597823881585
"ABplpapap",NA,171,0,0,2,5,5,8835,1441,1587,8,0,0,3.95118049809882,2.5191384180745
"ABplpapapa",NA,221,1,0,0,5,5,8835,4000,1587,8,0,0,3.78851236435208,2.71477309190006
"ABplpapapaa","exc_gl_L",291,0,0,0,5,0,8835,4000,1587,8,0,0,3.33770895029171,1.86326745083764
"ABplpapapap","AVKL",291,0,1,0,5,0,8835,4000,1587,8,0,0,3.99638206517712,2.24892562749482
"ABplpapapp",NA,221,0,0,0,5,5,8835,3925,1587,8,0,0,4.04733916154298,2.67732154865706
"ABplpapappa","SIAVL",293,0,0,0,5,0,8835,4684,1587,8,0,0,3.67520746992264,2.31215716482961
"ABplpapappp","DB5",293,0,0,0,5,0,8835,4461,1587,8,0,0,4.75467275242616,2.54307083970435
"ABplpapp",NA,133,0,0,0,5,5,10226,529,1356,8,0,0,6.42728807906131,4.20929894194216
"ABplpappa",NA,168,0,0,0,5,5,10226,2909,1356,8,0,0,3.93999437100331,2.77101211251294
"ABplpappaa",NA,213,0,0,0,5,5,10226,5010,1356,8,0,0,3.70023773928174,2.37319296184708
"ABplpappaaa","RMEV",268,0,0,0,5,0,10226,5010,1356,8,0,0,3.67399634921924,2.37646215897989
"ABplpappaap","exc_cell",268,0,0,0,5,0,10226,5010,1356,8,0,0,3.60365310360245,2.62964067232799
"ABplpappap","death",213,0,0,0,5,0,10226,2909,1356,8,0,0,4.10317618225457,2.59839949077603
"ABplpappp",NA,168,0,0,0,5,5,10226,3146,1356,8,0,0,4.78339332316984,3.20775313214796
"ABplpapppa",NA,222,1,0,0,5,5,10226,6638,1356,8,0,0,3.94416491947402,2.70423885763158
"ABplpapppaa","K",299,0,3,0,5,0,10226,6638,1356,8,0,0,4.91370247519101,3.24452014283608
"ABplpapppap","K'",299,0,2,0,5,0,10226,6638,1356,8,0,0,4.59911664061065,3.28543277635623
"ABplpapppp",NA,222,2,0,0,5,5,10226,7163,1356,8,0,0,4.60614868633941,2.95981758739065
"ABplpappppa","PVT",304,0,1,0,5,0,10226,7163,1356,8,0,0,4.39386635591629,2.73187046330462
"ABplpappppp","rect_D",304,0,1,0,5,0,10226,7163,1356,8,0,0,4.2897977516922,2.84624645476693
"ABplpp",NA,75,1,0,0,5,5,1868,0,0,8,0,0,3.62516362458567,2.40663419416336
"ABplppa",NA,104,3,0,0,5,5,3146,0,0,8,0,1979,3.99169340444559,2.44557789686936
"ABplppaa",NA,136,0,0,0,5,5,8919,944,2253,8,0,1979,5.86626112106264,3.82990226501907
"ABplppaaa",NA,179,0,0,0,5,5,8919,1982,2253,8,43,1979,4.1729180752004,2.63444457084305
"ABplppaaaa",NA,235,0,0,0,5,5,8919,1982,2253,8,100,1979,3.63953157967133,2.44851190115935
"ABplppaaaaa","SIBDL",297,0,2,0,5,0,8919,1982,2253,8,100,1979,3.81310013614093,2.21540861095775
"ABplppaaaap",NA,297,0,1,0,5,0,8919,1982,2253,8,100,1979,3.56962579963633,1.793913816985
"ABplppaaaapa","death",400,0,0,0,NA,0,8919,1982,2253,8,100,1979,NA,NA
"ABplppaaaapp","RICL",400,0,0,0,NA,0,8919,1982,2253,8,100,1979,NA,NA
"ABplppaaap","death",235,0,0,0,5,0,8919,1982,2253,11,68,1979,5.01540986549419,2.94000210724375
"ABplppaap",NA,179,1,0,0,5,5,8919,2330,2253,8,0,1979,4.5096993537339,2.70397632385875
"ABplppaapa",NA,231,0,0,0,5,5,8919,3952,2253,8,44,1979,4.05498058909401,2.73976399216664
"ABplppaapaa","death",317,0,1,0,5,0,8919,3952,2253,8,44,1979,4.15077744778341,2.5229896922137
"ABplppaapap","RIML",317,0,2,0,5,0,8919,3952,2253,17,44,1979,4.00868023194755,2.47698923377163
"ABplppaapp",NA,231,0,0,0,5,5,8919,4253,2253,8,0,1979,3.95335929291089,2.686999535434
"ABplppaappa","AIAL",310,0,0,0,5,0,8919,5645,2253,213,0,1979,3.63942829048227,2.39312019559677
"ABplppaappp","DB6",310,0,1,0,5,0,8919,5652,2253,298,0,1979,5.62759340117538,3.17552471461945
"ABplppap",NA,136,0,0,0,5,5,9169,885,1656,8,0,1979,5.32530332926634,3.58942105974718
"ABplppapa",NA,176,0,0,0,5,5,9169,1820,1656,8,0,1979,4.5175369319556,3.34204379741328
"ABplppapaa",NA,227,4,0,0,5,5,9169,1820,1656,8,18,1979,4.07016487100868,2.71704114682115
"ABplppapaaa",NA,296,0,1,0,5,0,9169,1820,1656,8,18,1979,3.98116783514903,2.78311173773209
"ABplppapaaaa","SABVL",400,0,0,0,NA,0,9169,1820,1656,8,18,1979,NA,NA
"ABplppapaaap","RIFL",400,0,0,0,NA,0,9169,1820,1656,8,18,1979,NA,NA
"ABplppapaap","SABD",296,0,2,0,5,0,9169,1820,1656,8,18,1979,4.54221621573574,2.91816123528744
"ABplppapap",NA,227,0,0,0,5,5,9169,1820,1656,8,0,1979,4.60451242305284,3.1803607540644
"ABplppapapa","DA2",315,0,0,0,5,0,9169,1820,1656,8,0,1979,4.42103691031345,2.89463679135913
"ABplppapapp","DA4",315,0,3,0,5,0,9169,1820,1656,8,0,1979,5.47633865740634,3.16495767818458
"ABplppapp",NA,176,1,0,0,5,5,9169,1894,1656,8,22,2038,5.46501661996773,3.6830249715788
"ABplppappa",NA,231,4,0,0,5,5,9169,1894,1656,8,22,6694,5.43083381907592,3.69640785237705
"ABplppappaa","RIGL",309,0,0,0,5,0,9169,1894,1656,8,22,6694,3.48203997975579,2.39896683446634
"ABplppappap","DD1",309,0,1,0,5,0,9169,1894,1656,8,22,6694,3.96607044561143,2.87523822543457
"ABplppappp",NA,231,2,0,0,5,5,9169,1894,1656,8,22,8184,5.79675769603603,4.12883169352347
"ABplppapppa","DD3",320,0,0,0,5,0,9169,1894,1656,62,22,8184,4.31787832323821,2.97899072778473
"ABplppapppp","DD5",320,0,1,0,5,0,9169,1894,1656,8,22,8184,4.15977348604085,2.94714329840972
"ABplppp",NA,104,2,0,0,5,5,4625,0,520,8,0,1872,3.96876659083982,2.47247862369472
"ABplpppa",NA,135,0,0,0,5,5,11292,871,2982,8,541,1872,6.09654861877479,3.85894789794509
"ABplpppaa",NA,173,1,0,1,5,5,11292,3166,2982,8,1701,1872,4.93242772389416,3.42398288970486
"ABplpppaaa",NA,223,0,0,0,5,5,11292,4050,2982,8,1701,1872,5.76636370948006,3.84133603593692
"ABplpppaaaa","DA9",304,0,1,0,5,0,11292,4050,2982,8,1701,1872,4.09631319580652,2.55968281891318
"ABplpppaaap","DA6",304,0,2,0,5,0,11292,4050,2982,8,1701,1872,4.59993600876615,2.71088738129587
"ABplpppaap",NA,223,1,0,0,5,5,11292,3775,2982,8,1701,1872,5.67887014091529,3.68163057741933
"ABplpppaapa",NA,300,0,3,0,5,0,11292,3775,2982,8,1701,1872,4.87875807691448,3.15279580053736
"ABplpppaapaa","PVCL",400,0,0,0,NA,0,11292,3775,2982,8,1701,1872,NA,NA
"ABplpppaapap","LUAL",400,0,0,0,NA,0,11292,3775,2982,8,1701,1872,NA,NA
"ABplpppaapp","PHAL",300,0,3,0,5,0,11292,3775,2982,24,1701,1872,5.58546926636831,3.63493128251338
"ABplpppap",NA,173,0,0,0,5,5,11292,3278,2982,8,1289,1872,4.782974149139,3.21471089530816
"ABplpppapa",NA,223,2,0,0,5,5,11292,4261,2982,8,1289,1872,5.12719001379419,3.70023012539013
"ABplpppapaa","PHshL",278,0,3,0,5,0,11292,4261,2982,8,1289,1872,4.72757652845525,2.99952395682798
"ABplpppapap","hyp8/9",278,0,3,0,5,0,11292,4261,2982,8,1289,1872,5.61078240293305,3.25798084829732
"ABplpppapp","death",223,0,0,0,5,0,11292,3278,2982,8,1289,1872,5.91852956846095,4.08809465825482
"ABplpppp",NA,135,1,0,0,5,5,9998,794,2084,8,426,1872,5.17996696874228,3.50482504577738
"ABplppppa",NA,171,0,0,0,5,5,9998,2706,2084,8,980,1872,4.86454212087757,3.15789830517147
"ABplppppaa",NA,219,0,0,0,5,5,9998,3732,2084,8,980,1872,4.68501310413405,3.09158954390311
"ABplppppaaa","PVPL",293,0,2,0,5,0,9998,3732,2084,8,980,1872,4.34469227593787,2.74443858758629
"ABplppppaap","rect_VL",293,0,0,0,5,0,9998,3732,2084,8,980,1872,3.9830739658144,2.46933704814626
"ABplppppap",NA,219,0,0,0,5,5,9998,4093,2084,8,1058,1872,4.76428066025042,3.08173135076889
"ABplppppapa","U",292,0,1,0,5,0,9998,4093,2084,8,1058,1872,3.78324886182614,2.25844065061083
"ABplppppapp","F",292,0,1,0,5,0,9998,4093,2084,8,1058,1872,3.6705212326687,2.17062424690858
"ABplppppp",NA,171,0,0,0,5,5,9998,2896,2084,8,490,1872,4.63156752013474,3.05143177717237
"ABplpppppa",NA,222,2,0,0,5,5,9998,2896,2084,8,490,1872,4.16086821240827,2.60678918098534
"ABplpppppaa","mu_int_L",313,0,2,0,5,0,9998,2896,2084,8,490,1872,4.32260536822219,3.2708448418866
"ABplpppppap","mu_anal",313,0,3,0,5,0,9998,2896,2084,8,490,1872,4.85316057305028,3.89891855568792
"ABplpppppp",NA,222,0,0,0,5,5,9998,2896,2084,8,554,1872,4.12214346765257,2.93956980784913
"ABplppppppa","spike",293,0,2,0,5,0,9998,2896,2084,8,554,1872,5.46386115325615,3.45244032210689
"ABplppppppp","hyp10",293,0,1,0,5,0,9998,2896,2084,8,554,1872,5.0477583579686,2.97293788050017
"ABpr",NA,43,0,0,0,5,5,1308,0,0,8,0,0,5.5164762422796,3.8899972611448
"ABpra",NA,56,0,0,0,5,5,2024,0,0,8,0,0,4.83310473553459,3.34509603009265
"ABpraa",NA,75,1,0,0,5,5,2024,0,0,8,0,0,2.98404443180706,2.1746967721857
"ABpraaa",NA,102,0,0,0,5,5,4352,0,0,8,0,0,4.00303619743788,2.7452035607479
"ABpraaaa",NA,134,0,0,0,5,5,7697,0,0,8,0,0,5.07423950967158,2.68264886335445
"ABpraaaaa",NA,177,0,0,0,5,5,9169,0,13,8,0,0,5.58542490440361,3.90368892696335
"ABpraaaaaa",NA,232,1,0,0,5,5,9169,5,110,8,0,0,4.5315480957687,3.23121265893394
"ABpraaaaaaa","AVER",316,0,0,0,5,0,9169,5,110,30,0,0,3.52223754796282,2.3126248293921
"ABpraaaaaap","OLQshVR",316,0,0,0,5,0,9169,5,110,8,0,0,3.34259238646834,2.491233820209
"ABpraaaaap",NA,232,3,0,0,5,5,9169,0,59,8,0,0,5.33172032475189,3.6180690547446
"ABpraaaaapd","OLLshR",327,0,1,0,5,0,9169,0,540,8,0,0,3.75923960310736,2.74160475412649
"ABpraaaaapv","death",327,0,0,0,5,0,9169,0,59,8,0,0,3.31722529486738,2.36479989287352
"ABpraaaap",NA,177,1,0,0,5,5,10749,0,0,8,0,0,4.62178178553762,3.21117580846519
"ABpraaaapa",NA,224,2,0,0,5,5,10749,0,0,145,0,15,4.86106108487426,3.37402179747065
"ABpraaaapad","RMDR",303,0,0,0,5,0,10749,0,0,2352,0,15,4.678470259406,3.35977577663692
"ABpraaaapav","AFDR",303,0,0,0,5,0,10749,0,0,2217,0,15,3.53034934446079,2.26371342781096
"ABpraaaapp",NA,224,1,0,0,5,5,10749,0,0,8,0,0,4.38566169024755,3.33811718255768
"ABpraaaappa","death",293,0,0,0,5,0,10749,0,177,137,0,0,5.31818145741548,4.2322394582568
"ABpraaaappp",NA,293,2,0,0,5,0,10749,0,0,8,0,0,4.80258234686326,3.56857037021688
"ABpraaaapppa","ASKR",400,0,0,0,NA,0,10749,0,0,8,0,0,NA,NA
"ABpraaaapppp","death",400,0,0,0,NA,0,10749,0,0,8,0,0,NA,NA
"ABpraaap",NA,134,0,0,0,5,5,7587,0,0,8,0,0,4.74594620302828,3.02389778650051
"ABpraaapa",NA,172,0,0,0,5,5,8831,0,0,8,0,0,5.78278022703199,3.90010838581059
"ABpraaapaa",NA,224,2,0,0,5,5,8831,0,0,8,0,0,3.76676016611974,2.5219230489144
"ABpraaapaad","ADLR",309,0,0,0,5,0,8831,0,0,8,0,0,4.31919691848837,2.88325900530247
"ABpraaapaav","death",309,0,0,0,5,0,8831,0,475,8,0,0,3.5026313903452,2.25941136872067
"ABpraaapap",NA,224,0,0,0,5,5,8831,0,0,8,0,0,4.08186195721155,2.69944299055746
"ABpraaapapa",NA,299,0,1,0,5,0,8831,0,0,8,0,0,5.23070978984394,3.16275277037083
"ABpraaapapaa","OLLR",400,0,0,0,NA,0,8831,0,0,8,0,0,NA,NA
"ABpraaapapap","death",400,0,0,0,NA,0,8831,0,0,8,0,0,NA,NA
"ABpraaapapp","death",299,0,1,0,5,0,8831,0,0,8,0,0,5.82197908279887,4.06766931161228
"ABpraaapp",NA,172,0,0,0,5,5,9759,0,0,8,0,0,4.60836523276437,3.3610130925284
"ABpraaappa",NA,215,0,0,0,5,5,9759,0,0,8,0,0,4.05617519880011,2.69557573565027
"ABpraaappaa","ADFR",295,0,1,0,5,0,9759,0,0,8,0,0,3.91318385641324,2.72312329518519
"ABpraaappap","AWBR",295,0,0,0,5,0,9759,0,0,8,0,0,4.11563589791281,2.46319087125874
"ABpraaappp",NA,215,0,0,0,5,5,9759,0,0,8,0,0,3.76956548163666,2.74149505839172
"ABpraaapppa",NA,269,0,1,0,5,5,9759,0,0,8,0,0,4.79705378966407,3.37240952070773
"ABpraaapppaa","ASER",359,0,3,0,4,0,9759,0,0,8,0,0,5.88910485613923,4.57248666559904
"ABpraaapppap","death",359,0,2,0,4,0,9759,0,0,8,0,0,5.44998805525224,3.74206460858834
"ABpraaapppp",NA,269,2,0,0,5,5,9759,0,0,8,0,0,4.14178337618243,3.17127057992819
"ABpraaappppa","ASJR",349,0,0,0,5,0,9759,0,0,8,0,0,4.75814032020484,3.52238583571389
"ABpraaappppp","AUAR",349,0,1,0,5,0,9759,0,0,8,0,0,3.48300654876495,2.54330991604418
"ABpraap",NA,102,1,0,0,5,5,2576,0,0,8,0,0,3.44116112275466,2.2480722224586
"ABpraapa",NA,133,0,0,0,5,5,9776,0,0,8,0,0,5.30011059833395,3.30757908269824
"ABpraapaa",NA,173,0,0,0,5,5,12168,0,0,8,0,0,7.62243394927327,5.32397366339429
"ABpraapaaa",NA,224,1,0,0,5,5,12168,11,0,8,0,0,6.53726155015432,4.31754209573016
"ABpraapaaaa","hyp3",307,0,1,0,5,0,12168,11,0,8,0,0,5.43488248606033,3.39839188454752
