"Cells","Names","Birth Times","peak exp","CC X20230222_JIM188_tbx.9_die.1_L1","CC X20230223_JIM188_tbx.9_die.1_L4","CC X20230224_RW10265_tbx.8_die.1_L1","CC X20230224_RW10265_tbx.8_die.1_L3","CC X20230224_RW10265_tbx.8_die.1_L4","Position X20230222_JIM188_tbx.9_die.1_L1","Position X20230223_JIM188_tbx.9_die.1_L4","Position X20230224_RW10265_tbx.8_die.1_L1","Position X20230224_RW10265_tbx.8_die.1_L3","Position X20230224_RW10265_tbx.8_die.1_L4","Angle X20230222_JIM188_tbx.9_die.1_L1","Angle X20230223_JIM188_tbx.9_die.1_L4","Angle X20230224_RW10265_tbx.8_die.1_L1","Angle X20230224_RW10265_tbx.8_die.1_L3","Angle X20230224_RW10265_tbx.8_die.1_L4"
"ABarpppap",NA,175,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarpppapa","hyp7",226,92,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarpppapp",NA,226,164,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,NA
"ABarpppappa","ALMR",400,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarpppappp","BDUR",400,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarpppp",NA,135,92,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,1
"ABarppppa",NA,177,92,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarppppaa","V1R",232,275,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA
"ABarppppap","V2R",232,194,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA
"ABarppppp",NA,177,92,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpppppa","V4R",234,144,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA
"ABarpppppp","V6R",234,443,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA
"ABp",NA,19,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABpl",NA,43,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABpla",NA,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaa",NA,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaa",NA,102,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaaa",NA,133,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaaaa",NA,171,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaaaaa",NA,224,324,1,0,0,0,0,0,1,1,0,0,0,NA,0,0,0
"ABplaaaaaaa","URADL",317,554,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaaaaaap","CEMDL",317,385,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaaaaap",NA,224,108,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplaaaaapa","death",289,827,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaaaaapp",NA,289,173,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaaaaappa","CEPDL",400,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplaaaaappp","URXL",400,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplaaaap",NA,171,96,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplaaaapa","hyp6",223,181,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA
"ABplaaaapp","hyp6",223,125,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABplaaap",NA,133,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaapa",NA,172,78,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABplaaapaa","XXXL",229,4882,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABplaaapap","hyp5",229,412,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
"ABplaaapp",NA,172,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaappa","HOL",223,213,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
"ABplaaappp","H1L",223,109,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"ABplaap",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapa",NA,132,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapaa",NA,171,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapaaa",NA,222,342,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,0
"ABplaapaaaa","hyp3",307,4529,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaapaaap","ILsoDL",307,5328,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaapaap",NA,222,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapaapa","URBL",295,346,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaapaapp","AMshL",295,518,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaapap",NA,171,195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABplaapapa",NA,221,304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ABplaapapaa","AWAL",308,2361,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaapapap","ASGL",308,757,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaapapp",NA,221,195,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ABplaapappa","AIBL",285,229,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaapappp",NA,285,1391,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplaapapppa","ASIL",400,1391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplaapapppp","death",400,1391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplaapp",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplaappa",NA,167,74,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1
"ABplaappaa","hyp4",221,10155,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"ABplaappap","hyp6",221,378,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABplaappp",NA,167,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapppa","hyp7",214,370,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplaapppp","hyp7",214,196,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA
"ABplap",NA,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapaa",NA,132,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapaaa",NA,172,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapaaaa",NA,222,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapaaaaa","death",302,1059,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplapaaaap",NA,302,299,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplapaaaapa","ADEL",400,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapaaaapp","ADAL",400,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapaaap",NA,222,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapaaapa",NA,300,109,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplapaaapad","FLPL",400,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapaaapav","AIZL",400,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapaaapp","RMGL",300,972,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplapaap",NA,172,120,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplapaapa","G2",227,336,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABplapaapp","P1/2L",227,221,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
"ABplapap",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplapapa",NA,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapapaa",NA,219,186,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA
"ABplapapaaa","QL",400,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapapaap","V5L",400,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapapap","P9/10L",219,345,NA,NA,NA,NA,NA,1,1,0,0,1,NA,NA,NA,NA,NA
"ABplapapp",NA,168,42,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplapappa","P11",216,531,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"ABplapappp",NA,216,532,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,0
"ABplapapppa","death",305,1141,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplapapppp",NA,305,532,0,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABplapappppa",NA,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapappppaa","PLML",400,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapappppap","ALNL",400,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapappppp","death",400,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapp",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplappa",NA,133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplappaa",NA,172,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplappaaa","P3/4L",222,384,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABplappaap","P5/6L",222,239,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"ABplappap",NA,172,15,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplappapa","V3L",222,144,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"ABplappapp","P7/8L",222,538,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
"ABplappp",NA,133,72,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplapppa",NA,174,211,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplapppaa",NA,230,211,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0
"ABplapppaaa","PVQL",326,455,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABplapppaap","death",326,1592,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABplapppap",NA,230,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapppapa","death",301,1083,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplapppapp",NA,301,649,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplapppappa","HSNL",400,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapppappp","PHBL",400,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapppp",NA,174,342,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplappppa","hyp7",230,740,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"ABplappppp","TL",230,767,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABplp",NA,56,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplpa",NA,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaa",NA,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaaa",NA,135,57,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0
"ABplpaaaa",NA,173,166,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplpaaaaa",NA,220,839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaaaaaa","SAAVL",299,839,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaaaaap","AWCL",299,1088,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaaaap",NA,220,1280,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,0
"ABplpaaaapa","exc_duct",290,1280,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaaaapp","DB1/3",290,1280,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaaap",NA,173,153,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplpaaapa",NA,222,4642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaaapaa","URAVL",317,4642,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaaapap","CEPshVL",317,4642,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaaapp",NA,222,9649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaaappa",NA,290,47797,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaaappaa","OLQVL",400,47797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplpaaappap","death",400,47797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplpaaappp","URYVL",290,19202,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaap",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaapa",NA,172,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaapaa",NA,222,325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABplpaapaaa","RIVL",300,1546,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaapaap","AVBL",300,325,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaapap",NA,222,799,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABplpaapapa","AMsoL",299,997,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaapapp","CEMVL",299,1710,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaapp",NA,172,392,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplpaappa",NA,219,392,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABplpaappaa","ASHL",293,392,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaappap","RIBL",293,7328,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaappp",NA,219,494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ABplpaapppa","AIML",289,700,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaapppp",NA,289,746,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpaappppa","CEPVL",400,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplpaappppp","death",400,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplpap",NA,103,14,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplpapa",NA,133,147,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplpapaa",NA,171,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapaaa",NA,224,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapaaaa","SMDDL",304,3182,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpapaaap","AIYL",304,920,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpapaap",NA,224,508,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplpapaapa","SIADL",305,1785,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpapaapp","SIBVL",305,514,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpapap",NA,171,232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"ABplpapapa",NA,221,609,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1
"ABplpapapaa","exc_gl_L",291,1094,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpapapap","AVKL",291,880,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpapapp",NA,221,680,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0
"ABplpapappa","SIAVL",293,781,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpapappp","DB5",293,973,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpapp",NA,133,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpappa",NA,168,467,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABplpappaa",NA,213,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpappaaa","RMEV",268,1030,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"ABplpappaap","exc_cell",268,904,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"ABplpappap","death",213,1265,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpappp",NA,168,435,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplpapppa",NA,222,458,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0
"ABplpapppaa","K",299,646,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABplpapppap","K'",299,954,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABplpapppp",NA,222,920,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"ABplpappppa","PVT",304,920,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpappppp","rect_D",304,1012,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpp",NA,75,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplppa",NA,104,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplppaa",NA,136,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaaa",NA,179,378,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABplppaaaa",NA,235,378,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0
"ABplppaaaaa","SIBDL",297,1372,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppaaaap",NA,297,1327,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppaaaapa","death",400,1327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplppaaaapp","RICL",400,1327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplppaaap","death",235,884,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplppaap",NA,179,321,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplppaapa",NA,231,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaapaa","death",317,1779,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppaapap","RIML",317,495,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppaapp",NA,231,748,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplppaappa","AIAL",310,1041,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppaappp","DB6",310,778,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppap",NA,136,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppapa",NA,176,242,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABplppapaa",NA,227,386,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ABplppapaaa",NA,296,386,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppapaaaa","SABVL",400,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplppapaaap","RIFL",400,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplppapaap","SABD",296,427,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppapap",NA,227,538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ABplppapapa","DA2",315,538,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppapapp","DA4",315,538,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABplppapp",NA,176,115,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplppappa",NA,231,703,1,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0
"ABplppappaa","RIGL",309,703,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppappap","DD1",309,703,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppappp",NA,231,350,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"ABplppapppa","DD3",320,742,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppapppp","DD5",320,541,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppp",NA,104,62,1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"ABplpppa",NA,135,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppaa",NA,173,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpppaaa",NA,223,732,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,0
"ABplpppaaaa","DA9",304,813,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpppaaap","DA6",304,925,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpppaap",NA,223,758,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,0
"ABplpppaapa",NA,300,758,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABplpppaapaa","PVCL",400,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplpppaapap","LUAL",400,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplpppaapp","PHAL",300,904,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABplpppap",NA,173,516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABplpppapa",NA,223,549,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0
"ABplpppapaa","PHshL",278,768,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABplpppapap","hyp8/9",278,587,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpppapp","death",223,1571,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpppp",NA,135,62,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplppppa",NA,171,507,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABplppppaa",NA,219,689,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ABplppppaaa","PVPL",293,699,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppppaap","rect_VL",293,845,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppppap",NA,219,799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ABplppppapa","U",292,799,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppppapp","F",292,799,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplppppp",NA,171,526,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0
"ABplpppppa",NA,222,823,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0
"ABplpppppaa","mu_int_L",313,823,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpppppap","mu_anal",313,823,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABplpppppp",NA,222,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppppppa","spike",293,1061,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABplppppppp","hyp10",293,1388,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpr",NA,43,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABpra",NA,56,65,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABpraa",NA,75,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
