"Cells","Names","Birth Times","peak exp","CC X20230222_JIM188_tbx.9_die.1_L1","CC X20230223_JIM188_tbx.9_die.1_L4","CC X20230224_RW10265_tbx.8_die.1_L1","CC X20230224_RW10265_tbx.8_die.1_L3","CC X20230224_RW10265_tbx.8_die.1_L4","Position X20230222_JIM188_tbx.9_die.1_L1","Position X20230223_JIM188_tbx.9_die.1_L4","Position X20230224_RW10265_tbx.8_die.1_L1","Position X20230224_RW10265_tbx.8_die.1_L3","Position X20230224_RW10265_tbx.8_die.1_L4","Angle X20230222_JIM188_tbx.9_die.1_L1","Angle X20230223_JIM188_tbx.9_die.1_L4","Angle X20230224_RW10265_tbx.8_die.1_L1","Angle X20230224_RW10265_tbx.8_die.1_L3","Angle X20230224_RW10265_tbx.8_die.1_L4"
"ABpraaaaapv","death",327,9169,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraaaap",NA,177,10749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABpraaaapa",NA,224,10749,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaapad","RMDR",303,10749,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraaaapav","AFDR",303,10749,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraaaapp",NA,224,10749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaappa","death",293,10749,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraaaappp",NA,293,10749,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraaaapppa","ASKR",400,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraaaapppp","death",400,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraaap",NA,134,7587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapa",NA,172,8831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapaa",NA,224,8831,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABpraaapaad","ADLR",309,8831,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraaapaav","death",309,8831,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraaapap",NA,224,8831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapapa",NA,299,8831,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA
"ABpraaapapaa","OLLR",400,8831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraaapapap","death",400,8831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraaapapp","death",299,8831,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABpraaapp",NA,172,9759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaappa",NA,215,9759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaappaa","ADFR",295,9759,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABpraaappap","AWBR",295,9759,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraaappp",NA,215,9759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapppa",NA,269,9759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ABpraaapppaa","ASER",359,9759,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,NA,NA,NA,NA
"ABpraaapppap","death",359,9759,NA,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,NA
"ABpraaapppp",NA,269,9759,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ABpraaappppa","ASJR",349,9759,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraaappppp","AUAR",349,9759,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
"ABpraap",NA,102,2576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapa",NA,133,9776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapaa",NA,173,12168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapaaa",NA,224,12168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapaaaa","hyp3",307,12168,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABpraapaaap","ILsoDR",307,12168,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABpraapaap",NA,224,12168,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABpraapaapa","URBR",295,12168,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraapaapp","AMshR",295,12168,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABpraapap",NA,173,11346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapapa",NA,222,11346,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABpraapapaa","AWAR",309,11346,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABpraapapap","ASGR",309,11346,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraapapp",NA,222,11346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapappa","AIBR",287,11346,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABpraapappp",NA,287,11346,0,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA
"ABpraapapppa","ASIR",400,11346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraapapppp","death",400,11346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraapp",NA,133,9357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ABpraappa",NA,169,14170,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"ABpraappaa","hyp4",225,14170,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA
"ABpraappap","hyp6",225,14170,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"ABpraappp",NA,169,15893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapppa","hyp7",218,15893,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraapppp","hyp7",218,15893,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABprap",NA,75,2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapa",NA,102,4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaa",NA,133,6956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaaa",NA,174,9652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprapaaaa",NA,225,9652,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaaaaa","death",307,9652,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABprapaaaap",NA,307,9652,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprapaaaapa","ADER",400,9652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapaaaapp","ADAR",400,9652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapaaap",NA,225,9912,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"ABprapaaapa",NA,303,9912,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprapaaapad","FLPR",400,9912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapaaapav","AIZR",400,9912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapaaapp","RMGR",303,9912,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA
"ABprapaap",NA,174,9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaapa","W",230,9237,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
"ABprapaapp","P1/2R",230,10235,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"ABprapap",NA,133,6647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapapa",NA,170,11373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapapaa",NA,222,13258,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA
"ABprapapaaa","QR",400,13258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapapaap","V5R",400,13258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapapap","P9/10R",222,14050,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABprapapp",NA,170,12621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapappa","P12",219,12621,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprapappp",NA,219,12898,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABprapapppa","death",310,12898,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA
"ABprapapppp",NA,310,12898,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA
"ABprapappppa",NA,NA,12898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapappppaa","PLMR",400,12898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapappppap","ALNR",400,12898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapappppp","death",400,12898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapp",NA,102,3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprappa",NA,133,9106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprappaa",NA,174,18831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprappaaa","P3/4R",226,18831,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,NA
"ABprappaap","P5/6R",226,18831,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
"ABprappap",NA,174,18264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprappapa","V3R",226,20412,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
"ABprappapp","P7/8R",226,18483,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"ABprappp",NA,133,7602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapppa",NA,176,12643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapppaa",NA,233,12643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapppaaa","PVQR",333,12643,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA
"ABprapppaap","death",333,12643,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA
"ABprapppap",NA,233,12643,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"ABprapppapa","death",306,12643,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA
"ABprapppapp",NA,306,12643,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA
"ABprapppappa","HSNR",400,12643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapppappp","PHRB",400,12643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapppp",NA,176,11046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprappppa","hyp7",233,11046,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA
"ABprappppp","TR",233,11046,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA
"ABprp",NA,56,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpa",NA,75,1308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaa",NA,103,3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaa",NA,135,6593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaaa",NA,173,9578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaaaa",NA,221,9578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaaaaa","SAAVR",301,9578,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaaaaap","AWCR",301,9578,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaaaap",NA,221,9578,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"ABprpaaaapa","G1",291,9578,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaaaapp","DB3/1",291,9578,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaaap",NA,173,9979,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"ABprpaaapa",NA,222,9979,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"ABprpaaapaa","URAVR",317,9979,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaaapap","CEPshVR",317,9979,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaaapp",NA,222,9979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaappa",NA,290,9979,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaaappaa","OLQVR",400,9979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpaaappap","death",400,9979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpaaappp","URYVR",290,9979,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaap",NA,135,7596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ABprpaapa",NA,172,10893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaapaa",NA,223,10893,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABprpaapaaa","RIVR",301,10893,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABprpaapaap","AVBR",301,10893,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaapap",NA,223,10893,1,1,0,1,0,0,0,0,0,0,NA,0,0,NA,NA
"ABprpaapapa","AMsoR",301,10893,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaapapp","CEMVR",301,10893,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABprpaapp",NA,172,10964,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ABprpaappa",NA,220,10964,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"ABprpaappaa","ASHR",293,10964,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaappap","RIBR",293,10964,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaappp",NA,220,10964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaapppa","AIMR",291,10964,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaapppp",NA,291,10964,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpaappppa","CEPVR",400,10964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpaappppp","death",400,10964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpap",NA,103,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapa",NA,134,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapaa",NA,172,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapaaa",NA,226,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapaaaa","SMDDR",305,6000,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpapaaap","AIYR",305,6000,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpapaap",NA,226,6000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"ABprpapaapa","SIADR",305,6000,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpapaapp","SIBVR",305,6000,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"ABprpapap",NA,172,4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapapa",NA,222,4643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapapaa","exc_gl_R",291,4643,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpapapap","AVKR",291,4643,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpapapp",NA,222,4643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprpapappa","SIAVR",293,4643,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpapappp","DA8",293,4643,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
"ABprpapp",NA,134,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappa",NA,170,3288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappaa",NA,219,3288,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABprpappaaa","RIH",287,3288,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpappaap","AVL",287,3288,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpappap",NA,219,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappapa","RIS",289,3288,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpappapp","DB4",289,3288,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA
"ABprpappp",NA,170,3355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapppa",NA,220,3355,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"ABprpapppaa","RIR",295,3355,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpapppap","AVG",295,3355,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABprpapppp",NA,220,3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappppa","virR",292,3355,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"ABprpappppp","virL",292,3355,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"ABprpp",NA,75,1308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprppa",NA,104,4114,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,0
"ABprppaa",NA,137,6777,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABprppaaa",NA,179,7158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaaaa",NA,235,7158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaaaaa","SIBDR",298,7158,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
"ABprppaaaap",NA,298,7158,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA
"ABprppaaaapa","death",400,7158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprppaaaapp","RICR",400,7158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprppaaap","death",235,7158,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"ABprppaap",NA,179,6777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaapa",NA,231,6777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaapaa","death",317,6777,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"ABprppaapap","RIMR",317,6777,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA
"ABprppaapp",NA,231,6777,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABprppaappa","AIAR",309,6777,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprppaappp","DB7",309,6777,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA
"ABprppap",NA,137,6596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABprppapa",NA,176,7831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppapaa",NA,226,7831,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABprppapaaa",NA,297,7831,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA
"ABprppapaaaa","SABVR",400,7831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprppapaaap","RIFR",400,7831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprppapaap","DA1",297,7831,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABprppapap",NA,226,7831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppapapa","DA3",319,7831,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprppapapp","DA5",319,7831,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABprppapp",NA,176,7674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppappa",NA,231,7674,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABprppappaa","RIGR",309,7674,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
"ABprppappap","DD2",309,7674,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprppappp",NA,231,7674,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppapppa","DD4",323,7674,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprppapppp","DD6",323,7674,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA
"ABprppp",NA,104,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppa",NA,135,6749,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABprpppaa",NA,173,8288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppaaa",NA,224,8288,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprpppaaaa","PDA/Y",303,8288,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpppaaap","DA7",303,8288,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"ABprpppaap",NA,224,8288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppaapa",NA,304,8288,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA
"ABprpppaapaa","PVCR",400,8288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpppaapap","LUAR",400,8288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpppaapp","PHAR",304,8288,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA
"ABprpppap",NA,173,8382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppapa",NA,225,8382,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABprpppapaa","PHshR",280,8382,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABprpppapap","hyp8/9",280,8382,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABprpppapp","death",225,8382,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpppp",NA,135,3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppa",NA,172,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppaa",NA,220,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppaaa","PVPR",294,4494,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprppppaap","rect_VR",294,4494,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABprppppap",NA,220,4494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprppppapa","B",291,4494,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprppppapp","DVA",291,4494,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprppppp",NA,172,5334,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,0
"ABprpppppa",NA,223,5334,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABprpppppaa","mu_bod",310,5334,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"ABprpppppap","mu_sph",310,5334,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"ABprpppppp",NA,223,5334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppppa","spike",293,5334,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"ABprppppppp","hyp10",293,5334,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"C",NA,49,4405,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ca",NA,67,4405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Caa",NA,94,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caaa",NA,128,5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Caaaa",NA,168,8207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caaaaa","hyp7",219,8571,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"Caaaap","hyp7",219,8542,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"Caaap",NA,168,8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caaapa","hyp7",216,9205,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"Caaapp","hyp7",216,9925,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA
