"","Cells","20230222_JIM188_tbx.9_die.1_L1","20230223_JIM188_tbx.9_die.1_L4","20230224_RW10265_tbx.8_die.1_L1","20230224_RW10265_tbx.8_die.1_L3","20230224_RW10265_tbx.8_die.1_L4"
"MSaaapaaa","MSaaapaaa",0.76705271048203,0.555579000049911,0.729623999193192,0.914071996537969,0.90047724533646
"MSaaapaap","MSaaapaap",0.746116617202637,0.767935504529057,0.69805836110705,1.1937108539306,0.880766008832965
"MSaaapap","MSaaapap",0.524954048402835,0.480471775559007,0.546285888646435,0.645016885508477,0.683210711933913
"MSaaapapa","MSaaapapa",0.836908081231183,0.843397760037698,0.843587396652931,1.22716059617089,1.06472728916597
"MSaaapapp","MSaaapapp",0.957425493252262,0.855631412802328,0.730536382887582,1.23820558015726,1.21429964498079
"MSaaapp","MSaaapp",0.604101120075509,0.515103977197294,0.740767729882322,0.605452056327936,0.712659246834233
"MSaaappa","MSaaappa",1.2461499913859,0.648656062822208,0.922010143474052,1.39750287489344,0.930184507614996
"MSaaappp","MSaaappp",0.95905896062049,0.610122796404087,0.822333829267807,1.06233842374803,1.05635579477883
"MSaap","MSaap",0.267441078596588,0.320798826252929,0.213197422615718,0.329431996473639,0.248636130469346
"MSaapa","MSaapa",0.409052512473255,0.492096043177172,0.408804753062304,0.381159055736097,0.463406738129792
"MSaapaa","MSaapaa",0.478942872251459,0.640186772369281,0.478994980485094,0.449385635937751,0.598093146040914
"MSaapaaa","MSaapaaa",0.640188135184463,0.642857490026832,0.464505395561203,0.517862785965679,0.679287762296353
"MSaapaaaa","MSaapaaaa",0.679961811855753,0.823001155786018,0.88891034850237,0.960087060329776,0.812983639682182
"MSaapaaap","MSaapaaap",0.915352663308239,0.70198395004574,0.74094393939246,0.884162724340044,0.745292493241114
"MSaapaap","MSaapaap",0.625410750062756,0.494473985720812,0.506589057364186,0.485855693510238,0.74113843837954
"MSaapaapa","MSaapaapa",0.859672004608236,0.715937214221312,0.603544319082482,1.12071815282865,0.820901079933648
"MSaapaapp","MSaapaapp",0.764362539502934,0.654819320863563,0.630037655835262,0.905037660220517,0.879831176282717
"MSaapap","MSaapap",0.56252197652213,0.517271269097338,0.533338528846137,0.61524076233419,0.685268009976144
"MSaapapa","MSaapapa",0.672360536698376,0.568413217081946,0.635392652734069,0.641800243942152,0.847759521012431
"MSaapapaa","MSaapapaa",1.1252818689245,0.798428247395394,NA,0.960041256191842,0.974923003233274
"MSaapapap","MSaapapap",1.07636810829641,0.916140159903292,NA,1.13530325186001,1.07869145944303
"MSaapapp","MSaapapp",0.586734949698137,0.47136355138178,0.583065663408618,0.577697083959142,0.730028085245191
"MSaapappa","MSaapappa",0.973295568027464,0.846719425488533,0.868204367387755,1.16202560417474,0.830010516625564
"MSaapappp","MSaapappp",0.902994136890723,0.734483851322325,0.889041584905039,0.878277160105179,0.917706172179877
"MSaapp","MSaapp",0.497891068453387,0.402370050737741,0.518364977088544,0.569147099737203,0.587112886646248
"MSaappa","MSaappa",0.544859023183507,0.582393648765164,0.54268628403645,0.58392769006591,0.626648332632491
"MSaappaa","MSaappaa",0.67420019295847,0.69373573020342,0.620613999468036,0.848626604449358,0.752015719193348
"MSaappap","MSaappap",0.862077367522059,0.682034127982163,0.673352547758014,0.82969484724564,0.736464206467878
