paste.Cells..round.CC_Dif_pValues..4..	X20110316_mir.1_L3	X20110316_mir.1_L2	X20110203_RW10890_pal.1_L4	X20110125_RW10890_pal.1_L3	X20110125_RW10890_pal.1_L4	X20101213_RW10889_pal.1_L2	X20101213_RW10889_pal.1_L3	X20110209_UP2051_mls.2_L1	X20110209_UP2051_mls.2_L2	X20110209_UP2051_mls.2_L3	X20110225_NX68_L3	X20110408_RW10425_pha.4_L2	X20110927_RW11144_L4	X20110929_ceh.43_L1	X20110726_RW10713_L1	X20110731_RW10434_L1	X20111116_RW10226_L4	X20110916_ceh.36_L1	X20120426_JIM122_L2	X20120612_JIM127_L4	X20120331_RW10871_L4	X20120807_mir.57_L4	X20230224_RW10265_tbx.8_die.1_L4	X20230224_RW10265_tbx.8_die.1_L3	X20230224_RW10265_tbx.8_die.1_L1	X20230223_JIM188_tbx.9_die.1_L4	X20230222_JIM188_tbx.9_die.1_L1
ABplppappa 0.0033	76	76	81	72	75	75	80	83	78	78	74	75	81	81	74	75	82	73	74	75	75	78	99	89	95	84	93
ABplppappaa NA																											
ABplppappap NA																											
ABplppappp 0.002	93	87		85	94	82		88	91	90	83	87	93	102	79	90	86	89	84	97	81	79	98	94	106	99	106
ABplppapppa NA																											
ABplppapppp NA																											
ABplppp 7e-04	31	30	28	29	32	28	29	31	30	29	32	28	29	29	28	30	31	29	28	28	31	30	24	27	25	24	26
ABplpppa 0.0135	37	37	36	34	35	35	38	36	36	38	38	34	35	35	36	36	37	37	34	34	38	37	35	34	32	34	34
ABplpppaa 0.031	46	49	48	49	52	55	51	48	49	47	49	48	49	48	49	49	48	46	50	50	50	49	49	41	45	46	44
ABplpppaaa 0.0098	73	81	86	81	71	77	82	76	78	85	76	77	77	83	76	82	86	75	82	80	78	73	88	80	86	89	83
ABplpppaaaa NA																											
ABplpppaaap NA																											
ABplpppaap 0.2477	76	78	84	70	73	74	76	76	79	75	72	72	74	76	74	76	77	71	76	74	75	76	78	77	76	86	74
ABplpppaapa NA																											
ABplpppaapaa NA																											
ABplpppaapap NA																											
ABplpppaapp NA																											
ABplpppap 0.8993	46	49	52	47	54	52	51	50	47	51	49	50	47	49	51	49	49	47	48	49	48	48	52	48	48	50	47
ABplpppapa 0.095	54	51	53	54	55	52	56	54	56	60	51	50	54	52	51	49	54	51	54	51	55	52	60	72	54	53	69
ABplpppapaa NA																											
ABplpppapap NA																											
ABplpppapp NA																											
ABplpppp 0.0162	37	37	34	34	35	35	36	35	36	36	35	34	34	34	36	34	36	34	32	34	36	35	34	34	32	30	32
ABplppppa 0.2484	45	44	47	44	47	46	48	45	46	47	47	45	44	44	47	47	46	47	46	47	47	48	51	45	48	47	47
ABplppppaa 0.3305	76	70	81	74	71	71	72	73	79	74	69	75	65	66	66	71	76	68	72	72	71	70	71	77	79	75	69
ABplppppaaa NA																											
ABplppppaap NA																											
ABplppppap 0.0931	75	68	80	74	67	74	76	69	75	69	75	72	70	70	66	70	71	70	70	75	70	71	73	75	74	76	71
ABplppppapa NA																											
ABplppppapp NA																											
ABplppppp 0.0799	46	46	50	47	52	49	52	51	49	49	52	47	49	48	47	52	48	47	48	47	48	49	54	50	48	53	54
ABplpppppa 0.0015	86	87	94	86	86	88	90	91	87		101	87	86	115	84	94		82	88	90	88	81	103	101	116	109	118
ABplpppppaa NA																											
ABplpppppap NA																											
ABplpppppp 0.8846	68	70	75	76	73	64	70	73	76	70	69	70	72	65	69	64	67	61	60	66	68	74	68	72	66	72	68
ABplppppppa NA																											
ABplppppppp NA																											
ABpr 0.0151	15	6	15		9	14	14	15	10	5	6	7	16	14	15	16	15	14	14	15	15	10	4	7	10	11	8
ABpra 0.0012	20	19	17	11	17	18	17	17	18	17	18	17	16	16	16	18	17	17	17	16	18	16	14	15	12	14	14
ABpraa 3e-04	28	26	24	23	26	24	24	26	24	25	29	26	28	24	26	24	25	25	24	24	29	26	23	22	22	20	21
ABpraaa 2e-04	31	32	29	29	30	31	29	31	30	30	32	30	29	30	32	33	32	31	32	29	31	31	27	27	26	29	27
ABpraaaa 0.007	43	40	41	38	39	42	43	38	38	40	43	41	39	40	43	41	43	42	40	40	43	40	37	38	38	40	37
ABpraaaaa 0.0017	51	53	59	52	52	58	56	53	54	52	50	56	51	52	52	56	52	60	53	52	53	52	51	52	48	51	50
ABpraaaaaa 0.0052	82	84		83	79	86	82	91	79	82	78	84	83	98	83	82	83	79	81	81	80	81	105	88	95	95	96
ABpraaaaaaa NA																											
ABpraaaaaap NA																											
ABpraaaaap 0.0125	91	94		97	95		87	99	90	88	88	97	103	99	98	99	93	92	86	91	91	89	120	104	111	100	121
ABpraaaaapd NA																											
ABpraaaaapv NA																											
ABpraaaap 0.0292	43	44	44	47	45	46	46	46	46	47	44	45	44	46	46	44	46	48	46	46	45	48	45	43	41	44	40
ABpraaaapa 0.1697	80	75	77	74	75	82	80	83	81	83	77	77	76	78	76	76	82	72	72	74	76	74	86	77	91	96	73
ABpraaaapad NA																											
ABpraaaapav NA																											
ABpraaaapp 0.1424	67	67	63	67	69	71	64	66	71	67	63	68	64	69	76	68	67	68	64	66	66	66	81	66	68	72	73
ABpraaaappa NA																											
ABpraaaappp NA																			86		92	89		100			
ABpraaaapppa NA																											
ABpraaaapppp NA																											
ABpraaap 0.0096	37	37	36	34	35	37	36	35	35	36	38	36	35	35	36	36	37	37	37	36	38	37	34	36	33	33	34
ABpraaapa 0.0278	48	47	48	49	50	54	51	50	52	49	52	50	49	51	49	49	48	50	50	52	52	51	48	50	48	49	47
ABpraaapaa 0.0656	83	78	92	85	88	86	84	84	91	82	86	84	84	85	76	82	80	82	81	84	83	74	89	85	99	85	97
ABpraaapaad NA																											
ABpraaapaav NA																											
ABpraaapap 0.037	72	67	75	78	82	74	74	78	75	69	72	73	74	74	74	78	70	72	67	75	76	71	78	79	84	73	83
ABpraaapapa NA																			115			113					
ABpraaapapaa NA																											
ABpraaapapap NA																											
ABpraaapapp NA																											
ABpraaapp 0.1167	40	38	40	38	41	43	41	40	41	42	40	40	39	44	42	39	40	42	40	43	40	43	38	41	39	40	40
ABpraaappa 0.593	77	77	85	77	76	83	77	78	82	87	81	84	79	77	81	76	80	74	74	72	76	79	82	77	77	74	79
ABpraaappaa NA																											
ABpraaappap NA																											
ABpraaappp 0.2199	52	51	52	54	51	54	54	54	52	52	51	57	53	52	54	49	51	49	54	53	53	52	52	55	54	52	54
ABpraaapppa 0.03		84													99	87	85		83	91	87	84	80	86		79	77
ABpraaapppaa NA																											
ABpraaapppap NA																											
ABpraaapppp 0.1268		79													78	80	77	79	76	72	78	78	79	76	80	86	86
ABpraaappppa NA																											
ABpraaappppp NA																											
ABpraap 0.0175	29	30	27	27	28	30	27	29	26	27	32	28	28	28	30	30	31	31	30	29	31	29	24	27	23	27	27
ABpraapa 0	40	38	36	34	35	40	38	38	37	36	40	37	37	38	41	41	38	41	37	39	40	40	35	36	34	36	35
ABpraapaa 0.0011	50	49	48	49	47	51	51	50	51	49	49	50	51	51	52	51	48	50	51	50	52	51	46	46	46	49	47
ABpraapaaa 0.5643	83	82	81	83	78	84	80	80	86	80	86	82	82	83	84	85	83	74	79	80	85	78	82	77	91	86	80
ABpraapaaaa NA																											
ABpraapaaap NA																											
ABpraapaap 0.1043	68	68	75	74	67	72	70	73	70	69	68	67	69	73	73	68	70	67	67	70	70	65	74	70	80	82	69
ABpraapaapa NA																											
ABpraapaapp NA																											
ABpraapap 0.0384	48	46	50	47	45	48	48	46	49	49	49	47	46	51	51	47	46	51	50	50	47	51	48	46	48	46	45
ABpraapapa 0.0184	83	84	88	86	82	89	85	84	86	82	84	88	88	82	84	87	86	84	93	87	83	86	99	90	97	88	94
ABpraapapaa NA																											
ABpraapapap NA																											
ABpraapapp 0.0832	67	64	64	63	60	64	61	65	65	60	63	62	64	65	61	61	63	63	62	65	60	63	71	66	64	65	64
ABpraapappa NA																											
ABpraapappp NA																			102		104	101		112			
ABpraapapppa NA																											
ABpraapapppp NA																											
ABpraapp 0.014	35	35	33	34	35	35	34	33	33	33	37	34	35	35	36	36	34	37	34	34	36	37	34	34	32	32	30
ABpraappa 0	51	52	55	52	58	55	54	53	55	54	55	51	51	56	56	54	52	58	55	55	52	56	44	46	45	46	44
ABpraappaa NA																											
ABpraappap NA																											
ABpraappp 0.0788	46	46	47	44	47	49	46	45	44	46	47	46	46	47	47	47	46	52	48	47	47	48	43	46	46	46	44
ABpraapppa NA																											
ABpraapppp NA																											
ABprap 0.0024	27	26	24	23	26	24	24	26	24	25	28	28	26	24	26	24	26	25	24	24	27	26	21	24	20	21	22
ABprapa 0.0046	31	28	27	29	30	28	27	29	28	27	31	30	29	29	30	30	31	31	30	28	30	29	27	27	25	26	27
ABprapaa 8e-04	37	43	43	38	40	43	43	40	40	38	38	39	37	38	41	39	38	41	39	37	39	43	35	38	34	36	37
ABprapaaa 0.0205	49	50	48	49	49	52	49	50	49	50	50	50	47	51	52	49	49	51	46	49	50	49	46	48	46	44	49
ABprapaaaa 0.0713	83	82	80	78	79	77	75	81	87	80	76	79	77	83	78	80	80	82	84	80	81	81	93	85	107	88	82
ABprapaaaaa NA																											
ABprapaaaap NA																					110	105					
ABprapaaaapa NA																											
ABprapaaaapp NA																											
ABprapaaap 0.0119	73	73	81	74	75	74	74	80	78	70	74	75	76	82	80	78	71	75	84	77	72	82	91	77	96	94	93
ABprapaaapa NA																					115						
ABprapaaapad NA																											
ABprapaaapav NA																											
ABprapaaapp NA																											
ABprapaap 0.4009	53	53	50	52	54	54	52	53	52	54	55	60	52	53	56	54	55	58	53	58	52	54	48	53	54	53	55
ABprapaapa NA																											
ABprapaapp NA																											
ABprapap 2e-04	37	37	36	34	37	37	39	37	35	35	36	34	35	35	36	34	37	37	35	34	36	37	34	32	33	32	34
ABprapapa 0.0752	51	50	50	47	49	49	52	46	49	47	53	50	49	51	52	51	49	53	53	50	50	49	46	52	46	47	47
ABprapapaa NA																											
ABprapapaaa NA																											
ABprapapaap NA																											
ABprapapap NA																											
ABprapapp 0.1252	46	47	47	46	47	48	49	45	47	46	49	47	47	48	47	46	48	48	46	48	48	44	41	46	46	43	47
ABprapappa NA																											
ABprapappp 0.0911	96	84	88	95	90	89	90	94	89	90	90	92	91	100	89	85	89	87	86	88	86	85	85	109	97	97	104
ABprapapppa NA																											
ABprapapppp NA																					90	82					
ABprapappppa NA																											
ABprapappppaa NA																											
ABprapappppap NA																											
ABprapappppp NA																											
ABprapp 0	33	30	29	29	30	30	29	29	30	27	32	28	31	30	30	30	32	30	29	29	30	31	26	27	26	27	27
ABprappa 0.2535	41	40	38	36	40	42	41	38	36	38	41	39	37	38	38	38	38	42	42	39	41	41	37	38	36	40	40
ABprappaa 0.0187	50	47	50	47	52	52	51	50	49	47	53	50	51	53	52	52	51	51	50	52	50	51	46	48	48	48	50
ABprappaaa NA																											
ABprappaap NA																											
ABprappap 0.2334	48	49	50	49	50	49	52	46	49	49	53	48	51	55	49	49	49	50	50	50	50	49	46	53	52	57	52
ABprappapa NA																											
ABprappapp NA																											
ABprappp 0.3534	43	41	41	38	40	42	41	42	40	41	41	42	39	40	43	41	40	42	39	42	43	41	40	39	40	43	38
ABprapppa 0.0958	59	52	53	52	54	57	57	54	54	54	56	56	52	53	56	56	55	56	56	56	58	57	56	50	48	55	50
ABprapppaa 0.5482		109		99	106		95	99	92	95	97	97	102	99	96	97	115	91	93	100	100	92	109	89	93	96	95
ABprapppaaa NA																											
ABprapppaap NA																											
ABprapppap 0.3001	76	68	70	78	75	68	72	70	73	67	68	74	70	73	69	68	80	68	69	68	75	66	75	66	75	76	75
ABprapppapa NA																											
ABprapppapp NA																			106		98	105					
ABprapppappa NA																											
ABprapppappp NA																											
ABprapppp 0.4712	56	55	52	56	56	57	56	53	52	54	56	60	56	53	56	54	52	57	55	53	55	56	57	52	54	62	57
ABprappppa NA																											
ABprappppp NA																											
ABprp 0	20	19	17	11	17	18	17	17	18	17	20	19	18	16	17	18	17	18	17	16	18	18	14	15	14	14	14
ABprpa 0.0052	28	27	25	25	28	24	26	27	26	25	28	26	25	26	26	26	28	27	26	25	27	25	23	24	20	21	24
ABprpaa 0.0032	32	30	28	29	32	30	29	31	30	30	32	30	31	29	30	32	30	30	28	29	31	31	26	29	26	27	27
ABprpaaa 0.0092	37	38	35	34	35	38	39	36	36	38	37	35	37	34	36	37	38	36	37	34	36	37	34	36	33	32	32
ABprpaaaa 0.0154	45	44	44	46	43	48	44	46	46	49	44	48	46	46	49	44	46	47	48	48	47	48	40	43	45	44	42
ABprpaaaaa 0.1245	73	76	80	81	77	82	79	80	78	82	75	75	84	79	78	82	77	84	81	80	78	79	85	77	96	86	81
ABprpaaaaaa NA																											
ABprpaaaaap NA																											
ABprpaaaap 0.0267	68	70	70	70	64	75	72	66	73	65	65	68	70	69	68	66	72	70	71	68	66	68	77	70	76	71	73
ABprpaaaapa NA																											
ABprpaaaapp NA																											
ABprpaaap 0.1493	46	47	48	47	45	48	49	46	46	46	49	48	46	46	49	46	48	48	46	49	45	48	44	46	48	46	45
ABprpaaapa 8e-04	93	92	94	92	88	95	94	94	95	92	89	95	94	102	89	99	101	89	93	100	91	90	101	103	108	110	108
ABprpaaapaa NA																											
ABprpaaapap NA																											
ABprpaaapp 0.0363	72	65	64	67	67	66	69	71	71	59	65	65	67	69	70	71	67	66	67	65	65	65	72	70	68	76	69
ABprpaaappa NA																			118		120	120					
ABprpaaappaa NA																											
ABprpaaappap NA																											
ABprpaaappp NA																											
ABprpaap 0	35	37	33	34	35	37	36	35	35	36	37	34	34	34	35	36	38	36	35	36	35	35	30	32	32	32	32
ABprpaapa 0.0025	50	49	48	51	49	52	51	50	51	49	50	48	49	49	51	51	48	48	50	50	48	49	44	46	48	46	47
ABprpaapaa 0.16	78	76	72	78	82	80	74	80	76	77	74	77	72	77	73	75	76	77	79	77	71	74	77	79	88	96	75
ABprpaapaaa NA																											
ABprpaapaap NA																											
ABprpaapap 0.0235	76	76	75	78	77	75	80	80	75	77	71	74	79	74	71	78	82	75	76	77	70	78	85	92	84	89	76
ABprpaapapa NA																											
ABprpaapapp NA																											
ABprpaapp 0.0127	46	46	42	46	43	49	48	48	46	46	46	43	44	47	49	47	43	44	46	49	45	48	43	45	45	44	42
ABprpaappa 0.0011	75	70	70	74	73	75	70	70	73	72	74	72	70	73	68	70	70	72	76	69	70	76	79	81	86	83	80
ABprpaappaa NA																											
ABprpaappap NA																											
ABprpaappp 0.0141	72	70	66	70	67	72	69	71	70	69	69	70	74	68	69	70	67	71	64	72	66	73	70	73	71	73	71
ABprpaapppa NA																											
ABprpaapppp NA																			115		94	105					
ABprpaappppa NA																											
ABprpaappppp NA																											
ABprpap 4e-04	31	29	28	29	30	28	29	29	28	29	32	28	31	29	28	30	29	30	28	28	30	29	26	27	25	26	26
ABprpapa 0.1464	38	37	36	36	37	37	38	36	36	35	37	36	37	34	36	37	40	37	35	34	38	37	35	38	34	36	34
ABprpapaa 1e-04	50	50	53	52	49	54	54	53	51	52	52	50	51	52	56	52	49	53	51	52	50	52	48	50	49	49	49
ABprpapaaa 0.5998	78	73	81	78	80	74	84	74	79	74	74	84	74	89	79	82	73	74	69	78	76	76	76	76	84	83	75
ABprpapaaaa NA																											
ABprpapaaap NA																											
ABprpapaap 0.0341	76	76	80	76	84	75	82	78	79	77	75	80	76	79	76	76	74	79	76	75	76	78	78	81	88	88	90
ABprpapaapa NA																											
ABprpapaapp NA																											
ABprpapap 0.1242	45	47	48	49	45	51	49	48	49	50	47	48	49	48	51	49	46	50	50	49	48	48	48	46	49	44	44
ABprpapapa 2e-04	65	68	67	69	66	69	67	66	68	65	63	67	67	65	66	70	67	66	69	66	66	65	73	72	71	72	69
ABprpapapaa NA																											
ABprpapapap NA																											
ABprpapapp 0.0014	68	71	70	69	69	69	70	70	73	67	65	72	70	67	64	71	70	70	69	68	66	65	73	72	73	76	74
ABprpapappa NA																											
ABprpapappp NA																											
ABprpapp 0.003	33	35	33	34	33	35	36	35	35	35	35	34	35	34	36	34	37	36	34	34	35	37	32	34	32	32	32
ABprpappa 0.1245	46	44	48	46	47	51	46	46	46	47	46	43	44	47	49	47	45	48	48	47	47	48	51	52	54	50	44
ABprpappaa 0.7774	65	68	62	68	62	68	70	71	68	69	65	69	67	64	69	68	66	70	66	68	66	66	56	68	74	76	66
ABprpappaaa NA																											
ABprpappaap NA																											
ABprpappap 0.2629	68	68	70	72	69	68	72	68	70	69	65	70	67	70	66	66	67	73	62	72	73	66	68	68	74	76	69
ABprpappapa NA																											
ABprpappapp NA																											
ABprpappp 0.1354	46	46	48	47	49	52	46	50	47	47	49	43	46	48	49	47	46	48	46	47	48	54	51	53	55	50	45
ABprpapppa 0.028	73	71	74	70	71	75	70	76	71	72	69	72	72	76	69	75	74	77	76	81	74	73	78	81	92	84	101
ABprpapppaa NA																											
ABprpapppap NA																											
ABprpapppp 0.2633	68	71	70	70	75	71	72	73	70	75	69	74	70	74	68	68	70	71	67	74	70	70	73	68	73	73	76
ABprpappppa NA																											
ABprpappppp NA																											
ABprpp 0.0079	28	27	27	27	30	27	26	27	26	25	28	26	26	27	26	26	28	27	26	27	27	26	23	26	22	21	24
ABprppa 0.0069	32	32	28	29	32	29	32	31	31	32	34	30	31	31	30	33	30	32	30	29	33	33	27	29	25	26	29
ABprppaa 0.0284	44	43	39	40	40	43	41	43	40	41	43	42	42	39	43	39	41	40	40	40	40	40	35	39	38	40	35
ABprppaaa 0.2022	51	55	53	54	54	55	57	54	54	54	55	55	56	55	56	54	52	55	55	53	55	56	59	54	54	57	57
ABprppaaaa 0.0091	60	66	63	60	62	60	62	63	62	59	63	59	64	62	63	60	57	62	61	59	58	62	67	63	67	63	67
ABprppaaaaa NA																											
ABprppaaaap NA																			93		86	92					
ABprppaaaapa NA																											
ABprppaaaapp NA																											
ABprppaaap NA																											
ABprppaap 0.2941	50	47	50	47	49	52	51	51	46	51	50	50	49	48	51	51	48	55	50	49	52	54	51	50	48	54	55
ABprppaapa 0.0935	85	89	83	88	82	85	87	81	91	80	81	85	83	90	79	82	86	84	79	81	90	84	93	87	108	85	91
ABprppaapaa NA																											
ABprppaapap NA																											
ABprppaapp 0.0011	76	72	78	79	73	72	80	78	86	80	71	74	74	79	83	71	77	80	74	78	72	73	91	87	92	82	91
ABprppaappa NA																											
ABprppaappp NA																											
ABprppap 0.0092	40	41	38	36	36	37	38	38	36	38	37	39	37	35	38	37	37	37	37	36	38	38	34	36	34	36	32
ABprppapa 0.7572	50	49	45	47	47	51	48	50	48	49	52	51	49	47	51	47	48	48	51	47	50	51	46	46	52	50	47
ABprppapaa 0.0201	67	65	66	65	66	74	69	68	70	65	68	70	70	69	71	66	70	70	71	72	70	70	84	74	78	77	71
ABprppapaaa NA																											
ABprppapaaaa NA																											
ABprppapaaap NA																											
ABprppapaap NA																											
ABprppapap 0.0726	95	93	83	88	88	86	82	89	94	85	92	89	98	108	89	90	95	89	93	87	99	84	104	96	93	98	90
ABprppapapa NA																											
ABprppapapp NA																											
ABprppapp 0.2061	48	52	52	54	50	58	52	54	54	54	56	55	52	52	56	56	52	55	51	55	52	56	49	52	55	52	52
ABprppappa 0.0184	80	79	77	74	77	75	72	80	78	72	75	75	83	86	73	72	76	80	76	77	81	74	93	87	90	93	77
ABprppappaa NA																											
ABprppappap NA																											
ABprppappp 0.0129	90	90	91	94	93	88	92	86	89	93	88	92	93	106	94	85	89	91	88	87	90	89	98	108	109	101	94
ABprppapppa NA																											
ABprppapppp NA																											
ABprppp 0.001	31	30	27	27	30	29	30	29	30	30	31	30	31	30	30	30	29	31	28	28	30	30	26	27	25	26	27
ABprpppa 0.0143	37	37	36	36	35	37	36	38	36	35	37	35	37	35	36	37	37	38	37	36	36	38	34	36	32	32	34
ABprpppaa 0.1432	50	49	47	47	49	48	49	48	49	47	50	52	51	53	49	49	50	51	51	49	50	49	41	50	49	46	47
ABprpppaaa 0.0252	73	76	80	79	75	75	80	80	75	74	72	74	84	82	76	82		80	77	74	73	74	90	79	85	91	80
ABprpppaaaa NA																											
ABprpppaaap NA																											
ABprpppaap 0.0206	78	79	77	83	75	81	80	83	76	75	68	78	81	86	81	82	76	77	74	78	75	74	85	79	87	81	89
ABprpppaapa NA																											
ABprpppaapaa NA																											
ABprpppaapap NA																											
ABprpppaapp NA																											
ABprpppap 0.2475	51	47	50	49	49	52	49	50	49	49	49	55	51	52	49	49	49	48	50	52	50	51	56	53	48	50	52
ABprpppapa 0.0245	55	54	52	56	55	57	56	56	56	52	54	54	55	55	53	51		55	52	52	52	54	68	65	56	57	63
ABprpppapaa NA																											
ABprpppapap NA																											
ABprpppapp NA																											
ABprpppp 0.0034	37	37	35	34	35	37	34	36	35	35	37	35	35	35	35	36	36	37	34	36	35	37	32	34	32	33	34
ABprppppa 0.4236	48	47	44	44	45	46	44	46	44	47	46	48	46	45	46	44	45	50	46	50	48	51	46	48	48	46	47
ABprppppaa 0.0062	68	70	74	72	73	69	76	73	73	75	71	70	77	74	73	71	70	71	71	75	70	70	77	79	77	76	73
ABprppppaaa NA																											
ABprppppaap NA																											
ABprppppap 0.0415	65	70	67	70	69	75	70	68	72	69	65	70	70	68	68	68	71	66	69	70	66	71	69	72	76	78	73
ABprppppapa NA																											
ABprppppapp NA																											
ABprppppp 0.137	51	46	48	49	47	49	48	50	51	49	49	50	49	48	51	49	48	50	45	50	52	54	51	50	55	64	50
ABprpppppa 0.3187	90	82	86	81	84	80	84	86	94	78	83	84	82	98	86	90	82	93	81	87	89	76	100	76	128		91
ABprpppppaa NA																											
ABprpppppap NA																											
ABprpppppp 0.965	65	74	67	67	64	64	66	73	73	70	68	70	74	72	66	70	66	65	64	65	70	68	64	68	69	74	66
ABprppppppa NA																											
ABprppppppp NA																											
C 0.0019	20	19	18		17	19	19	19	18	13	17	17	17	20	17	18	18	18	17	18	18	18	12	14	12	14	16
Ca 0.0259	25	26	25	25	28	24	26	26	23	24	24	26	26	22	24	23	23	24	24	24	24	25	20	24	18	20	22
Caa 0	35	37	34	31	39	36	32	31	39	32	35	30	31	30	30	30	33	30	30	29	35	34	26	27	25	27	29
Caaa 0.0978	37	41	33	45	40	40	46	38	30	37	40	36	39	36	36	36	38	40	37	36	40	37	34	38	30	34	38
Caaaa 0.9685	48	49	48	47	49	54	48	50	49	46	49	50	54	49	47	51	49	52	48	50	53	54	50	53	49	45	50
Caaaaa NA																											
Caaaap NA																											
Caaap 0.0721	43	44	42	49	49	51	44	48	43	46	44	45	51	42	46	46	49	47	45	48	50	48	43	45	39	40	47
Caaapa NA																											
Caaapp NA																											
Caap 0.5715	51	47	47	47	47	52	48	48	38	43	47	46	46	42	43	46	47	43	45	40	49	46	46	44	38	47	48
Caapa 0.9947	139	127	119	123	129	115	120	127	130	136	138	132	133	138	135	131	130	123	114	134	133	121	132	124	134	137	115
Caapaa NA																											
Caapap NA																											
Caapp 0.2531	53	55	50	47	58	51	49	54	55	54	53	55	61	53	56	51	55	56	56	56	58	51	51	50	45	55	56
Caappd NA																											
Caappv NA																											
Cap 0.0015	42	38	39	38	43	40	37	34	38	35	41	36	36	37	35	35	38	36	37	35	41	38	34	36	32	34	34
Capa 0.01	48	56	56	52	53	55	56	53	51	56	56	56	57	54	56	51	51	54	57	52	57	54	49	53	48	48	51
Capaa 0.0066	53	52	55	49	54	58	61	59	57	55	52	55	54	61	61	62	52	60	52	59	55	60	46	50	53	54	49
Capaaa 0.0499	75	86		80	81	78		73	76	77	80	84	86		84	80	79	80	76	81	78	74	80	80	86	86	83
Capaaaa NA																											
Capaaap NA																											
Capaap 0.0117	91	78		90		92		86	83		91	89	96		88		88	88	93	93	90	87	95	97	110	96	104
Capaapa NA																											
Capaapp NA																											
Capap 0.0033	60	52	58	52	49	57	61	59	60	60	54	58	58	62	57	62	52	57	55	59	55	59	46	50	53	54	51
Capapa 0.0196	83	86		92		86		84	79		78	85	89		83	82	83	82	84	80	88	82	94	92	94	88	85
Capapaa NA																											
Capapap NA																											
Capapp 0.1164	98	89		117				90			91		93		91	99		96	96	87	91	95	102	101	108	91	103
Capappa NA																											
Capappp NA																											
Capp 0.0231	45	44	45	43	51	46	48	46	43	48	49	47	47	45	50	46	47	47	45	47	49	48	44	46	41	40	43
Cappa 0.2477	50	52	52	60	52	55	57	53	59	57	50	55	52	61	54	56	51	53	55	56	55	52	50	52	52	52	57
Cappaa 0.7679	72	73	72	71	74	68	72	73	68	77	75	72	74	78	73	65	70	68	74	70	68	71	72	65	84	69	74
Cappaaa NA																											
Cappaap NA																											
Cappap 0.002	80	81	86	81	83	78	77	81	82	77	81	79	91		84	82	80	85	81	81	82	81	98	93	106	95	94
Cappapa NA																											
Cappapp NA																											
Cappp 0.5014	61	60	53	61	58	60	61	61	56	54	53	58	63	64	62	62	54	55	62	60	58	57	56	61	68	57	60
Capppa 0.0078	78	79		74	85	77	76	83	75	80	80	80	86		83	80	76	73	81	75	83	78	92	92		95	85
Capppaa NA																											
Capppap NA																											
Capppp 0.0226	101	89		96		97		98	84		91	87	103		103	97		90	96	90	86	95	113	99		104	103
Cappppd NA																											
Cappppv NA																											
Cp 0.2008	25	27	25	25	26	26	27	26	24	24	24	24	28	22	26	23	22	24	24	24	23	25	24	24	19	20	26
Cpa 0.0039	33	32	32	34	37	33	36	32	30	30	29	30	29	30	29	32	31	33	30	29	31	31	21	29	23	26	24
Cpaa 0.0234	33	37	43	36	39	46	44	35	34	35	36	35	37	34	35	33	36	39	36	33	37	35	34	34	32	29	35
Cpaaa 0.3946	54	50	47	49	54	54	51	51	49	55	53	51	56	54	52	54	52	53	55	53	51	60	54	46	56	60	60
Cpaaaa NA																											
Cpaaap NA																											
Cpaap 0.1186	50	49	50	47	50	48	48	46	44	42	53	47	54	51	47	46	49	51	50	48	50	51	41	45	50	48	42
Cpaapa NA																											
Cpaapp NA																											
Cpap 0.4409	38	40	43	43	44	48	43	37	37	37	36	37	35	35	36	34	38	37	39	36	37	37	35	43	37	33	37
Cpapa 0.3249	54	58	55	51	60	52	56	56	50	59	59	56	56	66	59	54	56	62	58	56	58	54	54	48	60	54	55
Cpapaa NA																											
Cpapap NA																											
Cpapp 0.0268	56	60	53	58	60	58	61	56	54	55	60	58	57	60	59	59	58	56	60	58	56	59	51	48	56	54	55
Cpappd NA																											
Cpappv NA																											
Cpp 0.0111	38	37	35	36	41	39	39	38	33	34	34	34	34	34	32	32	37	37	36	34	38	36	26	34	26	30	30
Cppa 0.0869	52	53	50	50	55	52	54	53	53	53	53	53	52	53	54	51	54	52	55	50	52	54	52	53	47	50	50
Cppaa 4e-04	56	54	55	52	56	57	57	58	56	62	56	63	58	56	62	59	52	60	57	55	57	56	46	48	52	48	51
Cppaaa 0.5462	78	87	77	71	79	84		76	79	77	78	77	84	88	88	75	77	77	74	80	73	76	92	76	83	80	74
Cppaaaa NA																											
Cppaaap NA																											
Cppaap 0.151	93	94		90		92			86		88		96		91	101	93	95	96	98	86	87	102	89	103	107	92
Cppaapa NA																											
Cppaapp NA																											
Cppap 0	58	57	58	54	56	58	56	63	56	62	56	60	56	58	62	59	52	60	60	59	58	62	53	52	51	52	51
Cppapa 0.0177	78	92		81	90	88		80	78		78	77	86	95	84	84	83	84	86	80	83	84	103	92	111	96	90
Cppapaa NA																											
Cppapap NA																											
Cppapp 0.068	98	90		96		94			89		94	91	103		104	101			86	90	90	90	111	95	120	101	99
Cppappa NA																											
Cppappp NA																											
Cppp 0.2458	46	47	44	43	44	48	41	43	45	46	44	46	46	43	46	45	44	43	47	43	46	48	44	48	37	39	43
Cpppa 0	53	50	52	52	54	54	57	53	52	59	53	55	49	52	54	54	51	53	55	55	52	56	48	48	49	47	47
