Cell	20081128_sulston	20230224_RW10265_tbx-8_die-1_L4	20230224_RW10265_tbx-8_die-1_L3	20230224_RW10265_tbx-8_die-1_L1	20230223_JIM188_tbx-9_die-1_L4	20230222_JIM188_tbx-9_die-1_L1
Cappa	239	166	159.9	194.5	190.2	170.8
Cappaa	309	238.1	218.5	288.6	264.3	241.7
Cappaaa	NA	NA	NA	NA	NA	NA
Cappaap	NA	NA	NA	NA	NA	NA
Cappap	319	264.7	243.1	312.7	291.7	260
Cappapa	NA	NA	NA	NA	NA	NA
Cappapp	NA	NA	NA	NA	NA	NA
Cappp	239	172.3	167.6	212.2	195	173.9
Capppa	319	264.7	249.7	NA	296.9	255
Capppaa	NA	NA	NA	NA	NA	NA
Capppap	NA	NA	NA	NA	NA	NA
Capppp	329	284.9	256.4	NA	305.6	271.8
Cappppd	NA	NA	NA	NA	NA	NA
Cappppv	NA	NA	NA	NA	NA	NA
Cp	96	40.6	37.6	54.1	52.6	43.6
Cpa	134	63.1	64.6	81.2	81.2	67.6
Cpaa	169	97.7	96.2	117.4	112.8	102.2
Cpaaa	219	152.1	138.4	180.3	177.4	159.9
Cpaaaa	NA	NA	NA	NA	NA	NA
Cpaaap	NA	NA	NA	NA	NA	NA
Cpaap	217	139.9	136.9	174	164.8	143
Cpaapa	NA	NA	NA	NA	NA	NA
Cpaapp	NA	NA	NA	NA	NA	NA
Cpap	179	99.2	103.7	123.4	117.3	103.7
Cpapa	229	153.7	147.6	191.3	175.8	156.8
Cpapaa	NA	NA	NA	NA	NA	NA
Cpapap	NA	NA	NA	NA	NA	NA
Cpapp	234	150.6	147.6	186.6	175.8	156.8
Cpappd	NA	NA	NA	NA	NA	NA
Cpappv	NA	NA	NA	NA	NA	NA
Cpp	134	67.6	69.1	84.2	85.7	73.6
Cppa	189	120.3	117.3	137	140	121.8
Cppaa	244	167.6	161.4	196.1	191.8	170.8
Cppaaa	319	259.6	229.9	288.6	277.9	241.7
Cppaaaa	NA	NA	NA	NA	NA	NA
Cppaaap	NA	NA	NA	NA	NA	NA
Cppaap	329	269.7	241.4	311	305.6	258.3
Cppaapa	NA	NA	NA	NA	NA	NA
Cppaapp	NA	NA	NA	NA	NA	NA
Cppap	249	173.8	164.5	194.5	196.6	170.8
Cppapa	324	276.5	246.4	317.9	298.7	256.7
Cppapaa	NA	NA	NA	NA	NA	NA
Cppapap	NA	NA	NA	NA	NA	NA
Cppapp	331	284.9	249.7	328.4	303.9	265.1
Cppappa	NA	NA	NA	NA	NA	NA
Cppappp	NA	NA	NA	NA	NA	NA
Cppp	189	112.7	112.8	126.4	127.8	115.7
Cpppa	239	161.4	156.8	181.8	179	161.4
Cpppaa	309	236.4	220.1	258.2	255.8	225.2
Cpppaaa	NA	NA	NA	NA	NA	NA
Cpppaap	NA	NA	NA	NA	NA	NA
Cpppap	319	249.6	238.1	286.9	277.9	241.7
Cpppapa	NA	NA	NA	NA	NA	NA
Cpppapp	NA	NA	NA	NA	NA	NA
Cpppp	239	167.6	164.5	192.9	190.2	172.4
Cppppa	319	251.3	234.8	307.5	279.7	251.6
Cppppaa	NA	NA	NA	NA	NA	NA
Cppppap	NA	NA	NA	NA	NA	NA
Cppppp	329	283.2	248.1	317.9	298.7	268.4
Cpppppd	NA	NA	NA	NA	NA	NA
Cpppppv	NA	NA	NA	NA	NA	NA
D	115	51.1	49.6	69.2	70.6	57.1
Da	161	94.7	93.2	117.4	111.3	97.7
Daa	209	139.9	136.9	164.6	158.6	139.9
Daaa	274	189.6	188	236.6	217.7	215.4
Daaaa	NA	NA	NA	NA	NA	NA
Daaap	NA	NA	NA	NA	NA	NA
Daap	274	197.5	192.8	238.3	227.5	212.2
Daapa	NA	NA	NA	NA	NA	NA
Daapp	NA	NA	NA	NA	NA	NA
Dap	199	138.4	133.8	160	152.4	138.4
Dapa	269	200.7	192.8	238.3	220.9	207.3
Dapaa	NA	NA	NA	NA	NA	NA
Dapap	NA	NA	NA	NA	NA	NA
Dapp	259	191.2	189.6	230.1	214.4	192.9
Dappa	341	278.1	269.8	NA	303.9	280.3
Dappaa	NA	NA	NA	NA	NA	NA
Dappap	NA	NA	NA	NA	NA	NA
Dappp	359	290.1	286.7	NA	330.3	311.3
Dapppa	NA	NA	NA	NA	NA	NA
Dapppp	NA	NA	NA	NA	NA	NA
Dp	161	93.2	91.7	115.9	112.8	97.7
Dpa	208	139.9	135.4	167.7	155.5	136.9
Dpaa	272	205.5	192.8	239.9	229.2	199.3
Dpaaa	NA	NA	NA	NA	NA	NA
Dpaap	NA	NA	NA	NA	NA	NA
Dpap	274	194.3	194.4	244.9	229.2	205.7
Dpapa	NA	NA	NA	NA	NA	NA
Dpapp	NA	NA	NA	NA	NA	NA
Dpp	199	133.8	132.3	164.6	152.4	133.8
Dppa	264	189.6	192.8	263.2	262.6	199.3
Dppaa	NA	NA	NA	NA	NA	NA
Dppap	NA	NA	NA	NA	NA	NA
Dppp	259	197.5	186.5	233.4	232.5	189.7
Dpppa	339	286.6	261.4	NA	328.5	273.5
Dpppaa	NA	NA	NA	NA	NA	NA
Dpppap	NA	NA	NA	NA	NA	NA
Dpppp	359	NA	279.9	NA	NA	283.7
Dppppa	NA	NA	NA	NA	NA	NA
Dppppp	NA	NA	NA	NA	NA	NA
E	62	12	15	28.5	27	15
EMS	39	1.5	1.5	12	10.5	1.5
Ea	106	51.1	51.1	67.7	66.1	52.6
Eal	161	97.7	88.7	111.3	111.3	94.7
Eala	235	172.3	155.2	189.8	191.8	170.8
Ealaa	359	NA	NA	NA	NA	NA
Ealaad	NA	NA	NA	NA	NA	NA
Ealaav	NA	NA	NA	NA	NA	NA
Ealap	549	NA	NA	NA	NA	NA
Ealapa	NA	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA	NA
Ealp	235	184.8	153.7	192.9	196.6	163
Ealpa	NA	NA	NA	NA	NA	NA
Ealpp	549	NA	NA	NA	NA	NA
Ealppa	NA	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA	NA
Ear	161	96.2	87.2	111.3	111.3	93.2
Eara	235	189.6	159.9	192.9	198.2	164.5
Earaa	359	NA	NA	NA	NA	NA
Earaad	NA	NA	NA	NA	NA	NA
Earaav	NA	NA	NA	NA	NA	NA
Earap	549	NA	NA	NA	NA	NA
Earapa	NA	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA	NA
Earp	235	188	161.4	194.5	203	177.1
Earpa	NA	NA	NA	NA	NA	NA
Earpp	549	NA	NA	NA	NA	NA
Earppa	NA	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA	NA
Ep	108	52.6	51.1	70.7	67.6	52.6
Epl	165	97.7	97.7	117.4	115.8	94.7
Epla	234	180.1	170.7	213.8	203	172.4
Eplaa	549	NA	NA	NA	NA	NA
Eplaaa	NA	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA	NA
Eplap	549	NA	NA	NA	NA	NA
Eplapa	NA	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA	NA
Eplp	244	189.6	173.9	213.8	199.8	167.7
Eplpa	549	NA	NA	NA	NA	NA
Eplpaa	NA	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA	NA
Eplpp	369	NA	NA	NA	NA	NA
Eplppa	549	NA	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA	NA
Eplppp	549	NA	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA	NA
Epr	165	99.2	93.2	118.9	112.8	94.7
Epra	234	200.7	172.3	215.4	204.6	170.8
Epraa	549	NA	NA	NA	NA	NA
Epraaa	NA	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA	NA
Eprap	549	NA	NA	NA	NA	NA
Eprapa	NA	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA	NA
Eprp	244	195.9	167.6	205.7	198.2	175.5
Eprpa	549	NA	NA	NA	NA	NA
Eprpaa	NA	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA	NA
Eprpp	369	NA	NA	NA	NA	NA
Eprppa	549	NA	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA	NA
Eprppp	549	NA	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA	NA
MS	59	10.5	12	27	27	15
MSa	86	30	31.5	46.6	46.6	34.5
MSaa	112	52.6	54.1	70.7	72.2	57.1
MSaaa	145	81.2	81.2	99.3	102.2	85.7
MSaaaa	182	109.7	108.3	130.9	133.9	114.2
MSaaaaa	229	150.6	141.4	172.4	174.3	152.2
MSaaaaaa	354	298.6	246.4	NA	NA	300.9
MSaaaaaal	NA	NA	NA	NA	NA	NA
MSaaaaaar	NA	NA	NA	NA	NA	NA
MSaaaaap	279	200.7	184.9	226.8	225.9	202.5
MSaaaaapa	354	276.5	256.4	317.9	307.4	282
MSaaaaapaa	NA	NA	NA	NA	NA	NA
MSaaaaapap	NA	NA	NA	NA	NA	NA
MSaaaaapp	NA	NA	NA	NA	NA	NA
MSaaaap	234	156.7	144.5	175.6	180.6	155.2
MSaaaapa	284	220.1	192.8	241.6	249.1	207.3
MSaaaapaa	NA	NA	NA	NA	NA	NA
MSaaaapap	NA	NA	NA	NA	NA	NA
MSaaaapp	299	239.7	204	258.2	264.3	217.1
MSaaaappa	NA	NA	NA	NA	NA	NA
MSaaaappp	NA	NA	NA	NA	NA	NA
MSaaap	189	112.7	109.8	132.4	138.5	115.7
MSaaapa	239	149	143	174	177.4	150.6
MSaaapaa	284	205.5	188	236.6	247.4	196.1
MSaaapaaa	NA	NA	259.7	NA	NA	271.8
MSaaapaaaa	NA	NA	NA	NA	NA	NA
MSaaapaaap	NA	NA	NA	NA	NA	NA
MSaaapaap	NA	NA	NA	NA	NA	NA
MSaaapap	299	203.9	196	243.2	247.4	202.5
MSaaapapa	NA	NA	NA	NA	NA	NA
MSaaapapp	NA	NA	NA	NA	NA	NA
MSaaapp	279	181.7	167.6	202.5	222.6	170.8
MSaaappa	NA	NA	NA	NA	NA	NA
MSaaappp	NA	NA	261.4	NA	NA	NA
MSaaapppa	NA	NA	NA	NA	NA	NA
MSaaapppp	NA	NA	NA	NA	NA	NA
MSaap	145	81.2	81.2	100.8	102.2	85.7
MSaapa	181	111.2	109.8	133.9	135.4	115.7
MSaapaa	234	147.5	146	178.7	182.2	155.2
MSaapaaa	279	216.8	199.2	256.5	255.8	215.4
MSaapaaaa	NA	NA	NA	NA	NA	NA
MSaapaaap	NA	NA	NA	NA	NA	NA
MSaapaap	281	212	196	246.6	254.2	207.3
MSaapaapa	381	NA	300.4	NA	NA	309.6
MSaapaapaa	NA	NA	NA	NA	NA	NA
MSaapaapap	NA	NA	NA	NA	NA	NA
MSaapaapp	NA	NA	NA	NA	NA	NA
MSaapap	239	156.7	150.6	185	188.6	161.4
MSaapapa	354	271.4	263.1	NA	325	276.9
MSaapapaa	NA	NA	NA	NA	NA	NA
MSaapapap	NA	NA	NA	NA	NA	NA
MSaapapp	289	233.1	210.4	270	259.2	228.5
MSaapappa	NA	NA	NA	NA	NA	NA
MSaapappp	NA	NA	NA	NA	NA	NA
MSaapp	194	124.8	114.3	146.1	152.4	126.3
MSaappa	289	207.1	184.9	225.2	240.8	212.2
MSaappaa	NA	NA	NA	NA	NA	NA
MSaappap	NA	NA	NA	NA	NA	NA
MSaappp	269	210.4	191.2	244.9	242.4	194.5
MSaapppa	339	300.3	281.6	NA	NA	288.9
MSaapppaa	NA	NA	NA	NA	NA	NA
MSaapppap	NA	NA	NA	NA	NA	NA
MSaapppp	364	NA	302.2	NA	NA	NA
MSaappppa	NA	NA	NA	NA	NA	NA
MSaappppp	NA	NA	NA	NA	NA	NA
MSap	114	55.6	55.6	72.2	73.7	60.1
MSapa	149	85.7	85.7	102.3	103.7	91.7
MSapaa	189	120.3	118.8	141.5	141.6	126.3
MSapaaa	239	166	159.9	192.9	195	170.8
MSapaaaa	354	NA	293.6	NA	NA	NA
MSapaaaad	NA	NA	NA	NA	NA	NA
MSapaaaav	NA	NA	NA	NA	NA	NA
MSapaaap	NA	NA	NA	NA	NA	NA
MSapaap	259	189.6	178.6	217	216	194.5
MSapaapa	NA	NA	NA	NA	NA	NA
MSapaapp	NA	NA	NA	NA	NA	NA
MSapap	189	123.3	117.3	147.7	143.1	124.8
MSapapa	239	170.7	155.2	197.7	190.2	167.7
MSapapaa	439	NA	NA	NA	NA	NA
MSapapaaa	NA	NA	NA	NA	NA	NA
MSapapaap	NA	NA	NA	NA	NA	NA
MSapapap	NA	NA	NA	NA	NA	NA
MSapapp	249	175.4	164.5	210.6	199.8	178.6
MSapappa	NA	NA	NA	NA	NA	NA
MSapappp	NA	NA	NA	NA	NA	NA
MSapp	149	85.7	85.7	103.8	106.8	91.7
MSappa	194	126.3	123.3	147.7	147.7	129.3
MSappaa	259	199.1	178.6	218.7	227.5	189.7
MSappaaa	NA	NA	NA	NA	NA	NA
MSappaap	NA	NA	NA	NA	NA	NA
MSappap	269	212	188	246.6	237.4	199.3
MSappapa	NA	NA	NA	NA	NA	NA
MSappapp	NA	NA	NA	NA	NA	NA
MSappp	197	126.3	124.8	149.2	152.4	133.8
MSapppa	259	200.7	194.4	220.3	247.4	191.3
MSapppaa	NA	NA	NA	NA	NA	NA
MSapppap	NA	NA	NA	NA	NA	NA
MSapppp	259	194.3	192.8	217	232.5	196.1
MSappppa	NA	NA	NA	NA	NA	NA
MSappppp	NA	NA	NA	NA	NA	NA
MSp	86	30	31.5	46.6	49.6	34.5
MSpa	112	52.6	55.6	70.7	72.2	57.1
MSpaa	145	79.6	82.7	100.8	102.2	85.7
MSpaaa	181	109.7	111.3	133.9	132.4	114.2
MSpaaaa	229	147.5	146	175.6	175.8	149.1
MSpaaaaa	329	246.3	234.8	311	286.5	261.7
MSpaaaaaa	NA	NA	NA	NA	NA	NA
MSpaaaaap	NA	NA	NA	NA	NA	NA
MSpaaaap	289	203.9	202.4	241.6	242.4	204.1
MSpaaaapa	NA	NA	NA	NA	NA	NA
MSpaaaapp	NA	NA	NA	NA	NA	NA
MSpaaap	234	152.1	149.1	180.3	175.8	152.2
MSpaaapa	319	259.6	231.6	295.5	279.7	248.3
MSpaaapaa	NA	NA	NA	NA	NA	NA
MSpaaapap	NA	NA	NA	NA	NA	NA
MSpaaapp	299	215.2	204	251.5	247.4	208.9
MSpaaappa	NA	NA	NA	NA	NA	NA
MSpaaappp	NA	NA	NA	NA	NA	NA
MSpaap	189	115.7	115.8	138.5	138.5	118.7
MSpaapa	246	158.3	152.2	183.4	183.8	156.8
MSpaapaa	324	263	231.6	311	293.5	253.3
MSpaapaaa	NA	NA	NA	NA	NA	NA
MSpaapaap	NA	NA	NA	NA	NA	NA
MSpaapap	304	229.9	208.8	258.2	250.8	220.3
MSpaapapa	NA	NA	NA	NA	NA	NA
MSpaapapp	NA	NA	NA	NA	NA	NA
MSpaapp	NA	NA	NA	NA	NA	NA
MSpap	145	81.2	82.7	100.8	100.7	85.7
MSpapa	181	111.2	111.3	133.9	133.9	114.2
MSpapaa	243	150.6	150.6	183.4	177.4	152.2
MSpapaaa	279	221.7	207.2	258.2	247.4	207.3
MSpapaaaa	NA	NA	NA	NA	NA	NA
MSpapaaap	NA	NA	NA	NA	NA	NA
MSpapaap	274	208.8	204	251.5	239.1	200.9
MSpapaapa	384	NA	307.3	NA	NA	299.2
MSpapaapaa	NA	NA	NA	NA	NA	NA
MSpapaapap	NA	NA	NA	NA	NA	NA
MSpapaapp	NA	NA	NA	NA	NA	NA
MSpapap	239	156.7	156.8	186.6	185.4	156.8
MSpapapa	354	293.5	248.1	326.7	303.9	278.6
MSpapapaa	NA	NA	NA	NA	NA	NA
MSpapapap	NA	NA	NA	NA	NA	NA
MSpapapp	289	229.9	216.9	264.9	255.8	223.6
MSpapappa	NA	NA	NA	NA	NA	NA
MSpapappp	NA	NA	NA	NA	NA	NA
MSpapp	192	123.3	123.3	143.1	147.7	124.8
MSpappa	269	258	210.4	270	254.2	228.5
MSpappaa	NA	NA	NA	NA	NA	NA
MSpappap	NA	NA	NA	NA	326.7	NA
MSpappapa	NA	NA	NA	NA	NA	NA
MSpappapp	NA	NA	NA	NA	NA	NA
MSpappp	269	203.9	194.4	239.9	234.1	207.3
MSpapppa	344	NA	276.5	NA	321.4	306.1
MSpapppaa	NA	NA	NA	NA	NA	NA
MSpapppap	NA	NA	NA	NA	NA	NA
MSpapppp	359	NA	281.6	NA	NA	NA
MSpappppa	NA	NA	NA	NA	NA	NA
MSpappppp	NA	NA	NA	NA	NA	NA
MSpp	114	57.1	55.6	75.2	75.2	60.1
MSppa	149	87.2	85.7	106.8	105.3	90.2
MSppaa	189	123.3	117.3	146.1	143.1	124.8
MSppaaa	239	169.1	158.3	197.7	191.8	167.7
MSppaaaa	364	298.6	273.2	NA	323.2	302.6
MSppaaaad	NA	NA	NA	NA	NA	NA
MSppaaaav	NA	NA	NA	NA	NA	NA
MSppaaap	NA	NA	NA	NA	NA	NA
MSppaap	259	199.1	175.4	230.1	209.5	186.5
MSppaapa	NA	NA	NA	NA	NA	NA
MSppaapp	NA	NA	NA	NA	NA	NA
MSppap	179	121.8	117.3	141.5	143.1	121.8
MSppapa	239	166	156.8	191.3	191.8	164.5
MSppapaa	439	NA	NA	NA	NA	NA
MSppapaaa	NA	NA	NA	NA	NA	NA
MSppapaap	NA	NA	NA	NA	NA	NA
MSppapap	NA	NA	NA	NA	NA	NA
MSppapp	249	189.6	166.1	202.5	206.3	175.5
MSppappa	NA	NA	NA	NA	NA	NA
MSppappp	NA	NA	NA	NA	NA	NA
MSppp	149	87.2	85.7	105.3	105.3	90.2
MSpppa	194	126.3	121.8	149.2	146.2	126.3
MSpppaa	262	189.6	181.7	225.2	225.9	196.1
MSpppaaa	NA	NA	NA	NA	NA	NA
MSpppaap	NA	NA	NA	NA	NA	NA
MSpppap	269	207.1	186.5	233.4	229.2	200.9
MSpppapa	NA	NA	NA	NA	NA	NA
MSpppapp	NA	NA	NA	NA	NA	NA
MSpppp	194	132.3	123.3	152.3	146.2	130.8
MSppppa	259	199.1	183.3	231.7	227.5	210.6
MSppppaa	NA	NA	NA	NA	NA	NA
MSppppap	NA	NA	NA	NA	NA	NA
MSppppp	259	200.7	189.6	235	222.6	218.7
MSpppppa	NA	NA	NA	NA	NA	NA
MSpppppp	NA	NA	NA	NA	NA	NA
P1	16	0	0	0	0	0
P2	42	1.5	1.5	16.5	13.5	1.5
P3	75	21	22.5	37.6	37.6	25.5
P4	142	79.6	NA	100.8	100.7	85.7
Z2	NA	NA	NA	NA	NA	NA
Z3	NA	NA	NA	NA	NA	NA
