Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
Epraap	NA	NA	NA	NA	NA
Eprap	549	NA	NA	NA	NA
Eprapa	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA
Eprp	244	241.9	238.6	233.8	240.4
Eprpa	549	NA	NA	NA	NA
Eprpaa	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA
Eprpp	369	NA	NA	NA	NA
Eprppa	549	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA
Eprppp	549	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA
MS	59	60.7	59.1	60.2	68.4
MSa	86	82	82.8	83.4	89
MSaa	112	111.5	109.7	111.9	112.5
MSaaa	145	144.4	143.5	143.3	143.5
MSaaaa	182	177.8	179.2	177.7	176.1
MSaaaaa	229	219.1	220.9	220.4	215.6
MSaaaaaa	354	NA	NA	NA	357.7
MSaaaaaal	NA	NA	NA	NA	NA
MSaaaaaar	NA	NA	NA	NA	NA
MSaaaaap	279	265	272.7	271.7	264.2
MSaaaaapa	354	NA	NA	NA	NA
MSaaaaapaa	NA	NA	NA	NA	NA
MSaaaaapap	NA	NA	NA	NA	NA
MSaaaaapp	NA	NA	NA	NA	NA
MSaaaap	234	227.8	228	225.8	221.8
MSaaaapa	284	295.6	296.6	288	280.2
MSaaaapaa	NA	NA	NA	NA	NA
MSaaaapap	NA	NA	NA	NA	NA
MSaaaapp	299	304.7	307.7	NA	293.3
MSaaaappa	NA	NA	NA	NA	NA
MSaaaappp	NA	NA	NA	NA	NA
MSaaap	189	181.2	182.5	183	180.6
MSaaapa	239	220.9	220.9	223	218.6
MSaaapaa	284	273.9	280	282.5	270.6
MSaaapaaa	NA	NA	NA	NA	NA
MSaaapaap	NA	NA	NA	NA	NA
MSaaapap	299	281.2	291	290.7	283.5
MSaaapapa	NA	NA	NA	NA	NA
MSaaapapp	NA	NA	NA	NA	NA
MSaaapp	279	259.6	254.7	252.7	256.2
MSaaappa	NA	NA	NA	NA	NA
MSaaappp	NA	NA	NA	NA	NA
MSaap	145	144.4	141.8	143.3	141.9
MSaapa	181	177.8	177.5	177.7	174.5
MSaapaa	234	220.9	219.1	220.4	214
MSaapaaa	279	284.8	283.7	285.2	277
MSaapaaaa	NA	NA	NA	NA	NA
MSaapaaap	NA	NA	NA	NA	NA
MSaapaap	281	281.2	276.4	271.7	269
MSaapaapa	381	NA	NA	NA	NA
MSaapaapaa	NA	NA	NA	NA	NA
MSaapaapap	NA	NA	NA	NA	NA
MSaapaapp	NA	NA	NA	NA	NA
MSaapap	239	227.8	229.8	231.1	223.3
MSaapapa	354	NA	337.5	288	344.2
MSaapapaa	NA	NA	NA	NA	NA
MSaapapap	NA	NA	NA	NA	NA
MSaapapp	289	293.8	302.1	NA	299.7
MSaapappa	NA	NA	NA	NA	NA
MSaapappp	NA	NA	NA	NA	NA
MSaapp	194	186.3	186	191	186.5
MSaappa	289	275.8	263.6	274.4	278.7
MSaappaa	NA	NA	NA	NA	NA
MSaappap	NA	NA	NA	NA	NA
MSaappp	269	266.8	249.3	274.4	264.2
MSaapppa	339	NA	318.8	NA	351
MSaapppaa	NA	NA	NA	NA	NA
MSaapppap	NA	NA	NA	NA	NA
MSaapppp	364	NA	354.5	NA	NA
MSaappppa	NA	NA	NA	NA	NA
MSaappppp	NA	NA	NA	NA	NA
MSap	114	114.8	113.1	111.9	114
MSapa	149	150.9	146.9	146	146.4
MSapaa	189	193.2	187.8	183	186.5
MSapaaa	239	245.4	240.4	231.1	235.7
MSapaaaa	354	NA	NA	NA	NA
MSapaaaad	NA	NA	NA	NA	NA
MSapaaaav	NA	NA	NA	NA	NA
MSapaaap	NA	NA	NA	NA	NA
MSapaap	259	272.2	256.4	255.3	251.5
MSapaapa	NA	NA	NA	NA	NA
MSapaapp	NA	NA	NA	NA	NA
MSapap	189	191.4	187.8	188.3	183.5
MSapapa	239	240	240.4	236.5	232.6
MSapapaa	439	NA	NA	NA	NA
MSapapaaa	NA	NA	NA	NA	NA
MSapapaap	NA	NA	NA	NA	NA
MSapapap	NA	NA	NA	NA	NA
MSapapp	249	252.4	256.4	250	238.9
MSapappa	NA	NA	NA	NA	NA
MSapappp	NA	NA	NA	NA	NA
MSapp	149	149.3	146.9	148.6	145
MSappa	194	200.1	194.6	191	192.6
MSappaa	259	265	260	258.1	251.5
MSappaaa	NA	NA	NA	NA	NA
MSappaap	NA	NA	NA	NA	NA
MSappap	269	272.2	269.1	260.8	272.2
MSappapa	NA	NA	NA	NA	NA
MSappapp	NA	NA	NA	NA	NA
MSappp	197	203.5	203.4	204.3	195.6
MSapppa	259	268.6	267.3	266.2	251.5
MSapppaa	NA	NA	NA	NA	NA
MSapppap	NA	NA	NA	NA	NA
MSapppp	259	266.8	270.9	279.9	259.4
MSappppa	NA	NA	NA	NA	NA
MSappppp	NA	NA	NA	NA	NA
MSp	86	82	81.1	83.4	89
MSpa	112	109.9	109.7	111.9	115.5
MSpaa	145	144.4	143.5	143.3	145
MSpaaa	181	177.8	177.5	177.7	176.1
MSpaaaa	229	219.1	220.9	220.4	214
MSpaaaaa	329	315.7	309.5	NA	311.2
MSpaaaaaa	NA	NA	NA	NA	NA
MSpaaaaap	NA	NA	NA	NA	NA
MSpaaaap	289	275.8	278.2	279.9	273.8
MSpaaaapa	NA	NA	NA	NA	NA
MSpaaaapp	NA	NA	NA	NA	NA
MSpaaap	234	220.9	222.6	223	218.6
MSpaaapa	319	304.7	307.7	NA	321
MSpaaapaa	NA	NA	NA	NA	NA
MSpaaapap	NA	NA	NA	NA	NA
MSpaaapp	299	275.8	278.2	282.5	273.8
MSpaaappa	NA	NA	NA	NA	NA
MSpaaappp	NA	NA	NA	NA	NA
MSpaap	189	184.7	184.3	185.6	180.6
MSpaapa	246	229.6	229.8	231.1	223.3
MSpaapaa	324	319.3	311.4	NA	314.4
MSpaapaaa	NA	NA	NA	NA	NA
MSpaapaap	NA	NA	NA	NA	NA
MSpaapap	304	292	285.5	NA	280.2
MSpaapapa	NA	NA	NA	NA	NA
MSpaapapp	NA	NA	NA	NA	NA
MSpaapp	NA	NA	NA	NA	NA
MSpap	145	142.6	143.5	143.3	145
MSpapa	181	177.8	177.5	177.7	179
MSpapaa	243	219.1	219.1	217.7	220.2
MSpapaaa	279	279.3	283.7	271.7	278.7
MSpapaaaa	NA	NA	NA	NA	NA
MSpapaaap	NA	NA	NA	NA	NA
MSpapaap	274	273.9	276.4	274.4	273.8
MSpapaapa	384	NA	NA	NA	NA
MSpapaapaa	NA	NA	NA	NA	NA
MSpapaapap	NA	NA	NA	NA	NA
MSpapaapp	NA	NA	NA	NA	NA
MSpapap	239	231.3	228	225.8	226.3
MSpapapa	354	NA	345.1	NA	344.2
MSpapapaa	NA	NA	NA	NA	NA
MSpapapap	NA	NA	NA	NA	NA
MSpapapp	289	295.6	296.6	290.7	289.9
MSpapappa	NA	NA	NA	NA	NA
MSpapappp	NA	NA	NA	NA	NA
MSpapp	192	186.3	191.2	188.3	185.1
MSpappa	269	281.2	300.3	288	272.2
MSpappaa	NA	NA	NA	NA	NA
MSpappap	NA	NA	NA	NA	NA
MSpappp	269	261.4	263.6	271.7	265.8
MSpapppa	344	NA	345.1	288	347.6
MSpapppaa	NA	NA	NA	NA	NA
MSpapppap	NA	NA	NA	NA	NA
MSpapppp	359	NA	358.3	NA	356
MSpappppa	NA	NA	NA	NA	NA
MSpappppp	NA	NA	NA	NA	NA
MSpp	114	113.1	113.1	111.9	117
MSppa	149	147.7	146.9	146	147.9
MSppaa	189	191.4	187.8	185.6	189.6
MSppaaa	239	238.3	236.8	236.5	232.6
MSppaaaa	364	NA	NA	NA	NA
MSppaaaad	NA	NA	NA	NA	NA
MSppaaaav	NA	NA	NA	NA	NA
MSppaaap	NA	NA	NA	NA	NA
MSppaap	259	265	256.4	250	256.2
MSppaapa	NA	NA	NA	NA	NA
MSppaapp	NA	NA	NA	NA	NA
MSppap	179	188.1	187.8	185.6	189.6
MSppapa	239	240	236.8	233.8	240.4
MSppapaa	439	NA	NA	NA	NA
MSppapaaa	NA	NA	NA	NA	NA
MSppapaap	NA	NA	NA	NA	NA
MSppapap	NA	NA	NA	NA	NA
MSppapp	249	248.8	256.4	250	246.7
MSppappa	NA	NA	NA	NA	NA
MSppappp	NA	NA	NA	NA	NA
MSppp	149	147.7	146.9	146	147.9
MSpppa	194	193.2	189.5	188.3	192.6
MSpppaa	262	261.4	254.7	255.3	251.5
MSpppaaa	NA	NA	NA	NA	NA
MSpppaap	NA	NA	NA	NA	NA
MSpppap	269	270.4	263.6	263.6	259.4
MSpppapa	NA	NA	NA	NA	NA
MSpppapp	NA	NA	NA	NA	NA
MSpppp	194	198.3	198.1	199	195.6
MSppppa	259	263.2	265.5	260.8	254.6
MSppppaa	NA	NA	NA	NA	NA
MSppppap	NA	NA	NA	NA	NA
MSppppp	259	263.2	265.5	271.7	254.6
MSpppppa	NA	NA	NA	NA	NA
MSpppppp	NA	NA	NA	NA	NA
P0	0	21.4	NA	NA	NA
P1	16	24.7	45.7	47.4	55.2
P2	42	45.9	49	52.5	58.1
P3	75	75.4	70.9	73	78.6
P4	142	150.9	146.9	153.8	136.1
Z2	NA	NA	NA	NA	NA
Z3	NA	NA	NA	NA	NA
