"","Cells","20220915_JIM712_ceh.32_L4","20220923_JIM712_ceh.32_L4","20221004_JIM712_ceh.32_L2","20221004_JIM712_ceh.32_L4"
"ABalppppapp","ABalppppapp",1.07920532591184,1.34646034754414,0.910238650973565,1.06997907549493
"ABalppppp","ABalppppp",0.436857499079636,0.659808937971643,0.56638840659975,0.605997939152159
"ABalpppppa","ABalpppppa",0.586761632811812,0.560240120257976,0.621593685926908,0.611948273689282
"ABalpppppaa","ABalpppppaa",0.798566433194718,0.59751128327411,0.946657359544965,0.68636514957971
"ABalpppppap","ABalpppppap",0.795338393961366,0.600717553467769,0.830760491555106,0.631332210044605
"ABalpppppp","ABalpppppp",0.614113476702355,0.525067006847027,0.600340634386223,0.393306571111765
"ABalppppppa","ABalppppppa",0.826164401034454,0.579437580417095,0.771367419827349,0.629418601557899
"ABalppppppaa","ABalppppppaa",NA,0.713853843121774,0.867533908549739,NA
"ABalppppppap","ABalppppppap",NA,0.65358697753427,0.980038211942179,NA
"ABalppppppp","ABalppppppp",0.970555020220651,0.527026888625688,0.657139512275474,0.508808149848746
"ABalpppppppa","ABalpppppppa",NA,0.633656289144783,NA,NA
"ABalpppppppp","ABalpppppppp",NA,0.635232374103313,NA,NA
"ABar","ABar",0.194210840588332,0.282157492666038,0.204015046856032,0.152554360846393
"ABara","ABara",0.140386908441716,0.113694778708765,0.106918165275803,0.137596506098585
"ABaraa","ABaraa",0.214455418766806,0.147224320022653,0.172346331969124,0.137237715269281
"ABaraaa","ABaraaa",0.231344076276818,0.222162544534684,0.176243541857892,0.171802867056388
"ABaraaaa","ABaraaaa",0.563894301081135,0.300099767963955,0.459456379295621,0.346497652694287
"ABaraaaaa","ABaraaaaa",0.590926337888859,0.53125154511739,0.688178775437197,0.737161843351189
"ABaraaaaaa","ABaraaaaaa",0.840172671976782,0.742202509191734,1.23824301715838,0.900696196495123
"ABaraaaaaaa","ABaraaaaaaa",1.13305974710883,0.844577256214558,1.38896776610121,1.008703523746
"ABaraaaaaap","ABaraaaaaap",1.1542202865435,0.786565749272603,1.419701606569,1.30159763507129
"ABaraaaaap","ABaraaaaap",1.05354670515567,1.08595233139094,0.736390519403886,1.05408989511173
"ABaraaaaapa","ABaraaaaapa",1.13208146057575,1.09987766739623,0.995447261121999,NA
"ABaraaaaapp","ABaraaaaapp",0.731062867775568,1.19769619791961,0.95199472478743,NA
"ABaraaaap","ABaraaaap",0.624228021298117,0.573058477371617,0.885692774094075,0.707041954608873
"ABaraaaapa","ABaraaaapa",0.984700619302772,1.15078412182665,0.792209620116462,1.3516034877557
"ABaraaaapaa","ABaraaaapaa",1.33838186904491,1.16313578288493,1.09371346514579,NA
"ABaraaaapap","ABaraaaapap",0.936841726844611,1.03323047138465,0.92862283685553,NA
"ABaraaaapp","ABaraaaapp",0.681197359316735,1.56202815033944,1.76562623791895,1.35635896026828
"ABaraaap","ABaraaap",0.415008404716187,0.329081239922172,0.454316468709735,0.374971159597014
"ABaraaapa","ABaraaapa",0.6033737561179,0.394362555201029,0.65583921668764,0.591254540268791
"ABaraaapaa","ABaraaapaa",0.58835649233508,0.702982559291891,0.854727600511015,0.794227254190238
"ABaraaapaaa","ABaraaapaaa",0.842505713374892,1.07812543542799,1.05871322507571,1.01859413787895
"ABaraaapaap","ABaraaapaap",0.654670760488851,1.0417018665711,1.1541475789508,1.11865196024858
"ABaraaapap","ABaraaapap",0.660896682558556,0.632811784426895,0.669118001000922,0.88994057785902
"ABaraaapapa","ABaraaapapa",0.633273602332086,1.06402820093812,0.857569595854276,1.01878790237
"ABaraaapapp","ABaraaapapp",0.674848038054732,0.813663389215435,0.901639997926827,1.09564056812937
"ABaraaapp","ABaraaapp",0.537954941215698,0.485102669546846,0.549010081271885,0.644777034959986
"ABaraaappa","ABaraaappa",0.84832499362533,0.950403624120363,0.772358654636481,1.06268117440636
"ABaraaappaa","ABaraaappaa",1.17648341947119,1.22792686996063,1.14011000844323,1.39414442306577
"ABaraaappap","ABaraaappap",1.2565332219313,1.21613499592675,1.14024901412746,1.13687917972436
"ABaraaappp","ABaraaappp",0.784726772009598,0.900891573803341,0.802518638865288,1.0534169819329
"ABaraaapppa","ABaraaapppa",1.20316819990273,1.4889208015275,1.07516225104158,1.51613999093967
"ABaraaapppp","ABaraaapppp",1.08523719050154,1.2000736607033,1.10109508787124,1.20869379947858
"ABaraap","ABaraap",0.253614874191246,0.259165115174269,0.20963353008545,0.158196287565284
"ABaraapa","ABaraapa",0.596402154347664,0.281501567751102,0.542765903905228,0.365495524225245
"ABaraapaa","ABaraapaa",0.593777278847517,0.50566510221804,0.749272251087581,0.566777849912085
