Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
Epraaa	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA
Eprap	549	NA	NA	NA	NA
Eprapa	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA
Eprp	244	202.4	172	170.2	189.4
Eprpa	549	NA	NA	NA	NA
Eprpaa	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA
Eprpp	369	NA	NA	NA	NA
Eprppa	549	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA
Eprppp	549	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA
MS	59	36.1	12	11.7	13.5
MSa	86	55.6	33.1	32.9	34.6
MSaa	112	82.7	57.1	58.9	58.6
MSaaa	145	112.9	87.2	87.6	90.3
MSaaaa	182	143.6	119	119	123.6
MSaaaaa	229	181.5	156.2	158	164
MSaaaaaa	354	NA	NA	NA	309.3
MSaaaaaal	NA	NA	NA	NA	NA
MSaaaaaar	NA	NA	NA	NA	NA
MSaaaaap	279	223.6	202.4	204.8	213.7
MSaaaaapa	354	NA	NA	NA	NA
MSaaaaapaa	NA	NA	NA	NA	NA
MSaaaaapap	NA	NA	NA	NA	NA
MSaaaaapp	NA	NA	NA	NA	NA
MSaaaap	234	189.5	162.5	162.9	170.3
MSaaaapa	284	251.7	223.7	219.7	230.1
MSaaaapaa	NA	NA	NA	NA	NA
MSaaaapap	NA	NA	NA	NA	NA
MSaaaapp	299	260.1	233.6	NA	243.4
MSaaaappa	NA	NA	NA	NA	NA
MSaaaappp	NA	NA	NA	NA	NA
MSaaap	189	146.7	122	123.8	128.2
MSaaapa	239	183.1	156.2	160.4	167.1
MSaaapaa	284	231.8	208.9	214.7	220.2
MSaaapaaa	NA	NA	NA	NA	NA
MSaaapaap	NA	NA	NA	NA	NA
MSaaapap	299	238.5	218.7	222.2	233.4
MSaaapapa	NA	NA	NA	NA	NA
MSaaapapp	NA	NA	NA	NA	NA
MSaaapp	279	218.7	186.3	187.5	205.5
MSaaappa	NA	NA	NA	NA	NA
MSaaappp	NA	NA	NA	NA	NA
MSaap	145	112.9	85.7	87.6	88.7
MSaapa	181	143.6	117.5	119	122
MSaapaa	234	183.1	154.6	158	162.4
MSaapaaa	279	241.8	212.2	217.2	226.8
MSaapaaaa	NA	NA	NA	NA	NA
MSaapaaap	NA	NA	NA	NA	NA
MSaapaap	281	238.5	205.7	204.8	218.6
MSaapaapa	381	NA	NA	NA	NA
MSaapaapaa	NA	NA	NA	NA	NA
MSaapaapap	NA	NA	NA	NA	NA
MSaapaapp	NA	NA	NA	NA	NA
MSaapap	239	189.5	164.1	167.8	171.9
MSaapapa	354	NA	260.2	219.7	295.5
MSaapapaa	NA	NA	NA	NA	NA
MSaapapap	NA	NA	NA	NA	NA
MSaapapp	289	250.1	228.6	NA	250
MSaapappa	NA	NA	NA	NA	NA
MSaapappp	NA	NA	NA	NA	NA
MSaapp	194	151.4	125.1	131.1	134.3
MSaappa	289	233.5	194.3	207.3	228.5
MSaappaa	NA	NA	NA	NA	NA
MSaappap	NA	NA	NA	NA	NA
MSaappp	269	225.3	181.5	207.3	213.7
MSaapppa	339	NA	243.5	NA	302.4
MSaapppaa	NA	NA	NA	NA	NA
MSaapppap	NA	NA	NA	NA	NA
MSaapppp	364	NA	275.3	NA	NA
MSaappppa	NA	NA	NA	NA	NA
MSaappppp	NA	NA	NA	NA	NA
MSap	114	85.7	60.1	58.9	60.1
MSapa	149	118.9	90.2	90	93.3
MSapaa	189	157.7	126.7	123.8	134.3
MSapaaa	239	205.6	173.6	167.8	184.6
MSapaaaa	354	NA	NA	NA	NA
MSapaaaad	NA	NA	NA	NA	NA
MSapaaaav	NA	NA	NA	NA	NA
MSapaaap	NA	NA	NA	NA	NA
MSapaap	259	230.2	187.9	189.9	200.7
MSapaapa	NA	NA	NA	NA	NA
MSapaapp	NA	NA	NA	NA	NA
MSapap	189	156.1	126.7	128.7	131.2
MSapapa	239	200.7	173.6	172.7	181.4
MSapapaa	439	NA	NA	NA	NA
MSapapaaa	NA	NA	NA	NA	NA
MSapapaap	NA	NA	NA	NA	NA
MSapapap	NA	NA	NA	NA	NA
MSapapp	249	212.1	187.9	185	187.8
MSapappa	NA	NA	NA	NA	NA
MSapappp	NA	NA	NA	NA	NA
MSapp	149	117.4	90.2	92.4	91.8
MSappa	194	164	132.8	131.1	140.5
MSappaa	259	223.6	191.1	192.4	200.7
MSappaaa	NA	NA	NA	NA	NA
MSappaap	NA	NA	NA	NA	NA
MSappap	269	230.2	199.2	194.9	221.9
MSappapa	NA	NA	NA	NA	NA
MSappapp	NA	NA	NA	NA	NA
MSappp	197	167.2	140.6	143.3	143.6
MSapppa	259	226.9	197.6	199.8	200.7
MSapppaa	NA	NA	NA	NA	NA
MSapppap	NA	NA	NA	NA	NA
MSapppp	259	225.3	200.8	212.3	208.8
MSappppa	NA	NA	NA	NA	NA
MSappppp	NA	NA	NA	NA	NA
MSp	86	55.6	31.6	32.9	34.6
MSpa	112	81.2	57.1	58.9	61.7
MSpaa	145	112.9	87.2	87.6	91.8
MSpaaa	181	143.6	117.5	119	123.6
MSpaaaa	229	181.5	156.2	158	162.4
MSpaaaaa	329	270.2	235.2	NA	261.7
MSpaaaaaa	NA	NA	NA	NA	NA
MSpaaaaap	NA	NA	NA	NA	NA
MSpaaaap	289	233.5	207.3	212.3	223.5
MSpaaaapa	NA	NA	NA	NA	NA
MSpaaaapp	NA	NA	NA	NA	NA
MSpaaap	234	183.1	157.7	160.4	167.1
MSpaaapa	319	260.1	233.6	NA	271.8
MSpaaapaa	NA	NA	NA	NA	NA
MSpaaapap	NA	NA	NA	NA	NA
MSpaaapp	299	233.5	207.3	214.7	223.5
MSpaaappa	NA	NA	NA	NA	NA
MSpaaappp	NA	NA	NA	NA	NA
MSpaap	189	149.9	123.6	126.2	128.2
MSpaapa	246	191.1	164.1	167.8	171.9
MSpaapaa	324	273.5	236.9	NA	265
MSpaapaaa	NA	NA	NA	NA	NA
MSpaapaap	NA	NA	NA	NA	NA
MSpaapap	304	248.4	213.8	NA	230.1
MSpaapapa	NA	NA	NA	NA	NA
MSpaapapp	NA	NA	NA	NA	NA
MSpaapp	NA	NA	NA	NA	NA
MSpap	145	111.3	87.2	87.6	91.8
MSpapa	181	143.6	117.5	119	126.6
MSpapaa	243	181.5	154.6	155.5	168.7
MSpapaaa	279	236.8	212.2	204.8	228.5
MSpapaaaa	NA	NA	NA	NA	NA
MSpapaaap	NA	NA	NA	NA	NA
MSpapaap	274	231.8	205.7	207.3	223.5
MSpapaapa	384	NA	NA	NA	NA
MSpapaapaa	NA	NA	NA	NA	NA
MSpapaapap	NA	NA	NA	NA	NA
MSpapaapp	NA	NA	NA	NA	NA
MSpapap	239	192.7	162.5	162.9	175
MSpapapa	354	NA	266.9	NA	295.5
MSpapapaa	NA	NA	NA	NA	NA
MSpapapap	NA	NA	NA	NA	NA
MSpapapp	289	251.7	223.7	222.2	240
MSpapappa	NA	NA	NA	NA	NA
MSpapappp	NA	NA	NA	NA	NA
MSpapp	192	151.4	129.7	128.7	132.8
MSpappa	269	238.5	227	219.7	221.9
MSpappaa	NA	NA	NA	NA	NA
MSpappap	NA	NA	NA	NA	NA
MSpappp	269	220.3	194.3	204.8	215.3
MSpapppa	344	NA	266.9	219.7	299
MSpapppaa	NA	NA	NA	NA	NA
MSpapppap	NA	NA	NA	NA	NA
MSpapppp	359	NA	278.7	NA	307.5
MSpappppa	NA	NA	NA	NA	NA
MSpappppp	NA	NA	NA	NA	NA
MSpp	114	84.2	60.1	58.9	63.2
MSppa	149	115.9	90.2	90	94.8
MSppaa	189	156.1	126.7	126.2	137.4
MSppaaa	239	199.1	170.4	172.7	181.4
MSppaaaa	364	NA	NA	NA	NA
MSppaaaad	NA	NA	NA	NA	NA
MSppaaaav	NA	NA	NA	NA	NA
MSppaaap	NA	NA	NA	NA	NA
MSppaap	259	223.6	187.9	185	205.5
MSppaapa	NA	NA	NA	NA	NA
MSppaapp	NA	NA	NA	NA	NA
MSppap	179	153	126.7	126.2	137.4
MSppapa	239	200.7	170.4	170.2	189.4
MSppapaa	439	NA	NA	NA	NA
MSppapaaa	NA	NA	NA	NA	NA
MSppapaap	NA	NA	NA	NA	NA
MSppapap	NA	NA	NA	NA	NA
MSppapp	249	208.8	187.9	185	195.8
MSppappa	NA	NA	NA	NA	NA
MSppappp	NA	NA	NA	NA	NA
MSppp	149	115.9	90.2	90	94.8
MSpppa	194	157.7	128.2	128.7	140.5
MSpppaa	262	220.3	186.3	189.9	200.7
MSpppaaa	NA	NA	NA	NA	NA
MSpppaap	NA	NA	NA	NA	NA
MSpppap	269	228.6	194.3	197.4	208.8
MSpppapa	NA	NA	NA	NA	NA
MSpppapp	NA	NA	NA	NA	NA
MSpppp	194	162.4	135.9	138.4	143.6
MSppppa	259	222	196	194.9	203.9
MSppppaa	NA	NA	NA	NA	NA
MSppppap	NA	NA	NA	NA	NA
MSppppp	259	222	196	204.8	203.9
MSpppppa	NA	NA	NA	NA	NA
MSpppppp	NA	NA	NA	NA	NA
P1	16	3	0	0	0
P2	42	22.5	3	4.6	3
P3	75	49.6	22.5	23.4	24
P4	142	118.9	90.2	97.2	82.7
Z2	NA	NA	NA	NA	NA
Z3	NA	NA	NA	NA	NA
