"Cells","Fates","Times","CC_Defects","Pos_Defects","Angle_Defects","Cell_Count","Division_Count","Expression","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","MeanMaxPositionDev","MeanMeanPositionDev"
"Capppp",NA,242,0,0,0,4,4,542,0,0,0,0,0,4.01406052208757,2.32941504112133
"Cappppd","mu_bod",337,0,0,0,2,0,578,0,0,0,0,0,4.82115642163602,3.93514698995407
"Cappppv","mu_bod",337,0,0,0,2,0,542,0,0,15,0,0,2.90191506841761,2.33699800020562
"Cp",NA,67,0,0,0,4,4,0,0,0,0,0,0,4.62841851702895,3.27934388006158
"Cpa",NA,94,0,1,0,4,4,0,0,0,0,0,0,5.7342267559101,3.57590636153511
"Cpaa",NA,127,0,0,1,4,4,0,0,0,0,0,0,4.82507465353521,2.88848559207466
"Cpaaa",NA,165,0,0,0,4,4,0,0,67,0,0,0,5.39223667709314,3.369553430356
"Cpaaaa","hyp7",220,0,0,0,4,0,57,0,2752,0,0,1959,4.35308247672952,2.57431183087635
"Cpaaap","hyp7",220,0,0,0,4,0,73,0,67,0,0,1403,4.7138780700951,2.98038021643087
"Cpaap",NA,165,0,0,0,4,4,0,0,0,0,0,0,4.59966589353091,2.56055026114341
"Cpaapa","hyp7",216,0,0,0,4,0,83,0,0,0,0,308,4.92368829826808,2.73614645148381
"Cpaapp","hyp7",216,0,1,0,4,0,126,0,0,0,0,34,5.69186350354027,2.98230196061821
"Cpap",NA,127,0,0,1,4,4,0,0,0,0,0,0,5.84426568411371,3.29437704289367
"Cpapa",NA,167,0,0,0,4,4,41,0,0,0,94,0,5.25766756996189,3.05376310563555
"Cpapaa","hyp7",225,0,0,0,4,0,205,0,0,0,167,0,5.9611480535871,3.0223807617053
"Cpapap","hyp7",225,0,0,0,4,0,162,0,0,0,222,0,4.78417971317717,2.7890268019193
"Cpapp",NA,167,0,0,0,4,4,252,0,0,0,256,0,4.93396255482372,3.37555362951812
"Cpappd","hyp7",227,0,0,0,4,0,254,0,0,0,2063,0,5.20996911236746,2.60234282049937
"Cpappv","hyp11",227,0,0,0,4,0,680,0,0,0,760,0,4.38896984507958,2.34159505306393
"Cpp",NA,94,0,0,2,4,3,0,0,0,0,0,0,5.92019612153944,4.01672835055826
"Cppa",NA,131,0,0,2,4,4,102,0,0,0,0,0,6.66437460662639,4.07808517631439
"Cppaa",NA,186,0,0,2,4,4,370,0,0,0,0,0,4.3888953039891,2.67183927881528
"Cppaaa",NA,244,0,0,1,4,4,370,0,0,0,33,0,3.10130836299521,1.78456786019768
"Cppaaaa","mu_bod",324,0,0,0,3,0,580,0,0,0,33,0,2.29037476371109,1.90361350159659
"Cppaaap","mu_bod",324,0,0,0,3,0,370,0,129,0,33,0,2.10557524902119,1.61146381059928
"Cppaap",NA,244,0,1,2,4,4,370,0,0,0,0,0,3.71932681819762,2.08485532010206
"Cppaapa","mu_bod",337,0,0,0,2,0,574,0,0,0,0,0,3.17216215286225,2.25433451606815
"Cppaapp","mu_bod",337,0,0,0,2,0,1002,0,0,0,0,0,3.59083912330202,2.99019077840879
"Cppap",NA,186,0,0,0,4,4,456,0,0,0,0,0,4.45964008303234,2.33098138606436
"Cppapa",NA,245,0,2,0,4,4,456,0,0,0,85,0,4.39652987104729,2.46261071164313
"Cppapaa","mu_bod",331,0,0,0,2,0,456,0,0,0,85,0,2.98912191191363,2.45486113564395
"Cppapap","mu_bod",331,0,1,0,2,0,456,0,0,0,85,0,3.52454134258535,3.02692385381701
"Cppapp",NA,245,0,0,0,4,4,456,0,0,0,43,0,2.88558091285838,1.76925587766207
"Cppappa","mu_bod",340,0,0,0,2,0,742,0,0,0,43,0,2.18305037330423,1.34432047337708
"Cppappp","mu_bod",340,0,0,0,2,0,972,0,0,0,43,0,1.87899083199663,1.33173136765332
"Cppp",NA,131,0,0,0,4,4,20,0,0,0,0,0,6.2020448385314,3.66778089295575
"Cpppa",NA,178,0,0,0,4,4,231,0,0,0,0,0,4.53141778956356,2.58253037467209
"Cpppaa",NA,233,0,0,0,4,2,284,0,0,0,0,0,3.7151145649769,2.19032872688733
"Cpppaaa","mu_bod",303,0,0,0,3,0,284,0,0,0,0,0,3.00959820794159,1.85723979914436
"Cpppaap","mu_bod",303,0,0,0,3,0,284,0,0,0,0,0,3.31590092838523,2.13608925187505
"Cpppap",NA,233,0,0,1,4,2,430,0,0,0,0,0,3.10076118832163,1.59129580404949
"Cpppapa","mu_bod",317,0,0,0,3,0,430,0,182,0,0,0,2.79765931125986,2.1153409355158
"Cpppapp","mu_bod",317,0,0,0,3,0,430,0,568,0,0,0,2.83032170628441,2.21513154232507
"Cpppp",NA,178,0,0,0,4,4,237,0,0,0,0,0,5.01193650662484,2.82346897109396
"Cppppa",NA,237,0,0,0,4,4,390,0,0,0,9,0,5.17120660462127,2.84810370980253
"Cppppaa","mu_bod",317,0,1,0,3,0,390,0,0,0,9,0,3.79863679808467,3.17915806108412
"Cppppap","mu_bod",317,0,1,0,3,0,390,0,0,0,9,0,3.33782900906633,2.91014115876912
"Cppppp",NA,237,0,0,0,4,4,582,0,0,0,0,0,3.46459294563285,1.91194266438979
"Cpppppd","mu_bod",329,0,0,0,2,0,582,0,0,0,0,0,3.71375527678136,2.92150117854594
"Cpppppv","mu_bod",329,0,0,0,2,0,751,0,0,0,0,0,2.69059880335723,2.13095470987691
"D",NA,75,0,0,0,4,4,0,0,0,0,0,0,6.03101705152165,4.09757399418919
"Da",NA,114,0,0,0,4,4,31,0,0,0,0,0,6.59354868886511,3.59851117788908
"Daa",NA,161,0,0,0,4,4,391,0,0,0,0,0,5.20263273524218,3.50434734912643
"Daaa",NA,214,0,0,0,4,4,391,0,0,0,0,1063,6.68878619115958,4.38234565111419
"Daaaa","mu_bod",276,0,1,0,4,0,391,0,0,0,0,4466,6.47465572871114,4.91260408140292
"Daaap","mu_bod",276,0,1,0,4,0,391,0,0,0,0,5024,6.33797578471097,5.35238737082387
"Daap",NA,214,0,0,0,4,4,391,0,0,0,0,0,6.21404709567089,4.26412857343936
"Daapa","mu_bod",281,0,1,0,4,0,391,0,0,0,0,0,6.88516778428613,5.60293757773069
"Daapp","mu_bod",281,0,0,0,4,0,406,0,0,0,0,10,5.83440978484238,4.64214807807343
"Dap",NA,161,0,0,0,4,4,53,0,0,0,0,0,6.02569838060573,3.71253067654043
"Dapa",NA,208,0,0,0,4,4,53,0,0,0,0,0,6.16721359920977,4.263461146198
"Dapaa","mu_bod",271,0,1,0,4,0,124,0,0,0,0,305,5.85335825338135,4.49836772021047
"Dapap","mu_bod",271,0,1,0,4,0,188,0,0,0,0,345,6.12379477684077,4.51108537170578
"Dapp",NA,208,0,0,0,4,4,84,0,0,0,0,0,3.36814779163014,2.11696870687606
"Dappa",NA,268,0,0,1,4,4,84,0,0,0,0,2376,2.56494750648959,1.72537149322878
"Dappaa","mu_bod",352,0,0,0,2,0,143,0,0,0,0,2376,2.50256937070751,2.29986090069269
"Dappap","mu_bod",352,0,0,0,2,0,84,0,0,0,0,2376,2.80709954379616,2.45373968780747
"Dappp",NA,268,0,0,0,4,4,84,0,0,0,0,2208,4.68398998118451,3.27317329616164
"Dapppa","mu_bod",363,0,0,0,1,0,206,0,0,0,0,2208,2.86958162136355,2.24551798351436
"Dapppp","mu_bod",363,0,0,0,1,0,109,0,0,0,0,2208,1.52250184605799,1.23896301645701
"Dp",NA,114,0,0,0,4,4,117,0,0,0,0,0,5.09641864265025,3.07096211799709
"Dpa",NA,161,0,0,0,4,4,344,0,0,0,0,0,3.7014902385614,2.33194689358923
"Dpaa",NA,213,0,0,0,4,4,344,0,0,0,0,833,3.54270815875878,2.20584976814121
"Dpaaa","mu_bod",279,0,1,0,4,0,597,0,0,0,0,3656,3.42028308577937,2.26733870311735
"Dpaap","mu_bod",279,0,0,0,4,0,344,0,0,0,0,3373,4.4178624549569,2.9239112092527
"Dpap",NA,213,0,0,0,4,4,344,0,0,0,0,0,3.76831246127013,2.18814167243236
"Dpapa","mu_bod",280,0,0,0,4,0,409,0,0,0,0,0,2.60400095284071,1.22353447238722
"Dpapp","mu_bod",280,0,0,0,4,0,652,0,0,0,0,21,2.68131327045942,1.68583011523387
"Dpp",NA,161,0,0,0,4,4,288,0,0,0,0,0,4.26037312823488,2.43859566593842
"Dppa",NA,207,0,0,0,4,4,288,0,0,0,0,0,3.45747369175487,1.80503460092239
"Dppaa","mu_bod",274,0,0,0,4,0,288,0,0,0,0,157,2.83634416551681,1.68660210896859
"Dppap","mu_bod",274,0,0,0,4,0,288,0,0,0,0,183,3.51074968108108,2.5792073190742
"Dppp",NA,207,0,0,0,4,4,294,0,0,0,0,0,4.33350306532969,2.42474112859161
"Dpppa",NA,269,0,0,0,4,4,294,0,0,0,0,519,3.5307545893555,2.19931305857627
"Dpppaa","mu_bod",353,0,0,0,2,0,294,0,0,0,0,519,3.12985338880324,2.81613563712882
"Dpppap","mu_bod",353,0,0,0,2,0,294,0,0,0,0,519,2.75330296573987,2.55571312925299
"Dpppp",NA,269,0,0,0,4,0,294,0,0,0,0,624,4.20928196149478,2.83023181184888
"Dppppa","mu_bod",400,0,0,0,NA,0,294,0,0,0,0,624,NA,NA
"Dppppp","mu_bod",400,0,0,0,NA,0,294,0,0,0,0,624,NA,NA
"E",NA,46,0,0,1,4,3,28,0,0,0,0,0,4.62272343478423,3.08504274121687
"EMS",NA,23,0,0,0,4,4,28,0,0,0,0,0,7.14831434763492,6.49898797944721
"Ea",NA,63,0,0,2,4,4,28,0,0,0,0,0,5.14618423381973,3.03397966492349
"Eal",NA,108,0,0,0,4,4,28,0,0,0,0,0,4.70334980382331,3.04129161726956
"Eala",NA,155,0,0,0,4,4,28,0,0,0,0,0,3.73396162378575,2.22283157871952
"Ealaa",NA,224,0,1,0,4,0,65,0,0,0,0,0,4.21376165169933,2.38075377056277
"Ealaad","int",400,0,0,0,NA,0,65,0,0,0,0,0,NA,NA
"Ealaav","int",400,0,0,0,NA,0,65,0,0,0,0,0,NA,NA
"Ealap","int",224,0,0,0,4,0,28,0,0,0,0,0,3.80557127789522,2.06887588989945
"Ealapa",NA,NA,0,0,0,NA,0,28,0,0,0,0,0,NA,NA
"Ealapp",NA,NA,0,0,0,NA,0,28,0,0,0,0,0,NA,NA
"Ealp",NA,155,0,0,0,4,4,28,0,0,0,0,0,4.02810038242336,2.49422976423803
"Ealpa","int",227,0,0,0,4,0,115,0,0,0,0,0,3.4015260950609,2.21716353421886
"Ealpp","int",227,0,1,0,4,0,28,0,0,0,0,0,5.60003558607735,2.75770252410742
"Ealppa",NA,NA,0,0,0,NA,0,28,0,0,0,0,0,NA,NA
"Ealppp",NA,NA,0,0,0,NA,0,28,0,0,0,0,0,NA,NA
"Ear",NA,108,0,0,0,4,4,36,0,0,0,0,0,5.28479476413962,2.65770056739845
"Eara",NA,157,0,0,0,4,3,36,0,0,0,0,0,3.67009158744794,1.76423289013156
"Earaa",NA,230,0,0,0,4,0,148,0,0,0,0,0,3.72266108386292,2.12180840422909
"Earaad","int",400,0,0,0,NA,0,148,0,0,0,0,0,NA,NA
"Earaav","int",400,0,0,0,NA,0,148,0,0,0,0,0,NA,NA
"Earap","int",230,0,0,0,4,0,47,0,0,0,0,0,3.79054068502661,2.17642049542822
"Earapa",NA,NA,0,0,0,NA,0,47,0,0,0,0,0,NA,NA
"Earapp",NA,NA,0,0,0,NA,0,47,0,0,0,0,0,NA,NA
"Earp",NA,157,0,0,0,4,4,36,0,0,0,0,0,3.8693218706171,2.01426293148504
"Earpa","int",232,1,1,0,4,0,150,0,0,0,0,0,3.86214502033953,1.94837507060393
"Earpaa",NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Earpap",NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Earpp","int",232,1,0,0,4,0,79,0,0,0,0,0,4.15606168881827,2.20470030525204
"Earppa",NA,NA,0,0,0,NA,0,79,0,0,0,0,0,NA,NA
"Earppp",NA,NA,0,0,0,NA,0,79,0,0,0,0,0,NA,NA
"Ep",NA,63,0,0,0,4,4,28,0,0,0,0,143,5.42439906976295,3.18935009927366
"Epl",NA,110,0,0,0,4,4,28,0,0,0,205,2070,5.25464411105678,2.68089868832833
"Epla",NA,160,0,0,1,4,4,28,0,0,0,661,2070,3.64257682894533,2.18509040170769
"Eplaa","int",232,0,0,0,4,0,28,0,0,0,661,2070,3.22751520522815,1.58487278711029
"Eplaaa",NA,NA,0,0,0,NA,0,28,0,0,0,661,2070,NA,NA
"Eplaap",NA,NA,0,0,0,NA,0,28,0,0,0,661,2070,NA,NA
"Eplap","int",232,0,0,0,4,0,43,0,0,0,661,2070,3.7035778257696,2.03097656209226
"Eplapa",NA,NA,0,0,0,NA,0,43,0,0,0,661,2070,NA,NA
"Eplapp",NA,NA,0,0,0,NA,0,43,0,0,0,661,2070,NA,NA
"Eplp",NA,160,0,0,0,4,4,28,0,0,0,757,2070,3.77702160307212,2.15769363690387
"Eplpa","int",238,0,0,0,4,0,28,0,0,0,1298,2070,3.38794424208422,1.67390940567418
"Eplpaa",NA,NA,0,0,0,NA,0,28,0,0,0,1298,2070,NA,NA
"Eplpap",NA,NA,0,0,0,NA,0,28,0,0,0,1298,2070,NA,NA
"Eplpp",NA,238,0,0,0,4,0,266,0,0,0,820,2070,3.83220661479931,1.96028743709617
"Eplppa","int",400,0,0,0,NA,0,266,0,0,0,820,2070,NA,NA
"Eplppaa",NA,NA,0,0,0,NA,0,266,0,0,0,820,2070,NA,NA
"Eplppap",NA,NA,0,0,0,NA,0,266,0,0,0,820,2070,NA,NA
"Eplppp","int",400,0,0,0,NA,0,266,0,0,0,820,2070,NA,NA
"Eplpppa",NA,NA,0,0,0,NA,0,266,0,0,0,820,2070,NA,NA
"Eplpppp",NA,NA,0,0,0,NA,0,266,0,0,0,820,2070,NA,NA
"Epr",NA,110,0,0,0,4,4,74,0,0,0,200,1803,4.13915850540754,2.4188155574297
"Epra",NA,161,0,0,0,4,4,74,0,0,0,803,1803,3.34276417433206,2.12322514600266
"Epraa","int",235,0,0,0,4,0,74,0,0,0,803,1803,3.29046778301651,1.7107935052831
"Epraaa",NA,NA,0,0,0,NA,0,74,0,0,0,803,1803,NA,NA
"Epraap",NA,NA,0,0,0,NA,0,74,0,0,0,803,1803,NA,NA
"Eprap","int",235,0,0,0,4,0,98,0,0,0,803,1803,4.06491423002884,1.85099825928407
"Eprapa",NA,NA,0,0,0,NA,0,98,0,0,0,803,1803,NA,NA
"Eprapp",NA,NA,0,0,0,NA,0,98,0,0,0,803,1803,NA,NA
"Eprp",NA,161,0,0,0,4,4,74,0,0,0,1117,1803,3.77208260742574,2.27670279672178
"Eprpa","int",241,0,0,0,4,0,74,0,0,0,1656,1803,3.73946883596506,1.99363195822925
"Eprpaa",NA,NA,0,0,0,NA,0,74,0,0,0,1656,1803,NA,NA
"Eprpap",NA,NA,0,0,0,NA,0,74,0,0,0,1656,1803,NA,NA
"Eprpp",NA,241,0,0,0,4,0,106,0,0,0,1406,1803,3.61833035474911,1.899987228074
"Eprppa","int",400,0,0,0,NA,0,106,0,0,0,1406,1803,NA,NA
"Eprppaa",NA,NA,0,0,0,NA,0,106,0,0,0,1406,1803,NA,NA
"Eprppap",NA,NA,0,0,0,NA,0,106,0,0,0,1406,1803,NA,NA
"Eprppp","int",400,0,0,0,NA,0,106,0,0,0,1406,1803,NA,NA
"Eprpppa",NA,NA,0,0,0,NA,0,106,0,0,0,1406,1803,NA,NA
"Eprpppp",NA,NA,0,0,0,NA,0,106,0,0,0,1406,1803,NA,NA
"MS",NA,46,0,0,0,4,4,28,0,0,0,0,0,5.38195239025408,3.18477876629179
"MSa",NA,62,0,0,0,4,4,100,0,0,0,0,0,4.31465099611982,2.80284512481838
"MSaa",NA,85,0,0,0,4,4,100,0,0,0,0,0,2.6785745739009,1.69633865975359
"MSaaa",NA,113,0,0,0,4,4,224,0,0,120,0,0,3.93503901063383,2.41386548735916
"MSaaaa",NA,145,0,0,0,4,4,224,213,0,577,0,0,4.2055192923123,2.53370600164525
"MSaaaaa",NA,179,0,0,0,4,4,224,213,0,691,0,0,3.17698673911437,1.88054651191593
"MSaaaaaa",NA,221,0,1,0,4,0,4306,213,1663,691,0,0,4.30679945912945,2.28511751500734
"MSaaaaaal","GLRDL",400,0,0,0,NA,0,4306,213,1663,691,0,0,NA,NA
"MSaaaaaar","GLRDR",400,0,0,0,NA,0,4306,213,1663,691,0,0,NA,NA
"MSaaaaap",NA,221,0,0,0,4,4,2314,213,0,691,0,0,3.47453535241676,2.44578579984114
"MSaaaaapa",NA,271,1,1,0,4,0,4867,213,0,691,0,0,4.33151176656064,3.17703402527651
"MSaaaaapaa","I3",346,0,0,0,0,0,4867,213,0,691,0,0,NA,NA
"MSaaaaapap","g1P",346,0,0,0,0,0,4867,213,0,691,0,0,NA,NA
"MSaaaaapp","m4DL",271,0,0,0,4,0,3230,213,0,691,0,0,3.96987301240469,2.96940108733623
"MSaaaap",NA,179,0,0,1,4,4,224,213,0,577,0,0,6.11460113470648,3.12689466359878
"MSaaaapa",NA,225,0,0,0,4,4,224,213,0,577,0,0,4.26931064376504,2.89377167350459
"MSaaaapaa","I4",287,0,2,0,4,0,224,213,0,577,0,0,6.4677590122765,4.62186190468663
"MSaaaapap","m5DL",287,0,1,0,4,0,251,213,0,577,0,0,4.98187786070509,3.89598205337649
"MSaaaapp",NA,225,0,0,0,4,4,224,213,0,577,0,0,4.28828434721738,2.83868995638223
"MSaaaappa","death",300,0,1,0,3,0,582,213,0,577,0,0,5.02095031576599,3.74218804932249
"MSaaaappp","m7D",300,0,1,0,3,0,224,213,0,577,0,0,4.4430376709883,3.50356987951759
"MSaaap",NA,145,0,0,0,4,4,326,224,0,494,0,0,3.77376647310874,2.56285379143482
"MSaaapa",NA,183,0,0,0,4,4,326,619,0,621,0,0,3.66407316851915,2.24625516013979
"MSaaapaa",NA,223,0,0,0,4,3,2378,1415,0,621,0,0,4.08312034335605,2.64610565180475
"MSaaapaaa","m3DL",278,0,1,0,4,0,2781,1415,0,621,0,0,3.42513514879121,2.04665829984357
"MSaaapaap","m4L",278,0,0,0,4,0,2478,1415,0,621,0,0,3.9850221423638,2.90266361636536
"MSaaapap",NA,223,0,0,0,4,4,2273,1050,0,621,0,0,3.30820512627276,2.04893714871964
"MSaaapapa","mc3DL",285,0,0,0,4,0,2273,1050,0,621,0,0,2.66076985660236,1.72021769821873
"MSaaapapp","m8",285,0,1,0,4,0,2273,1050,0,621,0,0,3.07774186865234,2.27100165070714
"MSaaapp",NA,183,0,0,1,4,4,326,1050,0,494,0,0,3.95644228745776,2.16587233135348
"MSaaappa","death",259,0,1,0,4,0,555,2185,0,494,18,0,5.94947186046492,4.02710314531932
"MSaaappp","vpi3D",259,0,2,0,4,0,326,2361,0,494,145,0,4.92749328610275,3.6390349698207
"MSaap",NA,113,0,0,1,4,4,107,0,0,90,0,0,3.33345892325936,2.12502662404672
"MSaapa",NA,145,0,0,1,4,4,153,948,0,426,0,0,3.77593797902024,2.24263063063793
"MSaapaa",NA,179,0,0,1,4,4,533,1855,0,426,0,0,3.41997243782911,2.27147624649803
"MSaapaaa",NA,221,0,0,0,4,4,533,1855,0,426,0,0,3.2206680932974,1.9571448502426
"MSaapaaaa","m4VL",282,0,0,0,4,0,776,1855,0,426,0,0,3.04314846966487,2.05020398772822
"MSaapaaap","m5VL",282,0,0,0,4,0,533,1855,0,426,0,0,3.13246475260861,2.12683706904934
"MSaapaap",NA,221,0,0,0,4,4,533,1855,0,426,0,0,2.95053461248642,2.14810518651087
"MSaapaapa",NA,276,0,0,0,4,0,533,1855,0,426,0,0,3.25147307850164,2.08204263573462
"MSaapaapaa","g1AL",400,0,0,0,NA,0,533,1855,0,426,0,0,NA,NA
"MSaapaapap","death",400,0,0,0,NA,0,533,1855,0,426,0,0,NA,NA
"MSaapaapp","m7VL",276,0,2,0,4,0,533,1855,0,426,0,0,3.88084754523543,2.69638687813829
"MSaapap",NA,179,0,0,0,4,4,616,1805,0,426,0,0,3.38012098727124,2.26185546804358
"MSaapapa",NA,231,1,0,0,4,4,616,1805,0,426,0,0,4.09574520086098,2.50955148011959
"MSaapapaa","g2L",351,0,0,0,3,0,616,1805,0,426,0,0,3.07285380141524,2.55179633427208
"MSaapapap","death",351,0,1,0,3,0,616,1805,0,426,0,0,4.06278105015604,3.55592106702415
"MSaapapp",NA,231,0,0,0,4,4,616,1805,0,426,0,0,2.77299196947916,1.57557694491858
"MSaapappa","m6VL",295,0,1,0,3,0,616,1805,0,426,0,0,4.94524323319483,2.92979372103168
"MSaapappp","vpi2DL",295,0,0,0,3,0,904,1805,0,426,0,0,3.22557324886458,2.24136834913752
"MSaapp",NA,145,0,0,0,4,4,181,1084,0,441,11,0,3.30898417364103,2.33632325296373
"MSaappa",NA,189,0,0,0,4,4,730,2197,0,441,11,0,3.18819627469374,1.70475399483632
"MSaappaa","vpi2V",276,0,1,0,4,0,730,2197,0,441,11,0,4.53516672562802,2.66246582010358
"MSaappap","vpi3V",276,0,1,0,4,0,730,2197,0,441,11,0,3.89491866714916,2.09029148081751
"MSaappp",NA,189,0,0,0,4,4,583,2223,0,441,11,60,3.88504371692081,1.7886848765645
"MSaapppa",NA,266,0,0,0,4,4,583,2223,0,441,43,60,3.53757649240777,2.21317640975743
"MSaapppaa","mu_bod",351,0,0,0,2,0,1123,2223,0,441,43,60,2.58700141989153,1.94717106689978
"MSaapppap","mu_bod",351,0,0,0,2,0,583,2223,0,441,43,60,3.18551405853933,2.58530193492876
"MSaapppp",NA,266,0,0,0,4,0,583,2223,0,441,11,60,3.1028983439649,1.96917305182402
"MSaappppa","mu_bod",400,0,0,0,NA,0,583,2223,0,441,11,60,NA,NA
"MSaappppp","mu_bod",400,0,0,0,NA,0,583,2223,0,441,11,60,NA,NA
"MSap",NA,85,0,0,0,4,4,100,0,0,0,0,0,4.04639086211821,2.62200621646217
"MSapa",NA,116,0,0,0,4,4,100,0,0,0,0,0,5.09586723535798,3.43994841472768
"MSapaa",NA,149,0,0,0,4,4,181,0,0,29,0,0,3.81297022500094,2.41736816228743
"MSapaaa",NA,189,0,0,0,4,1,181,0,0,29,0,0,3.51985046685665,2.19352693186356
"MSapaaaa",NA,239,0,0,0,4,0,270,0,5226,29,0,0,3.75420300348286,2.21114999236026
"MSapaaaad","GLRL",400,0,0,0,NA,0,270,0,5226,29,0,0,NA,NA
"MSapaaaav","GLRVL",400,0,0,0,NA,0,270,0,5226,29,0,0,NA,NA
"MSapaaap","mu_bod",239,0,0,0,4,0,181,0,4680,29,0,0,3.87894206316238,2.09947971362916
"MSapaap",NA,189,0,0,1,4,4,181,0,0,29,0,0,3.46492105194574,2.05654708876691
"MSapaapa","death",261,0,0,0,4,0,1448,0,0,29,0,0,6.36148621683674,2.70713616305747
"MSapaapp","M",261,0,1,0,4,0,742,0,0,29,0,0,5.18285760455916,3.31862646989886
"MSapap",NA,149,0,0,0,4,3,233,0,0,11,0,0,3.83580184459854,2.21062106428168
"MSapapa",NA,189,0,0,0,4,4,413,0,0,11,0,0,3.46483950644134,2.3325308397167
"MSapapaa",NA,239,0,0,0,4,0,542,0,0,11,0,0,4.43340189679909,2.48464176865348
"MSapapaaa","ccAL",400,0,0,0,NA,0,542,0,0,11,0,0,NA,NA
"MSapapaap","ccPL",400,0,0,0,NA,0,542,0,0,11,0,0,NA,NA
"MSapapap","mu_bod",239,0,1,0,4,0,1202,0,0,11,0,0,4.34098890780015,2.66465500887015
"MSapapp",NA,189,0,0,0,4,4,233,0,0,11,0,0,3.70345611134838,2.1877303227722
"MSapappa","mu_bod",249,0,1,0,4,0,233,0,0,11,0,0,4.36056260549219,2.53247757413008
"MSapappp","mu_bod",249,0,0,0,4,0,836,0,0,11,0,0,4.07681464002695,2.26993715699014
"MSapp",NA,116,0,0,0,4,4,100,0,0,0,0,0,4.22222577489216,2.50968985465191
"MSappa",NA,150,0,0,0,4,4,188,0,0,25,0,0,4.37318648110788,2.3070256104773
"MSappaa",NA,196,0,0,0,4,4,276,0,0,31,0,0,3.23461711045748,1.98353591246046
"MSappaaa","hmc",263,0,0,0,4,0,276,0,0,31,0,0,4.39170561994112,2.24342367290064
"MSappaap","Z4",263,0,2,0,4,0,577,0,0,31,0,0,4.88315489242731,3.22692992168988
"MSappap",NA,196,0,0,0,4,4,417,0,0,25,0,0,3.1415250527719,1.9409145430112
"MSappapa","death",273,0,0,0,4,0,751,0,225,25,0,0,7.89831438797896,3.42999160797444
"MSappapp","mu_bod",273,0,0,0,4,0,417,0,0,30,0,0,3.46772860815283,2.03659669368579
"MSappp",NA,150,0,0,1,4,4,112,0,0,30,0,0,4.68825897161281,2.73022417074155
"MSapppa",NA,200,0,0,0,4,4,123,0,0,30,0,0,4.3131095480613,2.99733728769803
"MSapppaa","mu_bod",260,0,0,0,4,0,764,0,0,30,0,0,3.8590246999769,2.62608039162669
"MSapppap","mu_bod",260,0,0,0,4,0,222,0,0,57,0,146,3.8049191086353,2.30986352325469
"MSapppp",NA,200,0,0,0,4,4,169,0,0,30,0,0,4.02556321824853,2.48875208822548
"MSappppa","mu_bod",265,0,0,0,4,0,169,0,0,30,0,0,3.30781340297561,2.32305635947819
"MSappppp","mu_bod",265,0,0,0,4,0,169,0,0,30,0,0,2.55782961111283,1.65821757395425
"MSp",NA,62,0,0,0,4,4,44,0,0,0,0,0,3.7450909121575,2.74624303039628
"MSpa",NA,85,0,0,1,4,3,44,0,0,0,0,0,3.76083276945407,2.15063665067651
"MSpaa",NA,113,0,0,0,4,4,206,29,0,0,0,0,3.40908246565413,2.0955480196361
"MSpaaa",NA,146,0,0,1,4,4,206,173,0,0,0,0,4.04166802575167,3.00197933059168
"MSpaaaa",NA,180,0,0,0,4,1,264,173,0,0,0,0,4.02667519469641,2.53783984779443
"MSpaaaaa",NA,222,0,1,0,4,4,264,173,0,0,0,0,6.3014759440534,3.86603425347699
"MSpaaaaaa","M4",320,0,2,0,3,0,460,173,0,0,0,0,7.55505201349949,5.75420311782172
"MSpaaaaap","death",320,0,1,0,3,0,466,173,0,0,0,0,4.6843045251852,3.99705403418358
"MSpaaaap",NA,222,0,0,1,4,4,264,173,0,0,0,0,4.09370205827542,2.57971216434397
"MSpaaaapa","m3DR",278,0,1,0,4,0,508,197,0,0,0,0,4.24793486637998,2.46036943644831
"MSpaaaapp","m4DR",278,0,0,0,4,0,841,173,0,0,0,0,4.16380118103216,2.71655587839842
"MSpaaap",NA,180,0,0,0,4,4,206,173,0,0,0,0,4.95116380444753,3.61986085670433
"MSpaaapa",NA,225,0,1,0,4,4,206,173,0,0,0,0,5.54271675420413,3.33341658488183
"MSpaaapaa","I6",311,0,1,0,3,0,217,173,0,0,0,0,5.19802657173965,4.4371349804376
"MSpaaapap","M5",311,0,2,0,3,0,309,173,0,0,0,0,6.04753725350939,5.08393995842931
"MSpaaapp",NA,225,0,0,1,4,4,206,173,0,0,0,0,4.1293532312922,2.46597195444317
"MSpaaappa","m5DR",281,0,0,0,4,0,217,173,0,0,0,0,4.14913721030779,3.01692635642183
"MSpaaappp","m6D",281,0,1,0,4,0,206,173,0,0,0,0,4.22706794985332,3.18675819554164
"MSpaap",NA,146,0,0,1,4,4,219,151,0,0,0,0,3.79880484288593,1.97516595282417
"MSpaapa",NA,187,0,0,1,4,4,219,587,0,0,0,0,3.83032155455142,2.94110125161905
"MSpaapaa",NA,231,0,0,0,4,4,3785,915,0,0,0,9,3.84997601954732,2.02705133264081
"MSpaapaaa","M1",319,0,1,0,3,0,4892,915,0,33,0,9,3.8601368158729,2.7550904860833
