"Cells","Fates","Times","CC_Defects","Pos_Defects","Angle_Defects","Cell_Count","Division_Count","Expression","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","MeanMaxPositionDev","MeanMeanPositionDev"
"ABplaaaapp","hyp6",223,0,1,0,4,0,125,0,3291,8,0,0,5.17579628965257,2.57721219915777
"ABplaaap",NA,133,0,0,0,4,4,56,0,0,8,0,0,4.69996967632533,2.60221032385357
"ABplaaapa",NA,172,0,0,0,4,4,78,0,1492,8,0,0,6.0114152275506,3.84663083945775
"ABplaaapaa","XXXL",229,0,2,0,4,0,4882,0,1492,8,0,0,5.33215884957989,2.60269747180985
"ABplaaapap","hyp5",229,0,0,0,4,0,412,0,1492,8,0,0,5.07478410316561,2.32162793877925
"ABplaaapp",NA,172,0,0,0,4,4,56,0,0,8,0,0,4.33413189161119,3.00384050511534
"ABplaaappa","HOL",223,0,1,0,4,0,213,0,313,8,0,0,4.89179810789052,2.29728366868795
"ABplaaappp","H1L",223,0,0,0,4,0,109,0,1190,8,0,0,4.51635154344364,2.42255383933732
"ABplaap",NA,102,0,0,0,4,4,0,0,0,8,0,0,3.32196086606448,2.24893713607639
"ABplaapa",NA,132,0,0,0,4,4,89,0,0,8,0,0,4.79752743085178,2.9268019173354
"ABplaapaa",NA,171,0,0,0,4,4,254,0,0,8,0,0,5.18558157333517,3.39007707970667
"ABplaapaaa",NA,222,0,0,0,4,4,342,0,0,8,0,0,4.95448157266778,2.91625300389952
"ABplaapaaaa","hyp3",307,0,2,0,4,0,4529,0,183,8,0,0,5.546150333054,4.11657769818688
"ABplaapaaap","ILsoDL",307,0,2,0,4,0,5328,0,0,8,0,0,5.71448469695872,4.09766729974154
"ABplaapaap",NA,222,0,0,0,4,4,254,0,0,8,0,0,3.49618557269827,1.88681203327082
"ABplaapaapa","URBL",295,0,0,0,4,0,346,0,0,8,0,0,4.40803047334589,2.77290655346932
"ABplaapaapp","AMshL",295,0,2,0,4,0,518,0,0,8,0,0,4.8415513562425,2.99811178717962
"ABplaapap",NA,171,0,0,0,4,4,195,0,0,8,0,0,4.26328834574013,2.82748176349931
"ABplaapapa",NA,221,0,0,0,4,4,304,0,743,8,0,0,3.69718652091555,2.24171484137457
"ABplaapapaa","AWAL",308,0,0,0,4,0,2361,0,1085,8,0,0,3.4258355321042,2.01660474572115
"ABplaapapap","ASGL",308,0,1,0,4,0,757,0,743,8,0,0,3.90362847017847,2.14648566049675
"ABplaapapp",NA,221,0,0,0,4,4,195,0,0,8,0,0,3.19550818986269,1.69673523411696
"ABplaapappa","AIBL",285,0,2,0,4,0,229,0,709,8,0,0,3.64752021016556,2.15484351671328
"ABplaapappp",NA,285,0,0,0,4,0,1391,0,374,8,0,0,3.57139684379894,1.85257532926452
"ABplaapapppa","ASIL",400,0,0,0,NA,0,1391,0,374,8,0,0,NA,NA
"ABplaapapppp","death",400,0,0,0,NA,0,1391,0,374,8,0,0,NA,NA
"ABplaapp",NA,132,0,0,0,4,4,0,0,0,8,0,0,4.64718179491051,2.66026863434763
"ABplaappa",NA,167,0,0,0,4,4,74,0,0,8,0,0,4.93928273482071,3.46330617485523
"ABplaappaa","hyp4",221,0,2,0,4,0,10155,0,0,8,0,0,10.2447699684068,3.1041647997947
"ABplaappap","hyp6",221,0,2,0,4,0,378,0,0,8,0,0,9.32005076446713,3.3480042067554
"ABplaappp",NA,167,0,0,0,4,4,52,0,0,8,0,0,4.12946384462114,2.89590086823539
"ABplaapppa","hyp7",214,0,1,0,4,0,370,0,0,8,0,0,7.21179262197412,2.64810339149227
"ABplaapppp","hyp7",214,0,0,0,4,0,196,0,0,8,0,0,5.20950001640776,1.98966264959282
"ABplap",NA,74,0,0,0,4,4,0,0,0,8,0,0,4.7820453421586,3.17824186298604
"ABplapa",NA,102,0,0,0,4,4,0,0,0,8,0,705,3.42507772381822,2.6031694073274
"ABplapaa",NA,132,0,0,0,4,4,18,0,0,8,0,4167,5.2574917021292,3.3783997773572
"ABplapaaa",NA,172,0,0,0,4,4,100,0,0,8,0,6747,4.95057032597459,3.02217356715348
"ABplapaaaa",NA,222,0,0,1,4,4,100,0,0,8,0,6747,3.23335012095343,1.8534633187451
"ABplapaaaaa","death",302,0,0,0,4,0,1059,0,0,14,0,6747,4.42865072972165,2.83158248464689
"ABplapaaaap",NA,302,0,0,0,4,0,299,0,0,8,0,6747,3.86740678542069,2.83776068850344
"ABplapaaaapa","ADEL",400,0,0,0,NA,0,299,0,0,8,0,6747,NA,NA
"ABplapaaaapp","ADAL",400,0,0,0,NA,0,299,0,0,8,0,6747,NA,NA
"ABplapaaap",NA,222,0,0,0,4,4,100,0,0,8,0,6747,3.51842564352694,1.87218134814189
"ABplapaaapa",NA,300,0,0,0,4,0,109,0,0,8,0,6747,2.80057275628179,1.59929042897797
"ABplapaaapad","FLPL",400,0,0,0,NA,0,109,0,0,8,0,6747,NA,NA
"ABplapaaapav","AIZL",400,0,0,0,NA,0,109,0,0,8,0,6747,NA,NA
"ABplapaaapp","RMGL",300,0,0,0,4,0,972,0,0,8,0,6747,3.01044156868542,2.04135678804108
"ABplapaap",NA,172,0,0,0,4,4,120,3,0,8,0,7651,4.52565648897523,2.96718845715033
"ABplapaapa","G2",227,0,1,0,4,0,336,3,0,8,0,7651,7.44192515219266,2.83343041112954
"ABplapaapp","P1/2L",227,0,0,0,4,0,221,3,0,8,0,7651,4.51584501434043,1.84894697323602
"ABplapap",NA,132,0,0,0,4,4,0,0,0,8,0,3742,4.6559446838049,3.32936021114623
"ABplapapa",NA,168,0,0,0,4,4,0,0,0,8,1057,3742,5.18000661342504,3.51444286033583
"ABplapapaa",NA,219,0,0,0,4,0,186,0,0,8,1630,3742,4.27075425326859,1.96682539156066
"ABplapapaaa","QL",400,0,0,0,NA,0,186,0,0,8,1630,3742,NA,NA
"ABplapapaap","V5L",400,0,0,0,NA,0,186,0,0,8,1630,3742,NA,NA
"ABplapapap","P9/10L",219,0,0,0,4,0,345,0,0,8,1415,3742,4.29599485404542,2.04737091775362
"ABplapapp",NA,168,0,0,0,4,4,42,0,0,8,1158,3742,6.01246500963349,4.00128447381802
"ABplapappa","P11",216,0,0,0,4,0,531,0,0,8,2902,3742,4.97290703579158,2.57125966534336
"ABplapappp",NA,216,0,0,0,4,4,532,0,0,8,1284,3742,4.96305712773054,2.48023642377611
"ABplapapppa","death",305,0,0,0,4,0,1141,0,0,8,1284,3742,4.15311772850037,2.15610360078756
"ABplapapppp",NA,305,0,0,0,4,0,532,0,0,8,1284,3742,3.0559772929642,2.07738694847082
"ABplapappppa",NA,NA,0,0,0,NA,0,532,0,0,8,1284,3742,NA,NA
"ABplapappppaa","PLML",400,0,0,0,NA,0,532,0,0,8,1284,3742,NA,NA
"ABplapappppap","ALNL",400,0,0,0,NA,0,532,0,0,8,1284,3742,NA,NA
"ABplapappppp","death",400,0,0,0,NA,0,532,0,0,8,1284,3742,NA,NA
"ABplapp",NA,102,0,0,0,4,4,0,0,0,8,0,599,3.31587203056284,2.43413357580958
"ABplappa",NA,133,0,0,0,4,2,0,0,0,8,667,1355,4.32821584926262,2.93622059583423
"ABplappaa",NA,172,0,0,0,4,1,22,0,0,8,832,2764,4.09476246705428,2.86105181248273
"ABplappaaa","P3/4L",222,0,0,0,4,0,384,0,0,8,832,3591,3.1513412557712,1.79938145454522
"ABplappaap","P5/6L",222,0,0,0,4,0,239,0,0,8,832,2883,3.17179196932976,1.71869859622543
"ABplappap",NA,172,0,0,0,4,4,15,0,0,8,667,2095,3.97866883181452,2.85750688429193
"ABplappapa","V3L",222,0,0,0,4,0,144,0,0,8,667,2095,3.06895956054227,1.55900524785722
"ABplappapp","P7/8L",222,0,0,0,4,0,538,0,0,8,667,2095,3.38893575695884,1.83188803279925
"ABplappp",NA,133,0,0,0,4,4,72,0,0,8,568,1037,5.40989409137983,3.68792948774864
"ABplapppa",NA,174,0,0,0,4,4,211,0,0,8,1290,1037,4.78188214489278,3.01433300684532
"ABplapppaa",NA,230,0,0,0,4,4,211,0,0,8,1290,1037,3.61344520651008,2.21629529279311
"ABplapppaaa","PVQL",326,0,0,0,3,0,455,0,0,8,1290,1037,2.61129147703967,1.78626914783687
"ABplapppaap","death",326,0,0,0,3,0,1592,0,0,8,1290,1037,2.57299862443824,1.86691663753832
"ABplapppap",NA,230,0,0,0,4,4,649,0,0,8,1290,1037,3.67934359916221,2.31888563709595
"ABplapppapa","death",301,0,0,0,4,0,1083,0,0,8,1290,1037,4.20014331247659,2.69987597701777
"ABplapppapp",NA,301,0,0,0,4,0,649,0,0,8,1290,1037,3.34826147850823,2.22293151864644
"ABplapppappa","HSNL",400,0,0,0,NA,0,649,0,0,8,1290,1037,NA,NA
"ABplapppappp","PHBL",400,0,0,0,NA,0,649,0,0,8,1290,1037,NA,NA
"ABplapppp",NA,174,0,0,0,4,4,342,0,0,8,1108,1037,5.27873441813179,3.67720817374724
"ABplappppa","hyp7",230,0,1,0,4,0,740,0,0,8,1108,1037,4.77627847651813,2.59756082887833
"ABplappppp","TL",230,0,0,0,4,0,767,0,0,8,1108,1037,4.61464556581527,2.32932689880423
"ABplp",NA,56,0,0,0,4,4,0,0,0,8,0,0,4.44938403021348,3.16728355411696
"ABplpa",NA,75,0,0,0,4,4,0,0,0,8,0,0,4.28286967699767,3.02228288658431
"ABplpaa",NA,103,0,0,1,4,4,0,0,0,8,0,0,4.05055615764837,2.73005115959838
"ABplpaaa",NA,135,0,0,0,4,4,57,444,1841,8,0,0,5.26377381496579,3.24540593571114
"ABplpaaaa",NA,173,0,0,0,4,4,166,1323,1841,1066,0,0,3.66460958333868,2.26966704984505
"ABplpaaaaa",NA,220,0,0,3,4,4,839,1323,1841,2780,0,0,3.63867355783573,2.16811504083127
"ABplpaaaaaa","SAAVL",299,0,0,0,4,0,839,1323,1841,2780,0,0,3.30738019507168,2.44365352179304
"ABplpaaaaap","AWCL",299,0,0,0,4,0,1088,1323,1841,2780,0,0,4.25134661410157,2.39387277351502
"ABplpaaaap",NA,220,0,0,0,4,4,1280,1323,1841,3348,0,0,3.62335527954723,2.0772483181779
"ABplpaaaapa","exc_duct",290,0,2,0,4,0,1280,1323,1841,3348,0,0,6.51642601769778,3.84877367576023
"ABplpaaaapp","DB1/3",290,0,2,0,4,0,1280,1323,1841,3348,0,0,7.21877850686397,4.5637100397686
"ABplpaaap",NA,173,0,0,0,4,4,153,1298,1841,789,0,0,4.58425537258636,2.44109199278231
"ABplpaaapa",NA,222,0,0,0,4,4,4642,1298,1841,1265,0,0,4.86855007000231,2.4377650586968
"ABplpaaapaa","URAVL",317,0,1,0,4,0,4642,1298,1841,1265,0,0,3.63210963583,2.87518410797173
"ABplpaaapap","CEPshVL",317,0,2,0,4,0,4642,1298,1841,1265,0,0,5.00029017601184,3.81671100065335
"ABplpaaapp",NA,222,0,0,0,4,4,9649,1298,1841,1654,0,0,4.2660910894987,2.69926395448871
"ABplpaaappa",NA,290,0,2,0,4,0,47797,1298,1841,1654,0,0,4.85975725362293,3.40643699427188
"ABplpaaappaa","OLQVL",400,0,0,0,NA,0,47797,1298,1841,1654,0,0,NA,NA
"ABplpaaappap","death",400,0,0,0,NA,0,47797,1298,1841,1654,0,0,NA,NA
"ABplpaaappp","URYVL",290,0,2,0,4,0,19202,1298,1841,1654,0,0,4.59132409444031,3.2542789308378
"ABplpaap",NA,135,0,0,0,4,4,0,352,1339,8,0,0,5.33901024552119,3.72354128201049
"ABplpaapa",NA,172,0,0,0,4,4,220,1000,1585,8,0,0,3.9758273002214,2.68301267953131
"ABplpaapaa",NA,222,0,0,0,4,4,325,1000,1585,79,0,0,3.9459115076703,2.62866258288131
"ABplpaapaaa","RIVL",300,0,1,0,4,0,1546,1000,1585,79,0,0,3.60003582203135,2.58130177066662
"ABplpaapaap","AVBL",300,0,0,0,4,0,325,1000,1585,79,0,0,5.11099477860155,2.29127816877824
"ABplpaapap",NA,222,0,0,0,4,4,799,1000,1585,8,0,0,3.54423322255519,2.27902127449979
"ABplpaapapa","AMsoL",299,0,0,0,4,0,997,1000,1585,90,0,0,4.82695523284199,3.40347197869533
"ABplpaapapp","CEMVL",299,0,0,0,4,0,1710,1000,1585,40,0,0,6.16599725727008,3.39566062878214
"ABplpaapp",NA,172,0,0,0,4,4,392,936,1339,8,0,0,3.34459369585508,2.13023694596173
"ABplpaappa",NA,219,0,0,0,4,4,392,936,1339,8,0,0,3.06250025166803,2.11278259058981
"ABplpaappaa","ASHL",293,0,1,0,4,0,392,936,1339,8,0,0,4.05310476277971,2.14582870515987
"ABplpaappap","RIBL",293,0,0,0,4,0,7328,936,1339,8,0,0,3.89262917160511,2.19309974334233
"ABplpaappp",NA,219,0,0,0,4,4,494,936,1339,8,0,0,3.86208753564807,2.69065335848587
"ABplpaapppa","AIML",289,0,2,0,4,0,700,936,1339,8,0,0,5.34933160515241,2.82572777139845
"ABplpaapppp",NA,289,0,2,0,4,0,746,936,1339,8,0,0,7.0977557563787,4.10191828753799
"ABplpaappppa","CEPVL",400,0,0,0,NA,0,746,936,1339,8,0,0,NA,NA
"ABplpaappppp","death",400,0,0,0,NA,0,746,936,1339,8,0,0,NA,NA
"ABplpap",NA,103,0,0,0,4,4,14,0,152,8,0,0,3.08408532770092,2.15495958023441
"ABplpapa",NA,133,0,0,0,4,4,147,460,1587,8,0,0,5.92715781156023,3.75483199543901
"ABplpapaa",NA,171,1,0,0,4,4,499,1521,1587,8,0,0,4.47075555740618,2.6112230180368
"ABplpapaaa",NA,224,0,0,0,4,4,778,1521,1587,8,0,0,3.69577257566806,2.31556981044118
"ABplpapaaaa","SMDDL",304,0,0,0,4,0,3182,1521,1587,8,0,0,3.69554176945581,2.46084019256643
"ABplpapaaap","AIYL",304,0,1,0,4,0,920,1521,1587,8,0,0,4.036519868933,2.55757822950104
"ABplpapaap",NA,224,0,0,0,4,4,508,1521,1587,8,0,0,3.90776748761567,2.38507239310131
"ABplpapaapa","SIADL",305,0,2,0,4,0,1785,1521,1587,8,0,0,4.21282085653004,3.01886042398229
"ABplpapaapp","SIBVL",305,0,2,0,4,0,514,1521,1587,8,0,0,4.19732529663704,2.98150265787283
"ABplpapap",NA,171,1,0,0,4,4,232,1441,1587,8,0,0,3.61791380019671,2.41260779262636
"ABplpapapa",NA,221,0,0,0,4,4,609,4000,1587,8,0,0,3.89492455149631,2.61954183864014
"ABplpapapaa","exc_gl_L",291,0,1,0,4,0,1094,4000,1587,8,0,0,3.72435973790803,2.08449292982788
"ABplpapapap","AVKL",291,0,1,0,4,0,880,4000,1587,8,0,0,3.85496909611838,2.3358934262688
"ABplpapapp",NA,221,0,0,0,4,4,680,3925,1587,8,0,0,4.82595451484865,3.15147786086125
"ABplpapappa","SIAVL",293,0,2,0,4,0,781,4684,1587,8,0,0,4.19593021478387,2.57660504703981
"ABplpapappp","DB5",293,0,2,0,4,0,973,4461,1587,8,0,0,4.66670652056909,3.43543975499536
"ABplpapp",NA,133,0,0,0,4,4,26,529,1356,8,0,0,4.679017944623,3.01184429336143
"ABplpappa",NA,168,0,0,0,4,4,467,2909,1356,8,0,0,4.39511022642876,2.75965495383067
"ABplpappaa",NA,213,0,0,0,4,4,706,5010,1356,8,0,0,3.35640240108908,2.19285778843351
"ABplpappaaa","RMEV",268,0,2,0,4,0,1030,5010,1356,8,0,0,4.85036712204447,2.119264154163
"ABplpappaap","exc_cell",268,0,2,0,4,0,904,5010,1356,8,0,0,5.49747524398169,2.98429051558703
"ABplpappap","death",213,0,0,0,4,0,1265,2909,1356,8,0,0,4.720981788856,2.74259957321122
"ABplpappp",NA,168,0,0,0,4,4,435,3146,1356,8,0,0,4.81349496045028,2.53711348693012
"ABplpapppa",NA,222,0,0,0,4,4,458,6638,1356,8,0,0,4.5888200380685,2.67796416719536
"ABplpapppaa","K",299,0,2,0,4,0,646,6638,1356,8,0,0,4.78922100104759,3.42187269377315
"ABplpapppap","K'",299,0,1,0,4,0,954,6638,1356,8,0,0,4.77725471056277,3.3496717870911
"ABplpapppp",NA,222,0,0,0,4,4,920,7163,1356,8,0,0,4.31671166907079,2.59805059025892
"ABplpappppa","PVT",304,0,1,0,4,0,920,7163,1356,8,0,0,4.13345340630054,3.26876499647788
"ABplpappppp","rect_D",304,0,1,0,4,0,1012,7163,1356,8,0,0,4.70529977798217,3.47433076666185
"ABplpp",NA,75,0,0,0,4,4,0,0,0,8,0,0,4.52649086982859,2.937252789883
"ABplppa",NA,104,0,1,0,4,4,0,0,0,8,0,1979,4.93668107861702,3.28412330183925
"ABplppaa",NA,136,0,0,0,4,4,19,944,2253,8,0,1979,5.36042337131713,3.45080035385462
"ABplppaaa",NA,179,0,0,0,4,4,378,1982,2253,8,43,1979,3.48655441899989,2.26699209505181
"ABplppaaaa",NA,235,0,0,0,4,4,378,1982,2253,8,100,1979,3.42603836964268,2.34719836681813
"ABplppaaaaa","SIBDL",297,0,2,0,4,0,1372,1982,2253,8,100,1979,4.14305813235255,2.94929928136658
"ABplppaaaap",NA,297,0,2,0,4,0,1327,1982,2253,8,100,1979,4.21529323485125,2.63876662134159
"ABplppaaaapa","death",400,0,0,0,NA,0,1327,1982,2253,8,100,1979,NA,NA
"ABplppaaaapp","RICL",400,0,0,0,NA,0,1327,1982,2253,8,100,1979,NA,NA
"ABplppaaap","death",235,0,2,0,4,0,884,1982,2253,11,68,1979,5.87564946422236,2.87106744688156
"ABplppaap",NA,179,0,0,0,4,4,321,2330,2253,8,0,1979,3.47236382351728,2.24402324233309
"ABplppaapa",NA,231,1,0,0,4,4,495,3952,2253,8,44,1979,3.60557168018552,2.35092226810792
"ABplppaapaa","death",317,0,2,0,4,0,1779,3952,2253,8,44,1979,6.73250887107436,3.04398961551554
"ABplppaapap","RIML",317,0,2,0,4,0,495,3952,2253,17,44,1979,4.88781076755949,3.04420959737925
"ABplppaapp",NA,231,0,0,0,4,4,748,4253,2253,8,0,1979,4.23098664607736,2.51660480265641
"ABplppaappa","AIAL",310,0,2,0,4,0,1041,5645,2253,213,0,1979,4.87719264896668,3.58165538370736
"ABplppaappp","DB6",310,0,2,0,4,0,778,5652,2253,298,0,1979,5.32068096824165,3.73297759286515
"ABplppap",NA,136,0,0,0,4,4,69,885,1656,8,0,1979,5.51605162469242,3.8569504474248
"ABplppapa",NA,176,0,0,0,4,4,242,1820,1656,8,0,1979,3.89109152546691,2.71588491977249
"ABplppapaa",NA,227,0,0,0,4,4,386,1820,1656,8,18,1979,3.95753604699224,2.54688847219805
"ABplppapaaa",NA,296,0,2,0,4,0,386,1820,1656,8,18,1979,4.19028181577412,2.71411263904233
"ABplppapaaaa","SABVL",400,0,0,0,NA,0,386,1820,1656,8,18,1979,NA,NA
"ABplppapaaap","RIFL",400,0,0,0,NA,0,386,1820,1656,8,18,1979,NA,NA
"ABplppapaap","SABD",296,0,2,0,4,0,427,1820,1656,8,18,1979,4.05256713567604,2.90049627772458
"ABplppapap",NA,227,0,0,0,4,4,538,1820,1656,8,0,1979,3.66958658193985,2.46980374083874
"ABplppapapa","DA2",315,0,2,0,4,0,538,1820,1656,8,0,1979,4.77394374885761,3.73766337345168
"ABplppapapp","DA4",315,0,2,0,4,0,538,1820,1656,8,0,1979,4.39367520592672,2.814764524296
"ABplppapp",NA,176,0,0,0,4,4,115,1894,1656,8,22,2038,3.95124097173077,2.54994931550432
"ABplppappa",NA,231,0,0,0,4,4,703,1894,1656,8,22,6694,3.88199217498234,2.47758351379571
"ABplppappaa","RIGL",309,0,2,0,4,0,703,1894,1656,8,22,6694,5.17937222186778,3.86909040180313
"ABplppappap","DD1",309,0,2,0,4,0,703,1894,1656,8,22,6694,4.83816660518841,3.65164338414394
"ABplppappp",NA,231,0,0,0,4,4,350,1894,1656,8,22,8184,4.36453151851503,2.60292193466907
"ABplppapppa","DD3",320,0,2,0,4,0,742,1894,1656,62,22,8184,5.3658384464962,4.16299089597868
"ABplppapppp","DD5",320,0,2,0,4,0,541,1894,1656,8,22,8184,3.88383418524511,3.05663092703931
"ABplppp",NA,104,0,0,0,4,4,62,0,520,8,0,1872,4.75034518959571,2.6633236996541
"ABplpppa",NA,135,0,0,0,4,4,62,871,2982,8,541,1872,5.57097082341959,3.40932775952401
"ABplpppaa",NA,173,0,0,1,4,4,397,3166,2982,8,1701,1872,4.57769252766375,2.56200329423667
"ABplpppaaa",NA,223,0,0,0,4,4,732,4050,2982,8,1701,1872,4.2365320702977,2.80654983311777
"ABplpppaaaa","DA9",304,0,2,0,4,0,813,4050,2982,8,1701,1872,4.36526008819065,3.39300617566246
"ABplpppaaap","DA6",304,0,1,0,4,0,925,4050,2982,8,1701,1872,3.51755803181296,2.5679535850446
"ABplpppaap",NA,223,0,0,0,4,4,758,3775,2982,8,1701,1872,4.21065036354064,2.51561127874196
"ABplpppaapa",NA,300,0,1,0,4,0,758,3775,2982,8,1701,1872,3.54069028275301,2.39815884355055
"ABplpppaapaa","PVCL",400,0,0,0,NA,0,758,3775,2982,8,1701,1872,NA,NA
"ABplpppaapap","LUAL",400,0,0,0,NA,0,758,3775,2982,8,1701,1872,NA,NA
"ABplpppaapp","PHAL",300,0,0,0,4,0,904,3775,2982,24,1701,1872,3.28050961285591,2.26412932052272
"ABplpppap",NA,173,0,0,0,4,4,516,3278,2982,8,1289,1872,5.65630185097507,3.55558294739624
"ABplpppapa",NA,223,0,0,0,4,4,549,4261,2982,8,1289,1872,4.23375444375388,2.98753422828834
"ABplpppapaa","PHshL",278,0,1,0,4,0,768,4261,2982,8,1289,1872,3.92495087185444,2.58063144339483
"ABplpppapap","hyp8/9",278,0,1,0,4,0,587,4261,2982,8,1289,1872,3.81293593280747,2.39692579621584
"ABplpppapp","death",223,0,0,0,4,0,1571,3278,2982,8,1289,1872,5.87478121434202,3.53550255178022
"ABplpppp",NA,135,0,0,0,4,4,62,794,2084,8,426,1872,4.59115486458316,2.67558218118176
"ABplppppa",NA,171,0,0,0,4,4,507,2706,2084,8,980,1872,4.94997774217568,2.86716635275168
"ABplppppaa",NA,219,0,0,0,4,4,689,3732,2084,8,980,1872,5.13495769124154,2.91224145943348
"ABplppppaaa","PVPL",293,0,2,0,4,0,699,3732,2084,8,980,1872,4.82250593324012,3.13201760330444
"ABplppppaap","rect_VL",293,0,1,0,4,0,845,3732,2084,8,980,1872,4.11446490835765,3.19245780204734
"ABplppppap",NA,219,0,0,0,4,4,799,4093,2084,8,1058,1872,3.90726130232482,2.31184171548052
"ABplppppapa","U",292,0,1,0,4,0,799,4093,2084,8,1058,1872,3.76329033060045,2.79601547709398
"ABplppppapp","F",292,0,1,0,4,0,799,4093,2084,8,1058,1872,3.94375206989285,2.87154596622806
"ABplppppp",NA,171,0,0,0,4,4,526,2896,2084,8,490,1872,6.48665492629537,3.74529310999358
"ABplpppppa",NA,222,0,0,0,4,4,823,2896,2084,8,490,1872,3.75765478005661,2.33723966825762
"ABplpppppaa","mu_int_L",313,0,2,0,4,0,823,2896,2084,8,490,1872,4.9300961610699,3.73391532011005
"ABplpppppap","mu_anal",313,0,1,0,4,0,823,2896,2084,8,490,1872,3.55639464836315,2.75732854557519
"ABplpppppp",NA,222,0,0,0,4,4,709,2896,2084,8,554,1872,3.86632433736005,2.41810072454685
"ABplppppppa","spike",293,0,1,0,4,0,1061,2896,2084,8,554,1872,3.60648810532585,2.21613657881108
"ABplppppppp","hyp10",293,0,0,0,4,0,1388,2896,2084,8,554,1872,3.06440359788385,2.00847426333228
"ABpr",NA,43,0,0,0,4,4,0,0,0,8,0,0,5.09904113631329,3.57217165291844
"ABpra",NA,56,0,0,0,4,4,65,0,0,8,0,0,4.66418649146083,3.42256111513345
"ABpraa",NA,75,0,0,0,4,4,65,0,0,8,0,0,5.44220363422154,3.93552295210365
"ABpraaa",NA,102,0,0,0,4,4,65,0,0,8,0,0,4.07769542917026,2.06149598108183
"ABpraaaa",NA,134,0,0,0,4,4,65,0,0,8,0,0,4.93274394688733,2.82549107234636
"ABpraaaaa",NA,177,0,0,0,4,4,2073,0,13,8,0,0,6.2895621997565,3.79074972724591
"ABpraaaaaa",NA,232,0,0,0,4,4,11598,5,110,8,0,0,4.82162074783075,2.46827646956978
"ABpraaaaaaa","AVER",316,0,1,0,4,0,11598,5,110,30,0,0,5.06620290555221,4.40467128701451
"ABpraaaaaap","OLQshVR",316,0,0,0,4,0,11598,5,110,8,0,0,6.15225092531481,4.47508474015386
"ABpraaaaap",NA,232,0,0,0,4,4,15347,0,59,8,0,0,4.46352271744614,2.38104145240119
"ABpraaaaapd","OLLshR",327,0,2,0,4,0,20371,0,540,8,0,0,5.12294499225639,3.91144895226845
"ABpraaaaapv","death",327,0,2,0,4,0,25443,0,59,8,0,0,4.4506810807011,3.59856352104539
"ABpraaaap",NA,177,0,0,0,4,4,1966,0,0,8,0,0,5.34129206903823,3.47835831629034
"ABpraaaapa",NA,224,1,0,0,4,4,4472,0,0,145,0,15,4.73735941626082,2.17333998103065
"ABpraaaapad","RMDR",303,0,1,0,4,0,10634,0,0,2352,0,15,6.5611415071591,4.64549526985131
"ABpraaaapav","AFDR",303,0,1,0,4,0,4472,0,0,2217,0,15,5.10250150132522,3.79445893516969
"ABpraaaapp",NA,224,0,0,0,4,4,4524,0,0,8,0,0,4.04491881029106,2.3332143159214
"ABpraaaappa","death",293,0,1,0,4,0,4524,0,177,137,0,0,4.39811523026201,2.52746947938504
"ABpraaaappp",NA,293,0,0,0,4,0,4524,0,0,8,0,0,4.41992504794472,2.76405402609978
"ABpraaaapppa","ASKR",400,0,0,0,NA,0,4524,0,0,8,0,0,NA,NA
"ABpraaaapppp","death",400,0,0,0,NA,0,4524,0,0,8,0,0,NA,NA
"ABpraaap",NA,134,0,0,0,4,4,65,0,0,8,0,0,5.81873491668141,2.91312476224737
"ABpraaapa",NA,172,0,0,0,4,4,158,0,0,8,0,0,6.01567909775278,3.84181539325775
"ABpraaapaa",NA,224,0,0,0,4,4,2988,0,0,8,0,0,4.00900670490754,2.38762205364687
"ABpraaapaad","ADLR",309,0,1,0,4,0,3645,0,0,8,0,0,3.34202170562487,2.47342384389551
"ABpraaapaav","death",309,0,0,0,4,0,2988,0,475,8,0,0,3.22804087858796,2.14923209711208
"ABpraaapap",NA,224,0,0,0,4,3,7220,0,0,8,0,0,3.84585725949812,2.40514786245475
"ABpraaapapa",NA,299,0,1,0,4,0,43241,0,0,8,0,0,4.44741032399355,3.19188610984963
"ABpraaapapaa","OLLR",400,0,0,0,NA,0,43241,0,0,8,0,0,NA,NA
"ABpraaapapap","death",400,0,0,0,NA,0,43241,0,0,8,0,0,NA,NA
"ABpraaapapp","death",299,0,2,0,4,0,17825,0,0,8,0,0,5.28424211470717,3.97382393535058
"ABpraaapp",NA,172,0,0,0,4,4,96,0,0,8,0,0,5.39294969195697,3.58909748775906
"ABpraaappa",NA,215,0,0,0,4,4,230,0,0,8,0,0,5.17114554310707,2.69445891271283
"ABpraaappaa","ADFR",295,0,0,0,4,0,786,0,0,8,0,0,3.1491761054385,1.6932586812114
"ABpraaappap","AWBR",295,0,0,0,4,0,475,0,0,8,0,0,2.52379198720351,1.65326545587535
"ABpraaappp",NA,215,0,0,0,4,4,190,0,0,8,0,0,4.54022035679303,2.5452324071736
"ABpraaapppa",NA,269,0,2,0,4,4,452,0,0,8,0,0,4.61404017310039,2.19018188090027
"ABpraaapppaa","ASER",359,0,0,0,1,0,657,0,0,8,0,0,4.34861796532463,4.33116893756774
"ABpraaapppap","death",359,0,1,0,1,0,1017,0,0,8,0,0,6.91847408194924,6.63803914681406
"ABpraaapppp",NA,269,0,1,0,4,4,190,0,0,8,0,0,6.69344649087705,3.7103504046733
