"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","CCDefectCount.Parents.","CCDefectCount.Sisters.","CCDefectCount.Aunts.","PosDefectCount.Cells.","PosDefectCount.Parents.","PosDefectCount.Sisters.","PosDefectCount.Aunts.","AngDefectCount.Cells.","AngDefectCount.Parents.","AngDefectCount.Sisters.","AngDefectCount.Aunts.","cellObservedCounts.Cells.","cellObservedCounts.Parents.","cellObservedCounts.Sisters.","cellObservedCounts.Aunts.","divObservedCounts.Cells.","divObservedCounts.Parents.","divObservedCounts.Sisters.","divObservedCounts.Aunts.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells."
"ABplapppappp","PHBL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,649,0,0,8,1290,1037
"ABplapppp",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,342,0,0,8,1108,1037
"ABplappppa","hyp7",230,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,740,0,0,8,1108,1037
"ABplappppp","TL",230,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,767,0,0,8,1108,1037
"ABplp",NA,56,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABplpa",NA,75,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABplpaa",NA,103,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABplpaaa",NA,135,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,57,444,1841,8,0,0
"ABplpaaaa",NA,173,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,166,1323,1841,1066,0,0
"ABplpaaaaa",NA,220,0,0,0,0,0,0,0,0,3,0,0,0,4,4,4,4,4,4,4,4,839,1323,1841,2780,0,0
"ABplpaaaaaa","SAAVL",299,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,4,0,4,0,4,839,1323,1841,2780,0,0
"ABplpaaaaap","AWCL",299,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,4,0,4,0,4,1088,1323,1841,2780,0,0
"ABplpaaaap",NA,220,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,4,4,4,4,4,1280,1323,1841,3348,0,0
"ABplpaaaapa","exc_duct",290,0,0,0,0,2,0,2,0,0,0,0,3,4,4,4,4,0,4,0,4,1280,1323,1841,3348,0,0
"ABplpaaaapp","DB1/3",290,0,0,0,0,2,0,2,0,0,0,0,3,4,4,4,4,0,4,0,4,1280,1323,1841,3348,0,0
"ABplpaaap",NA,173,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,153,1298,1841,789,0,0
"ABplpaaapa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4642,1298,1841,1265,0,0
"ABplpaaapaa","URAVL",317,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,4642,1298,1841,1265,0,0
"ABplpaaapap","CEPshVL",317,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,4642,1298,1841,1265,0,0
"ABplpaaapp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,9649,1298,1841,1654,0,0
"ABplpaaappa",NA,290,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,47797,1298,1841,1654,0,0
"ABplpaaappaa","OLQVL",400,0,0,0,0,0,2,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,47797,1298,1841,1654,0,0
"ABplpaaappap","death",400,0,0,0,0,0,2,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,47797,1298,1841,1654,0,0
"ABplpaaappp","URYVL",290,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,19202,1298,1841,1654,0,0
"ABplpaap",NA,135,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,0,352,1339,8,0,0
"ABplpaapa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,220,1000,1585,8,0,0
"ABplpaapaa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,325,1000,1585,79,0,0
"ABplpaapaaa","RIVL",300,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,1546,1000,1585,79,0,0
"ABplpaapaap","AVBL",300,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,325,1000,1585,79,0,0
"ABplpaapap",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,799,1000,1585,8,0,0
"ABplpaapapa","AMsoL",299,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,997,1000,1585,90,0,0
"ABplpaapapp","CEMVL",299,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,1710,1000,1585,40,0,0
"ABplpaapp",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,392,936,1339,8,0,0
"ABplpaappa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,392,936,1339,8,0,0
"ABplpaappaa","ASHL",293,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,392,936,1339,8,0,0
"ABplpaappap","RIBL",293,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,7328,936,1339,8,0,0
"ABplpaappp",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,494,936,1339,8,0,0
"ABplpaapppa","AIML",289,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,700,936,1339,8,0,0
"ABplpaapppp",NA,289,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,746,936,1339,8,0,0
"ABplpaappppa","CEPVL",400,0,0,0,0,0,2,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,746,936,1339,8,0,0
"ABplpaappppp","death",400,0,0,0,0,0,2,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,746,936,1339,8,0,0
"ABplpap",NA,103,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,14,0,152,8,0,0
"ABplpapa",NA,133,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,147,460,1587,8,0,0
"ABplpapaa",NA,171,1,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,499,1521,1587,8,0,0
"ABplpapaaa",NA,224,0,1,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,778,1521,1587,8,0,0
"ABplpapaaaa","SMDDL",304,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,3182,1521,1587,8,0,0
"ABplpapaaap","AIYL",304,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,920,1521,1587,8,0,0
"ABplpapaap",NA,224,0,1,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,508,1521,1587,8,0,0
"ABplpapaapa","SIADL",305,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,1785,1521,1587,8,0,0
"ABplpapaapp","SIBVL",305,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,514,1521,1587,8,0,0
"ABplpapap",NA,171,1,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,232,1441,1587,8,0,0
"ABplpapapa",NA,221,0,1,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,609,4000,1587,8,0,0
"ABplpapapaa","exc_gl_L",291,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,1094,4000,1587,8,0,0
"ABplpapapap","AVKL",291,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,880,4000,1587,8,0,0
"ABplpapapp",NA,221,0,1,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,680,3925,1587,8,0,0
"ABplpapappa","SIAVL",293,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,781,4684,1587,8,0,0
"ABplpapappp","DB5",293,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,973,4461,1587,8,0,0
"ABplpapp",NA,133,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,26,529,1356,8,0,0
"ABplpappa",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,467,2909,1356,8,0,0
"ABplpappaa",NA,213,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,4,706,5010,1356,8,0,0
"ABplpappaaa","RMEV",268,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,0,1030,5010,1356,8,0,0
"ABplpappaap","exc_cell",268,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,0,904,5010,1356,8,0,0
"ABplpappap","death",213,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,1265,2909,1356,8,0,0
"ABplpappp",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,435,3146,1356,8,0,0
"ABplpapppa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,458,6638,1356,8,0,0
"ABplpapppaa","K",299,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,646,6638,1356,8,0,0
"ABplpapppap","K'",299,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,954,6638,1356,8,0,0
"ABplpapppp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,920,7163,1356,8,0,0
"ABplpappppa","PVT",304,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,920,7163,1356,8,0,0
"ABplpappppp","rect_D",304,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,1012,7163,1356,8,0,0
"ABplpp",NA,75,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABplppa",NA,104,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,1979
"ABplppaa",NA,136,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,19,944,2253,8,0,1979
"ABplppaaa",NA,179,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,378,1982,2253,8,43,1979
"ABplppaaaa",NA,235,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,0,4,378,1982,2253,8,100,1979
"ABplppaaaaa","SIBDL",297,0,0,0,0,2,0,2,2,0,0,0,0,4,4,4,4,0,4,0,0,1372,1982,2253,8,100,1979
"ABplppaaaap",NA,297,0,0,0,0,2,0,2,2,0,0,0,0,4,4,4,4,0,4,0,0,1327,1982,2253,8,100,1979
"ABplppaaaapa","death",400,0,0,0,0,0,2,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,1327,1982,2253,8,100,1979
"ABplppaaaapp","RICL",400,0,0,0,0,0,2,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,1327,1982,2253,8,100,1979
"ABplppaaap","death",235,0,0,0,0,2,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,884,1982,2253,11,68,1979
"ABplppaap",NA,179,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,321,2330,2253,8,0,1979
"ABplppaapa",NA,231,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,495,3952,2253,8,44,1979
"ABplppaapaa","death",317,0,1,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,1779,3952,2253,8,44,1979
"ABplppaapap","RIML",317,0,1,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,495,3952,2253,17,44,1979
"ABplppaapp",NA,231,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,748,4253,2253,8,0,1979
"ABplppaappa","AIAL",310,0,0,0,1,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,1041,5645,2253,213,0,1979
"ABplppaappp","DB6",310,0,0,0,1,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,778,5652,2253,298,0,1979
"ABplppap",NA,136,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,69,885,1656,8,0,1979
"ABplppapa",NA,176,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,242,1820,1656,8,0,1979
"ABplppapaa",NA,227,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,386,1820,1656,8,18,1979
"ABplppapaaa",NA,296,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,386,1820,1656,8,18,1979
"ABplppapaaaa","SABVL",400,0,0,0,0,0,2,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,386,1820,1656,8,18,1979
"ABplppapaaap","RIFL",400,0,0,0,0,0,2,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,386,1820,1656,8,18,1979
"ABplppapaap","SABD",296,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,427,1820,1656,8,18,1979
"ABplppapap",NA,227,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,538,1820,1656,8,0,1979
"ABplppapapa","DA2",315,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,538,1820,1656,8,0,1979
"ABplppapapp","DA4",315,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,538,1820,1656,8,0,1979
"ABplppapp",NA,176,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,115,1894,1656,8,22,2038
"ABplppappa",NA,231,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,703,1894,1656,8,22,6694
"ABplppappaa","RIGL",309,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,703,1894,1656,8,22,6694
"ABplppappap","DD1",309,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,703,1894,1656,8,22,6694
"ABplppappp",NA,231,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,350,1894,1656,8,22,8184
"ABplppapppa","DD3",320,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,742,1894,1656,62,22,8184
"ABplppapppp","DD5",320,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,541,1894,1656,8,22,8184
"ABplppp",NA,104,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,62,0,520,8,0,1872
"ABplpppa",NA,135,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,62,871,2982,8,541,1872
"ABplpppaa",NA,173,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,397,3166,2982,8,1701,1872
"ABplpppaaa",NA,223,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,732,4050,2982,8,1701,1872
"ABplpppaaaa","DA9",304,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,813,4050,2982,8,1701,1872
"ABplpppaaap","DA6",304,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,925,4050,2982,8,1701,1872
"ABplpppaap",NA,223,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,758,3775,2982,8,1701,1872
"ABplpppaapa",NA,300,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,758,3775,2982,8,1701,1872
"ABplpppaapaa","PVCL",400,0,0,0,0,0,1,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,758,3775,2982,8,1701,1872
"ABplpppaapap","LUAL",400,0,0,0,0,0,1,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,758,3775,2982,8,1701,1872
"ABplpppaapp","PHAL",300,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,904,3775,2982,24,1701,1872
"ABplpppap",NA,173,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,516,3278,2982,8,1289,1872
"ABplpppapa",NA,223,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,0,4,549,4261,2982,8,1289,1872
"ABplpppapaa","PHshL",278,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,0,768,4261,2982,8,1289,1872
"ABplpppapap","hyp8/9",278,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,0,587,4261,2982,8,1289,1872
"ABplpppapp","death",223,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,4,4,4,1571,3278,2982,8,1289,1872
"ABplpppp",NA,135,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,62,794,2084,8,426,1872
"ABplppppa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,507,2706,2084,8,980,1872
"ABplppppaa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,689,3732,2084,8,980,1872
"ABplppppaaa","PVPL",293,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,699,3732,2084,8,980,1872
"ABplppppaap","rect_VL",293,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,845,3732,2084,8,980,1872
"ABplppppap",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,799,4093,2084,8,1058,1872
"ABplppppapa","U",292,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,799,4093,2084,8,1058,1872
"ABplppppapp","F",292,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,799,4093,2084,8,1058,1872
"ABplppppp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,526,2896,2084,8,490,1872
"ABplpppppa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,823,2896,2084,8,490,1872
"ABplpppppaa","mu_int_L",313,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,823,2896,2084,8,490,1872
"ABplpppppap","mu_anal",313,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,823,2896,2084,8,490,1872
"ABplpppppp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,709,2896,2084,8,554,1872
"ABplppppppa","spike",293,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,1061,2896,2084,8,554,1872
"ABplppppppp","hyp10",293,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,1388,2896,2084,8,554,1872
"ABpr",NA,43,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABpra",NA,56,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,65,0,0,8,0,0
"ABpraa",NA,75,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,65,0,0,8,0,0
"ABpraaa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,65,0,0,8,0,0
"ABpraaaa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,65,0,0,8,0,0
"ABpraaaaa",NA,177,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2073,0,13,8,0,0
"ABpraaaaaa",NA,232,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11598,5,110,8,0,0
"ABpraaaaaaa","AVER",316,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,11598,5,110,30,0,0
"ABpraaaaaap","OLQshVR",316,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,11598,5,110,8,0,0
"ABpraaaaap",NA,232,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,15347,0,59,8,0,0
"ABpraaaaapd","OLLshR",327,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,20371,0,540,8,0,0
"ABpraaaaapv","death",327,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,25443,0,59,8,0,0
"ABpraaaap",NA,177,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1966,0,0,8,0,0
"ABpraaaapa",NA,224,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4472,0,0,145,0,15
"ABpraaaapad","RMDR",303,0,1,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,10634,0,0,2352,0,15
"ABpraaaapav","AFDR",303,0,1,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,4472,0,0,2217,0,15
"ABpraaaapp",NA,224,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4524,0,0,8,0,0
"ABpraaaappa","death",293,0,0,0,1,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,4524,0,177,137,0,0
"ABpraaaappp",NA,293,0,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,4524,0,0,8,0,0
"ABpraaaapppa","ASKR",400,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,4524,0,0,8,0,0
"ABpraaaapppp","death",400,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,4524,0,0,8,0,0
"ABpraaap",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,65,0,0,8,0,0
"ABpraaapa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,158,0,0,8,0,0
"ABpraaapaa",NA,224,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,4,2988,0,0,8,0,0
"ABpraaapaad","ADLR",309,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,3,3645,0,0,8,0,0
"ABpraaapaav","death",309,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,3,2988,0,475,8,0,0
"ABpraaapap",NA,224,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,4,4,7220,0,0,8,0,0
"ABpraaapapa",NA,299,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,3,0,4,43241,0,0,8,0,0
"ABpraaapapaa","OLLR",400,0,0,0,0,0,1,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,43241,0,0,8,0,0
"ABpraaapapap","death",400,0,0,0,0,0,1,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,43241,0,0,8,0,0
"ABpraaapapp","death",299,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,3,0,4,17825,0,0,8,0,0
"ABpraaapp",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,96,0,0,8,0,0
"ABpraaappa",NA,215,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,230,0,0,8,0,0
"ABpraaappaa","ADFR",295,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,786,0,0,8,0,0
"ABpraaappap","AWBR",295,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,475,0,0,8,0,0
"ABpraaappp",NA,215,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,190,0,0,8,0,0
"ABpraaapppa",NA,269,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,452,0,0,8,0,0
"ABpraaapppaa","ASER",359,0,0,0,0,0,2,1,1,0,0,0,0,1,4,1,4,0,4,0,4,657,0,0,8,0,0
"ABpraaapppap","death",359,0,0,0,0,1,2,0,1,0,0,0,0,1,4,1,4,0,4,0,4,1017,0,0,8,0,0
"ABpraaapppp",NA,269,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,190,0,0,8,0,0
"ABpraaappppa","ASJR",349,0,0,0,0,2,1,2,2,0,0,0,0,2,4,2,4,0,4,0,4,607,0,0,8,0,0
"ABpraaappppp","AUAR",349,0,0,0,0,2,1,2,2,0,0,0,0,2,4,2,4,0,4,0,4,477,0,0,8,0,0
"ABpraap",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,122,0,0,8,0,0
"ABpraapa",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,122,0,0,8,0,0
"ABpraapaa",NA,173,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,144,0,0,8,0,0
"ABpraapaaa",NA,224,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,325,11,0,8,0,0
"ABpraapaaaa","hyp3",307,0,0,0,0,3,0,3,0,0,0,0,0,4,4,4,4,0,4,0,4,4451,11,0,8,0,0
"ABpraapaaap","ILsoDR",307,0,0,0,0,3,0,3,0,0,0,0,0,4,4,4,4,0,4,0,4,2993,11,0,150,0,0
"ABpraapaap",NA,224,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,144,0,0,8,0,0
"ABpraapaapa","URBR",295,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,1962,0,193,1428,0,0
"ABpraapaapp","AMshR",295,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,878,0,0,8,0,0
"ABpraapap",NA,173,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,135,0,0,8,0,0
"ABpraapapa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,190,0,582,8,0,0
"ABpraapapaa","AWAR",309,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,961,0,1080,8,0,0
"ABpraapapap","ASGR",309,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,526,0,582,8,0,0
"ABpraapapp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,135,0,218,8,0,0
"ABpraapappa","AIBR",287,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,334,0,825,8,0,0
"ABpraapappp",NA,287,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,216,0,442,8,0,0
"ABpraapapppa","ASIR",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,216,0,442,8,0,0
"ABpraapapppp","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,216,0,442,8,0,0
"ABpraapp",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,122,0,0,8,0,0
