"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","PosDefectCount.Cells.","AngDefectCount.Cells.","cellObservedCounts.Cells.","divObservedCounts.Cells.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","theseMaxMean.Cells.","theseMeanMean.Cells."
"ABprpppppaa","mu_bod",310,0,0,0,22,0,4111,3859,1291,8,1520,1828,2.53341770314092,1.56154481392121
"ABprpppppap","mu_sph",310,0,0,0,22,0,4111,3859,1291,8,1520,1828,2.5258923249277,1.58036567685952
"ABprpppppp",NA,223,0,0,0,22,0,4318,4001,1291,8,1427,1828,3.05917055434753,1.76337726501127
"ABprppppppa","spike",293,0,0,0,22,0,4318,4001,1291,12,1427,1828,2.79789470717499,1.69241281814251
"ABprppppppp","hyp10",293,0,0,0,22,0,4318,4001,1291,8,1427,1828,2.89345692402845,1.72936099595456
"C",NA,49,0,0,0,22,0,-76,-96,-598,-93,-124,-50,4.50830305142484,2.78290872499463
"Ca",NA,67,0,0,0,22,0,-67,-69,-598,-49,-124,-50,3.4584697191602,2.18322584568595
"Caa",NA,94,0,0,0,22,0,-50,-36,-598,-44,-124,-50,4.36642894330889,2.606699793067
"Caaa",NA,128,0,0,0,22,0,5,-36,-598,-34,-124,-50,4.5451386020929,2.84392126554507
"Caaaa",NA,168,0,0,0,22,0,5,-28,-598,-26,-124,256,4.58588136164402,2.98941752146676
"Caaaaa","hyp7",219,0,0,0,22,0,5,-28,2882,-26,-105,5402,5.43315696598186,2.85885195195823
"Caaaap","hyp7",219,0,0,0,22,0,5,-10,943,-26,-104,4513,4.5373234041344,2.44912245354093
"Caaap",NA,168,0,0,0,22,0,5,-36,-598,-34,-124,83,4.18387259922557,2.53142932323103
"Caaapa","hyp7",216,0,0,0,22,0,5,-36,-598,-34,-124,1096,4.48320576357435,2.32143066601935
"Caaapp","hyp7",216,0,0,0,22,0,5,-35,-598,-34,-124,619,4.31421474689645,2.07092507585897
"Caap",NA,128,0,0,0,22,0,-43,-36,-598,-44,-124,-50,4.53485093447875,2.71330642648477
"Caapa",NA,176,0,0,0,22,0,-43,-36,-529,-44,-82,-39,5.21516266308683,2.2927507630384
"Caapaa","DVC",306,0,0,0,22,0,-43,-36,252,-44,-82,-39,2.92945344212939,1.84824772148826
"Caapap","death",306,0,0,0,22,0,-43,-36,-269,-19,-82,-39,3.19385498112225,2.01349855723578
"Caapp",NA,176,0,0,0,22,0,-43,-36,-412,-44,-39,-50,4.76225807054823,2.8395452943987
"Caappd","hyp7",231,0,0,0,22,0,-43,-36,-396,-43,286,-50,4.25559360116713,2.00564300515443
"Caappv","PVR",231,0,0,0,22,0,-43,1,-286,-30,8,-34,3.9422787323983,2.02039973769213
"Cap",NA,94,0,0,0,22,0,-41,-69,-598,-49,-124,-50,4.31299479113154,2.62259718783069
"Capa",NA,133,0,0,0,22,0,-41,-69,-598,-49,-111,-50,4.62140988588784,2.59155789258835
"Capaa",NA,189,0,0,0,22,0,-41,-69,-213,-49,-16,-50,3.6762500868368,2.159339254301
"Capaaa",NA,247,0,0,0,22,0,-41,-69,-213,-49,-16,-50,3.02641209631243,1.71730764968556
"Capaaaa","mu_bod",327,0,0,0,19,0,-41,-69,-213,-49,-16,-50,2.40802790577277,1.58457737700138
"Capaaap","mu_bod",327,0,0,0,19,0,-41,-69,-136,-18,-16,-50,2.49412257056984,1.68974314907701
"Capaap",NA,247,1,0,0,22,0,-41,-69,-138,-49,-16,-50,3.12131914520831,1.81055244593412
"Capaapa","mu_bod",336,0,0,0,16,0,-41,-69,-138,-49,-16,-50,2.78155638169163,1.94134476360672
"Capaapp","mu_bod",336,0,0,0,16,0,-41,-69,-138,-49,-16,-50,2.41121775265416,1.76555578267841
"Capap",NA,189,0,0,0,22,0,-41,-69,-266,-42,-28,-27,3.57917696557378,1.91309823314231
"Capapa",NA,248,1,0,0,22,0,-41,-69,-266,-42,-28,-27,3.23663364768308,1.82732788399034
"Capapaa","mu_bod",333,0,0,0,17,0,-41,-69,-266,11,-28,-27,3.06792574446135,2.02329171123427
"Capapap","mu_bod",333,0,0,0,17,0,-41,-69,-266,-42,-28,-27,2.71286955934422,1.83215485436449
"Capapp",NA,248,1,0,0,22,0,-41,-69,-257,-42,-28,-27,2.72823423686089,1.4600749594837
"Capappa","mu_bod",343,0,0,0,12,0,-41,-69,-257,-42,-28,-27,2.02154735236842,1.34217868655493
"Capappp","mu_bod",343,0,0,0,12,0,-41,-69,-257,-42,-28,-27,2.07390007913971,1.3818924729633
"Capp",NA,133,0,0,0,22,0,-41,-69,-598,-47,-108,-50,4.25091797071951,2.64491853636696
"Cappa",NA,181,0,0,0,22,0,-41,-69,-342,-47,-98,-50,3.6259439942042,2.02675903216667
"Cappaa",NA,237,0,0,0,22,0,-41,-69,-342,-47,-98,-50,3.17614261347947,1.91168124560066
"Cappaaa","mu_bod",311,0,0,0,22,0,-41,-69,-104,-11,-98,-50,3.32511865078631,2.18665093495514
"Cappaap","mu_bod",311,0,0,0,22,0,-41,-69,-342,-47,-98,-50,3.17349946517213,2.11268878330517
"Cappap",NA,237,1,0,0,22,0,-41,-69,-311,-47,-52,-50,2.80102564515024,1.49434457015836
"Cappapa","mu_bod",320,0,0,0,21,0,-41,-69,-311,-47,-52,-50,2.20429438488059,1.45579795207242
"Cappapp","mu_bod",320,0,0,0,21,0,-41,-69,-311,-47,-52,-50,2.25177965492462,1.46105970360821
"Cappp",NA,181,0,0,0,22,0,-41,-69,-291,-46,-55,-35,3.69045378208403,2.05853284540638
"Capppa",NA,242,1,0,0,22,0,-41,-69,-291,-46,-55,-35,3.05890003796698,1.75421090378499
"Capppaa","mu_bod",323,0,0,0,20,0,-41,-69,-291,-6,-55,-35,2.9150375885572,1.88895412894853
"Capppap","mu_bod",323,0,0,0,20,0,-41,-69,-249,-46,-55,-35,2.53514814278521,1.71902412388383
"Capppp",NA,242,1,0,0,22,0,-41,-69,-213,-43,-55,-35,3.16919107902011,1.74494098525019
"Cappppd","mu_bod",337,0,0,0,16,0,-41,-69,-213,-43,-55,-35,2.93996684665004,1.92763723728591
"Cappppv","mu_bod",337,0,0,0,16,0,-41,-69,-213,15,-55,-35,2.43376313783529,1.61513594939594
"Cp",NA,67,0,0,0,22,0,-63,-84,-598,-93,-124,-50,3.67128512202133,2.35346246230337
"Cpa",NA,94,0,0,0,22,0,-55,-67,-598,-77,-124,-50,4.04549686479091,2.57305787654691
"Cpaa",NA,127,0,0,0,22,0,-52,-67,-598,-51,-124,-50,4.61240351808991,2.99285048196312
"Cpaaa",NA,165,0,0,0,22,0,-52,-20,67,-27,-124,-50,5.95895097647834,4.1177322391068
"Cpaaaa","hyp7",220,0,0,0,22,0,-11,-9,2752,-27,-124,1959,5.56955616236663,3.04991683397071
"Cpaaap","hyp7",220,0,1,0,22,0,-28,-20,67,-27,-124,1403,4.92231981594293,2.67990765350297
"Cpaap",NA,165,0,0,0,22,0,-44,-67,-598,-51,-124,-50,4.6271956357666,2.79394492160316
"Cpaapa","hyp7",216,0,0,0,22,0,-29,-32,-598,-51,-99,308,4.7401184976148,2.38549810454282
"Cpaapp","hyp7",216,0,0,0,22,0,-39,-57,-598,-51,-93,34,4.03257701514991,2.03228489302721
"Cpap",NA,127,0,0,0,22,0,-40,-67,-598,-77,-120,-50,4.38839933660589,2.82593038703794
"Cpapa",NA,167,0,0,0,22,0,-40,-67,-598,-77,94,-50,4.45545103243655,2.55838390908694
"Cpapaa","hyp7",225,0,0,0,22,0,-9,-67,-413,-48,167,-50,5.56840367298978,2.62425614600959
"Cpapap","hyp7",225,0,0,0,22,0,-40,-66,-395,-61,222,-29,4.32634641163889,2.27044261551342
"Cpapp",NA,167,0,0,0,22,0,-40,-67,-534,-65,256,-50,5.05056733106363,2.83711799566481
"Cpappd","hyp7",227,0,0,0,22,0,-40,-67,-323,-65,2063,-36,5.02323425330613,2.30904674068632
"Cpappv","hyp11",227,0,0,0,22,0,-40,-67,-414,-65,760,-50,3.9458767197594,2.0257481237341
"Cpp",NA,94,0,0,0,22,0,-61,-84,-598,-93,-124,-50,4.74388234726368,2.99146990462312
"Cppa",NA,131,0,0,0,22,0,-61,-84,-598,-93,-106,-50,5.59196151020046,3.31584960762755
"Cppaa",NA,186,0,0,0,22,0,-61,-84,-242,-53,-47,-50,3.62484143956106,1.94541304810124
"Cppaaa",NA,244,0,0,0,22,0,-61,-84,-242,-53,33,-50,2.53408306030544,1.4636731692193
"Cppaaaa","mu_bod",324,0,0,0,21,0,-61,-84,-242,-51,33,-50,2.18976361028266,1.45137007567095
"Cppaaap","mu_bod",324,0,0,0,21,0,-61,-84,129,-53,33,-50,2.46349258729685,1.62037630400563
"Cppaap",NA,244,0,0,0,22,0,-61,-84,-242,-53,-47,-50,3.02187674803535,1.57640997886317
"Cppaapa","mu_bod",337,0,0,0,15,0,-61,-84,-242,-53,-47,-50,2.69719798945194,1.91738660199045
"Cppaapp","mu_bod",337,0,0,0,15,0,-61,-84,-242,-53,-47,-50,2.47936543422162,1.55137474397891
"Cppap",NA,186,0,0,0,22,0,-61,-84,-174,-91,-67,-50,3.23134113375525,1.78580408658941
"Cppapa",NA,245,0,0,0,22,0,-61,-84,-174,-89,85,-50,2.75896245011271,1.52152674848766
"Cppapaa","mu_bod",331,0,0,0,19,0,-61,-84,-174,-82,85,-50,2.50415335636658,1.40888412364229
"Cppapap","mu_bod",331,0,0,0,19,0,-61,-84,-174,-30,85,-50,2.83751835100525,1.79110596063492
"Cppapp",NA,245,0,0,0,22,0,-61,-84,-174,-47,43,-50,2.53445943029494,1.3398727639146
"Cppappa","mu_bod",340,0,0,0,13,0,-61,-84,-174,-47,43,-50,1.84482178516826,1.15640906550069
"Cppappp","mu_bod",340,0,0,0,13,0,-61,-84,-174,-47,43,-50,1.87019087696956,1.19193024001468
"Cppp",NA,131,0,0,0,22,0,-61,-84,-598,-93,-124,-50,5.18617970122515,3.06349813375096
"Cpppa",NA,178,0,0,0,22,0,-61,-84,-537,-88,-119,-50,3.76026743622075,2.06715972147286
"Cpppaa",NA,233,0,0,0,22,0,-61,-84,-534,-88,-62,-50,2.90008778805125,1.5924304444369
"Cpppaaa","mu_bod",303,0,0,0,22,0,-61,-84,-114,-14,-62,-50,2.7996686185013,1.70790037585634
"Cpppaap","mu_bod",303,0,0,0,22,0,-61,-84,-442,-77,-62,-50,2.75287479800177,1.65504596359267
"Cpppap",NA,233,0,0,0,22,0,-61,-84,-421,-88,-119,-50,2.99234832760091,1.48911889725475
"Cpppapa","mu_bod",317,0,0,0,22,0,-61,-84,182,-62,-119,-50,2.78484243096797,1.77206724378252
"Cpppapp","mu_bod",317,0,0,0,22,0,-61,-84,568,-88,-119,-50,2.60975889154503,1.52387210853952
"Cpppp",NA,178,0,0,0,22,0,-61,-84,-260,-93,-60,-50,3.90410932413563,1.99722369784895
"Cppppa",NA,237,0,0,0,22,0,-52,-84,-260,-93,9,-50,2.95766196978108,1.60685684265821
"Cppppaa","mu_bod",317,0,0,0,22,0,-52,-84,-260,-39,9,-50,2.70822899075005,1.77761423350665
"Cppppap","mu_bod",317,0,0,0,22,0,-52,-84,-74,-27,9,-50,2.56883542367682,1.70124414971778
"Cppppp",NA,237,0,0,0,22,0,-61,-84,-260,-36,-60,-50,2.78767964462086,1.51044499594015
"Cpppppd","mu_bod",329,0,0,0,19,0,-61,-84,-260,-36,-60,-50,2.64786726301856,1.72306613834965
"Cpppppv","mu_bod",329,0,0,0,19,0,-61,-84,-260,-36,-60,-50,2.56640997579003,1.61814118140111
"D",NA,75,0,0,0,22,0,-83,-198,-598,-110,-117,-50,4.9938243695304,2.9835317848255
"Da",NA,114,0,0,0,22,0,-83,-198,-598,-110,-93,-50,4.80244181743333,2.79060889262795
"Daa",NA,161,0,0,0,22,0,-83,-198,-240,-46,-60,-42,3.99657313210423,2.17477184492499
"Daaa",NA,214,0,0,0,22,0,-83,-137,-240,-46,-60,1063,3.26784942777586,1.79798820801557
"Daaaa","mu_bod",276,0,0,0,22,0,-83,-137,-240,-46,-60,4466,3.63981866722224,1.91157295031608
"Daaap","mu_bod",276,0,0,0,22,0,-83,-137,-240,-46,-60,5024,3.94757383743837,2.60693733176176
"Daap",NA,214,0,0,0,22,0,-60,-184,-240,-46,-28,-34,3.9878352167268,2.25805839262049
"Daapa","mu_bod",281,0,0,0,22,0,-60,-184,-240,-46,-28,-34,4.40854046055513,3.1494017545184
"Daapp","mu_bod",281,0,0,0,22,0,-60,-184,-240,-46,-28,10,4.74770940114719,3.38602773225882
"Dap",NA,161,0,0,0,22,0,-83,-198,-477,-91,-21,-50,4.36915371268602,2.33957421353661
"Dapa",NA,208,0,0,0,22,0,-77,-126,-477,-68,-21,-50,3.24365703565365,1.81746998087506
"Dapaa","mu_bod",271,0,0,0,22,0,-77,-126,-437,-68,-21,305,2.81799387709723,1.60844835736104
"Dapap","mu_bod",271,0,0,0,22,0,-77,-126,-224,-68,-21,345,3.01956635953178,1.68968169810486
"Dapp",NA,208,0,0,0,22,0,-68,-93,-477,-54,-21,-50,3.49004494569272,1.98082563992471
"Dappa",NA,268,0,0,0,22,0,-68,-93,-477,-54,-21,2376,3.17797739675726,1.92417096446734
"Dappaa","mu_bod",352,0,0,0,5,0,-68,-93,-477,-54,-21,2376,3.63766460817077,2.29756610946089
"Dappap","mu_bod",352,0,0,0,5,0,-68,-93,-477,-54,-21,2376,4.59726545336998,2.68223610008587
"Dappp",NA,268,0,0,0,22,0,-68,-93,-477,-48,-21,2208,3.68636746239225,2.21953827241995
"Dapppa","mu_bod",363,0,0,0,5,0,-68,-93,-477,-48,-21,2208,3.51052333142027,2.13187588874584
"Dapppp","mu_bod",363,0,0,0,5,0,-68,-93,-477,-48,-21,2208,4.13712600960248,2.51168046326083
"Dp",NA,114,0,0,0,22,0,-83,-198,-478,-110,-87,-50,4.44948783529441,2.60313778616802
"Dpa",NA,161,0,0,0,22,0,-83,-198,-355,-109,-57,-50,3.78655510853652,2.21761243054057
"Dpaa",NA,213,1,0,0,22,0,-83,-158,-355,-109,-57,833,2.82356107312632,1.55935138334665
"Dpaaa","mu_bod",279,0,0,0,22,0,-83,-158,-169,-92,-57,3656,2.66981590903068,1.57433013281292
"Dpaap","mu_bod",279,0,0,0,22,0,-83,-158,-355,-77,-57,3373,2.74012858654656,1.60125483794097
"Dpap",NA,213,0,0,0,22,0,-83,-198,-355,-80,-57,-50,2.91849015168421,1.68266701550245
"Dpapa","mu_bod",280,0,0,0,22,0,-83,-198,-273,-80,-57,-50,2.67498603815686,1.4590765332833
"Dpapp","mu_bod",280,0,1,0,22,0,-83,-198,-206,-80,-57,21,2.7568786838036,1.60459258172808
"Dpp",NA,161,0,0,0,22,0,-83,-198,-381,-106,-87,-50,4.11535527140671,2.19379151052058
"Dppa",NA,207,0,0,0,22,0,-83,-143,-381,-97,-65,-50,3.01362830042415,1.70172737639772
"Dppaa","mu_bod",274,0,0,0,22,0,-83,-143,-131,-69,-65,157,2.44941319163072,1.45670749554447
"Dppap","mu_bod",274,0,0,0,22,0,-83,-143,-29,-65,-65,183,3.20366380781512,1.80696889230617
"Dppp",NA,207,0,0,0,22,0,-83,-124,-381,-72,-87,-50,3.17078256506096,1.83675733470438
"Dpppa",NA,269,0,1,0,22,0,-83,-124,-381,-72,-87,519,3.414617973198,2.04889858516635
"Dpppaa","mu_bod",353,0,0,0,6,0,-83,-124,-381,-72,-87,519,2.63345127955075,1.56596724692432
"Dpppap","mu_bod",353,0,0,0,6,0,-83,-124,-381,-72,-87,519,2.63129972086845,1.59187150133825
"Dpppp",NA,269,0,1,0,22,0,-83,-124,-381,-72,-87,624,3.4726063711712,2.11980056161998
"Dppppa","mu_bod",400,0,0,0,NA,0,-83,-124,-381,-72,-87,624,NA,NA
"Dppppp","mu_bod",400,0,0,0,NA,0,-83,-124,-381,-72,-87,624,NA,NA
"E",NA,46,0,0,0,22,1,-83,-271,-598,-49,-109,-50,4.18467279579549,2.66002211561825
"EMS",NA,23,0,0,0,21,1,-83,NA,-598,-49,-118,-50,5.8293959319271,3.80455053185176
"Ea",NA,63,0,0,0,22,0,-83,-271,-598,-49,-108,-33,4.197663533613,2.4009893322591
"Eal",NA,108,0,0,0,22,0,-83,-225,-598,-49,-95,-33,4.36181627674675,2.76591101147548
"Eala",NA,155,0,0,0,22,0,-68,-140,-598,-49,-95,-33,3.94996559077167,2.19602249069137
"Ealaa",NA,224,1,0,0,22,0,-64,-140,-598,-49,-95,-33,3.22503815210101,1.58231617365198
"Ealaad","int",400,0,0,0,NA,0,-64,-140,-598,-49,-95,-33,NA,NA
"Ealaav","int",400,0,0,0,NA,0,-64,-140,-598,-49,-95,-33,NA,NA
"Ealap","int",224,0,0,0,22,0,-22,-133,-598,-49,-95,-33,3.45546532758966,1.6759297788238
"Ealapa",NA,NA,0,0,0,NA,0,-22,-133,-598,-49,-95,-33,NA,NA
"Ealapp",NA,NA,0,0,0,NA,0,-22,-133,-598,-49,-95,-33,NA,NA
"Ealp",NA,155,0,0,0,22,0,-80,-126,-495,-49,-95,-33,4.07372560925112,2.27811830107067
"Ealpa","int",227,0,0,0,22,0,-79,-126,-495,-49,-60,-33,2.93458371058632,1.50225020634146
"Ealpp","int",227,0,0,0,22,0,-77,-126,-495,-49,-84,-33,3.29299876090522,1.70845663117808
"Ealppa",NA,NA,0,0,0,NA,0,-77,-126,-495,-49,-84,-33,NA,NA
"Ealppp",NA,NA,0,0,0,NA,0,-77,-126,-495,-49,-84,-33,NA,NA
"Ear",NA,108,0,0,0,22,0,-83,-215,-598,-49,-95,-33,4.83076196115603,2.68304815068673
"Eara",NA,157,0,0,0,22,0,-83,-127,-598,-49,-95,-33,3.66541962022068,1.99729749228998
"Earaa",NA,230,0,0,0,22,0,-57,-127,-598,-49,-95,-33,3.16309680189711,1.53546066387218
"Earaad","int",400,0,0,0,NA,0,-57,-127,-598,-49,-95,-33,NA,NA
"Earaav","int",400,0,0,0,NA,0,-57,-127,-598,-49,-95,-33,NA,NA
"Earap","int",230,0,0,0,22,0,-26,-127,-504,-49,-95,-33,3.25348099704359,1.61611024254452
"Earapa",NA,NA,0,0,0,NA,0,-26,-127,-504,-49,-95,-33,NA,NA
"Earapp",NA,NA,0,0,0,NA,0,-26,-127,-504,-49,-95,-33,NA,NA
"Earp",NA,157,0,0,0,22,0,-83,-130,-598,-49,-95,-33,3.44864141336034,1.82638128830976
"Earpa","int",232,0,0,0,22,0,-83,-130,-436,-49,-39,-33,3.15904554250573,1.50726541667612
"Earpp","int",232,0,0,0,22,0,-83,-129,-500,-49,-77,-33,3.18802762328435,1.54288634639074
"Earppa",NA,NA,0,0,0,NA,0,-83,-129,-500,-49,-77,-33,NA,NA
"Earppp",NA,NA,0,0,0,NA,0,-83,-129,-500,-49,-77,-33,NA,NA
"Ep",NA,63,0,0,0,22,0,-83,-241,-598,-49,-109,143,4.6547498463473,2.3553091973602
"Epl",NA,110,0,0,0,22,0,-82,-176,-598,-49,205,2070,4.9141990481471,2.93968958806434
"Epla",NA,160,0,0,0,22,0,-80,-130,-598,-49,661,2070,3.49443707582685,1.97856988634447
"Eplaa","int",232,0,0,0,22,0,-80,-105,-598,-49,661,2070,3.02975261568906,1.53385754276962
"Eplaaa",NA,NA,0,0,0,NA,0,-80,-105,-598,-49,661,2070,NA,NA
"Eplaap",NA,NA,0,0,0,NA,0,-80,-105,-598,-49,661,2070,NA,NA
"Eplap","int",232,0,0,0,22,0,-80,-120,-505,-49,661,2070,3.28997698364953,1.67087099883547
"Eplapa",NA,NA,0,0,0,NA,0,-80,-120,-505,-49,661,2070,NA,NA
"Eplapp",NA,NA,0,0,0,NA,0,-80,-120,-505,-49,661,2070,NA,NA
"Eplp",NA,160,0,0,0,22,0,-82,-146,-598,-49,757,2070,3.79628378118981,2.1238769553668
"Eplpa","int",238,0,0,0,22,0,42,-146,-492,-49,1298,2070,3.29777554159591,1.62403726015677
"Eplpaa",NA,NA,0,0,0,NA,0,42,-146,-492,-49,1298,2070,NA,NA
"Eplpap",NA,NA,0,0,0,NA,0,42,-146,-492,-49,1298,2070,NA,NA
"Eplpp",NA,238,0,0,0,22,0,-82,-146,-321,-49,820,2070,3.23764973406796,1.589459464005
"Eplppa","int",400,0,0,0,NA,0,-82,-146,-321,-49,820,2070,NA,NA
"Eplppaa",NA,NA,0,0,0,NA,0,-82,-146,-321,-49,820,2070,NA,NA
"Eplppap",NA,NA,0,0,0,NA,0,-82,-146,-321,-49,820,2070,NA,NA
"Eplppp","int",400,0,0,0,NA,0,-82,-146,-321,-49,820,2070,NA,NA
"Eplpppa",NA,NA,0,0,0,NA,0,-82,-146,-321,-49,820,2070,NA,NA
"Eplpppp",NA,NA,0,0,0,NA,0,-82,-146,-321,-49,820,2070,NA,NA
"Epr",NA,110,0,0,0,22,0,-83,-142,-598,-49,200,1803,3.81495390045961,2.11666141858904
"Epra",NA,161,0,0,0,22,0,-83,-83,-598,-49,803,1803,3.27055927803966,1.78167261050742
"Epraa","int",235,0,0,0,22,0,-83,-83,-598,-49,803,1803,3.04083913678829,1.56767303833423
"Epraaa",NA,NA,0,0,0,NA,0,-83,-83,-598,-49,803,1803,NA,NA
"Epraap",NA,NA,0,0,0,NA,0,-83,-83,-598,-49,803,1803,NA,NA
"Eprap","int",235,0,0,0,22,0,-83,-83,-598,-49,803,1803,3.47777756253519,1.66399313563784
"Eprapa",NA,NA,0,0,0,NA,0,-83,-83,-598,-49,803,1803,NA,NA
"Eprapp",NA,NA,0,0,0,NA,0,-83,-83,-598,-49,803,1803,NA,NA
"Eprp",NA,161,0,0,0,22,0,-83,-113,-598,-49,1117,1803,3.7411328972005,1.95662030264047
"Eprpa","int",241,0,0,0,22,0,-83,-113,-559,-49,1656,1803,3.07895160084384,1.48011035334597
"Eprpaa",NA,NA,0,0,0,NA,0,-83,-113,-559,-49,1656,1803,NA,NA
"Eprpap",NA,NA,0,0,0,NA,0,-83,-113,-559,-49,1656,1803,NA,NA
"Eprpp",NA,241,0,0,0,22,0,-83,-113,-440,-49,1406,1803,2.79086276113627,1.41314593045501
"Eprppa","int",400,0,0,0,NA,0,-83,-113,-440,-49,1406,1803,NA,NA
"Eprppaa",NA,NA,0,0,0,NA,0,-83,-113,-440,-49,1406,1803,NA,NA
"Eprppap",NA,NA,0,0,0,NA,0,-83,-113,-440,-49,1406,1803,NA,NA
"Eprppp","int",400,0,0,0,NA,0,-83,-113,-440,-49,1406,1803,NA,NA
"Eprpppa",NA,NA,0,0,0,NA,0,-83,-113,-440,-49,1406,1803,NA,NA
"Eprpppp",NA,NA,0,0,0,NA,0,-83,-113,-440,-49,1406,1803,NA,NA
"MS",NA,46,0,0,0,22,0,-83,-260,-463,-49,-57,-50,5.02005488135242,2.91790888182204
"MSa",NA,62,0,0,0,22,0,-83,-260,-463,-49,-57,-50,3.64965552747253,2.21311528784634
"MSaa",NA,85,0,0,0,22,0,-83,-260,-272,-49,-57,-50,3.49274704529253,2.40942607893915
"MSaaa",NA,113,0,0,0,22,0,-83,-54,-272,120,-47,-50,3.86304169597971,2.57223722410558
"MSaaaa",NA,145,0,0,0,22,0,-83,213,-272,577,-47,-50,3.29056970181717,1.9196625092618
"MSaaaaa",NA,179,0,0,0,22,0,-83,213,-272,691,-47,-50,2.78216637904038,1.67368721549675
"MSaaaaaa",NA,221,0,0,0,22,0,-83,213,1663,691,-47,-50,2.97120025568192,1.60044287257435
"MSaaaaaal","GLRDL",400,0,0,0,NA,0,-83,213,1663,691,-47,-50,NA,NA
"MSaaaaaar","GLRDR",400,0,0,0,NA,0,-83,213,1663,691,-47,-50,NA,NA
"MSaaaaap",NA,221,1,0,0,22,0,-83,213,-272,691,-47,-50,2.71291039881771,1.68070850043991
"MSaaaaapa",NA,271,0,0,0,22,0,-83,213,-272,691,-47,-50,2.70912868495554,1.52822418027726
"MSaaaaapaa","I3",346,0,0,0,8,0,-83,213,-272,691,-47,-50,2.03891887696094,1.35356293935251
"MSaaaaapap","g1P",346,0,0,0,8,0,-83,213,-272,691,-47,-50,2.04290443521098,1.29790634504269
"MSaaaaapp","m4DL",271,0,0,0,22,0,-83,213,-272,691,-47,-50,2.8889275591802,1.78242684949842
"MSaaaap",NA,179,0,0,0,22,0,-50,213,-272,577,-47,-50,2.74698125939588,1.46845706008091
"MSaaaapa",NA,225,0,0,0,22,0,-3,213,-272,577,-47,-50,2.74370419619453,1.63652423831735
"MSaaaapaa","I4",287,0,0,0,22,0,-3,213,-272,577,-47,-50,3.0679519615744,1.87009226726152
"MSaaaapap","m5DL",287,0,0,0,22,0,-3,213,-272,577,-47,-50,2.79411586155301,1.69420288953911
"MSaaaapp",NA,225,0,0,0,22,0,5,213,-272,577,-47,-39,2.90933508215173,1.65114823240101
"MSaaaappa","death",300,0,0,0,22,0,5,213,-272,577,-47,-39,2.98238175115915,1.95518043978968
"MSaaaappp","m7D",300,0,0,0,22,0,5,213,-272,577,-47,-39,2.74683876862559,1.65023533204561
"MSaaap",NA,145,0,0,0,22,0,-83,224,-272,494,-47,-50,3.52118619518885,2.09515402604119
"MSaaapa",NA,183,0,0,0,22,0,-83,619,-272,621,-47,-50,2.487001528857,1.50201860947114
"MSaaapaa",NA,223,0,0,0,22,0,-83,1415,-272,621,-47,-50,2.58728512162204,1.48468434168266
"MSaaapaaa","m3DL",278,0,0,0,22,0,-83,1415,-236,621,-47,-50,2.62361951859509,1.47051697921438
"MSaaapaap","m4L",278,0,0,0,22,0,-83,1415,-245,621,-47,-50,2.80891737094404,1.60606549236434
"MSaaapap",NA,223,0,0,0,22,0,-83,1050,-272,621,-47,-50,2.65045666257572,1.56178484705528
"MSaaapapa","mc3DL",285,0,0,0,22,0,-83,1050,-272,621,-47,-50,2.34077354983861,1.35702179757469
"MSaaapapp","m8",285,0,0,0,22,0,-83,1050,-272,621,-47,-50,2.58045803820789,1.45775801026776
"MSaaapp",NA,183,0,0,0,22,0,-83,1050,-246,494,-47,-50,3.05404092574637,1.55676636176897
"MSaaappa","death",259,0,0,0,22,0,-83,2185,-246,494,18,-50,3.67881080032137,2.21972605479228
"MSaaappp","vpi3D",259,0,0,0,22,0,-83,2361,-246,494,145,-50,2.89451212116939,1.40464341520262
"MSaap",NA,113,0,0,0,22,0,-83,-37,-272,90,-57,-50,3.4022705719508,2.33752259215186
"MSaapa",NA,145,0,0,0,22,0,-83,948,-272,426,-57,-32,3.45597064595342,2.17765755224282
"MSaapaa",NA,179,0,0,0,22,0,-83,1855,-272,426,-42,-32,3.07304413164022,1.72582047627472
"MSaapaaa",NA,221,1,0,0,22,0,-83,1855,-260,426,-37,-32,2.47670420850004,1.40240622759972
"MSaapaaaa","m4VL",282,0,0,0,22,0,-83,1855,-100,426,-37,-32,2.24162481622516,1.23123529139996
"MSaapaaap","m5VL",282,0,0,0,22,0,-83,1855,-260,426,-37,-32,2.3444349017523,1.23064779772552
"MSaapaap",NA,221,0,0,0,22,0,-83,1855,-272,426,-42,-32,2.44084299508732,1.45054934759037
"MSaapaapa",NA,276,0,0,0,22,0,-83,1855,-238,426,-42,-32,2.58359726973897,1.49729686047113
"MSaapaapaa","g1AL",400,0,0,0,NA,0,-83,1855,-238,426,-42,-32,NA,NA
"MSaapaapap","death",400,0,0,0,NA,0,-83,1855,-238,426,-42,-32,NA,NA
"MSaapaapp","m7VL",276,0,0,0,22,0,-83,1855,-272,426,-42,-32,2.70351698810088,1.39987435632803
"MSaapap",NA,179,0,0,0,22,0,-83,1805,-265,426,-41,-32,3.32582062273453,1.90401579510017
"MSaapapa",NA,231,0,0,0,22,0,-78,1805,-265,426,-41,-9,2.85976670659643,1.52512824082351
