"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","PosDefectCount.Cells.","AngDefectCount.Cells.","cellObservedCounts.Cells.","divObservedCounts.Cells.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","theseMaxMean.Cells.","theseMeanMean.Cells."
"ABarppppa",NA,177,0,0,0,22,0,-17,-46,-294,1209,-87,10028,3.30769362476681,1.90682651255398
"ABarppppaa","V1R",232,0,0,0,22,0,-17,-46,-294,1292,-14,10028,3.23203176532388,1.59695539864114
"ABarppppap","V2R",232,0,0,0,22,0,-17,-38,-294,1381,-48,10028,3.22715090586081,1.6128481065262
"ABarppppp",NA,177,0,0,0,22,0,-21,-36,-294,1370,-87,10247,3.5648821017894,1.95696018461688
"ABarpppppa","V4R",234,0,0,0,22,0,-21,-36,-294,1633,-87,10247,3.53352125042699,1.71789829094396
"ABarpppppp","V6R",234,0,0,0,22,0,-21,-36,-173,1787,-87,10247,3.29836738391998,1.52144290588996
"ABp",NA,19,0,0,0,21,0,-74,NA,-294,8,-103,-38,4.97990563875581,3.55437235915663
"ABpl",NA,43,0,0,0,22,0,-36,-238,-294,8,-103,-38,6.06807385868851,4.00596313018137
"ABpla",NA,56,1,0,0,22,0,-28,-33,-294,8,-103,-38,4.24179297560703,2.72867688898535
"ABplaa",NA,74,0,0,0,22,0,-28,-33,-294,8,-103,-38,3.8058880111166,2.52375150233921
"ABplaaa",NA,102,0,0,0,22,0,-28,-33,-294,8,-99,-38,3.55647370585529,2.31028577426027
"ABplaaaa",NA,133,0,0,0,22,0,-27,-33,-294,8,-99,-38,4.41977323937836,2.72139318585977
"ABplaaaaa",NA,171,0,0,0,22,0,-17,-16,-294,8,-99,-38,4.36171436911624,2.49243395135375
"ABplaaaaaa",NA,224,0,0,0,22,0,-17,-16,892,8,-42,-1,3.44625709427391,1.77391700358
"ABplaaaaaaa","URADL",317,0,0,0,21,0,-17,-16,892,8,-42,-1,2.56566446677114,1.66754210971085
"ABplaaaaaap","CEMDL",317,0,0,0,21,0,-17,-16,892,14,-42,-1,2.6205567969542,1.67596095972417
"ABplaaaaap",NA,224,0,0,0,22,0,-17,-16,-44,8,-99,-21,3.10069302356631,1.80877568987201
"ABplaaaaapa","death",289,0,0,0,22,0,-17,-16,-44,8,-99,-21,3.63675065297888,2.01587523090765
"ABplaaaaapp",NA,289,0,0,0,22,0,-17,-16,228,8,-99,-21,2.8979909438784,1.68208402605963
"ABplaaaaappa","CEPDL",400,0,0,0,NA,0,-17,-16,228,8,-99,-21,NA,NA
"ABplaaaaappp","URXL",400,0,0,0,NA,0,-17,-16,228,8,-99,-21,NA,NA
"ABplaaaap",NA,171,0,0,0,22,0,-16,-17,201,8,-89,-38,3.83297292210776,2.31407177628352
"ABplaaaapa","hyp6",223,0,0,0,22,0,-16,-17,3990,8,-89,-38,3.45502863925694,2.00582325486172
"ABplaaaapp","hyp6",223,0,0,0,22,0,-16,-17,3291,8,-89,-38,3.58838438402403,1.9560200882557
"ABplaaap",NA,133,0,0,0,22,0,-28,-27,-294,8,-99,-38,3.99903895324641,2.54379607027371
"ABplaaapa",NA,172,0,0,0,22,0,-28,-23,1492,8,-99,-28,3.75162980004493,2.38701721498523
"ABplaaapaa","XXXL",229,0,0,0,22,0,-15,-23,1492,8,-64,-28,3.18759489871695,1.70840783000735
"ABplaaapap","hyp5",229,0,0,0,22,0,-28,-11,1492,8,-92,-28,3.54722959323976,1.71740403607378
"ABplaaapp",NA,172,0,0,0,22,0,-28,-27,-294,8,-99,-38,3.68694459559482,2.33932496045093
"ABplaaappa","HOL",223,0,0,0,22,0,-28,-27,313,8,-56,-38,3.51430782885452,1.77072322011181
"ABplaaappp","H1L",223,0,0,0,22,0,8,-27,1190,8,-99,-38,3.58912525706753,1.93936202446249
"ABplaap",NA,102,0,0,0,22,0,-28,-33,-294,8,-103,-38,3.50248050166966,2.27057049984175
"ABplaapa",NA,132,0,0,0,22,0,-20,-33,-294,8,-103,-38,4.09760855477988,2.42255134725561
"ABplaapaa",NA,171,0,0,0,22,0,-20,-11,-294,8,-103,-38,3.69813671928663,2.18321304146778
"ABplaapaaa",NA,222,0,0,0,22,0,57,-11,-294,8,-18,-10,3.01100677152704,1.5683987771436
"ABplaapaaaa","hyp3",307,0,0,0,22,0,57,-11,183,8,-18,-10,3.01234379878887,1.81564185505345
"ABplaapaaap","ILsoDL",307,0,0,0,22,0,57,-11,-16,8,-18,-10,2.58048850156533,1.63133551351029
"ABplaapaap",NA,222,0,0,0,22,0,-20,-5,-294,8,-49,-26,2.97508131169323,1.53973074537932
"ABplaapaapa","URBL",295,0,0,0,22,0,-20,-5,-294,8,-49,-26,2.72931702620728,1.47008280410289
"ABplaapaapp","AMshL",295,0,0,0,22,0,-20,-5,-294,8,-49,-26,2.55949251587352,1.22372806969063
"ABplaapap",NA,171,0,0,0,22,0,-20,-33,-294,8,-103,-38,3.73829285791399,2.18557322886322
"ABplaapapa",NA,221,0,0,0,22,0,-1,-33,743,8,-103,-38,3.49863838465672,1.82078537590065
"ABplaapapaa","AWAL",308,0,0,0,22,0,-1,-33,1085,8,-103,-38,2.37825036002961,1.36811162555686
"ABplaapapap","ASGL",308,0,0,0,22,0,-1,-33,743,8,-103,-38,2.2245269381302,1.28337856521667
"ABplaapapp",NA,221,0,0,0,22,0,-20,-33,-294,8,-96,-38,2.88643104823786,1.64080693339513
"ABplaapappa","AIBL",285,0,0,0,22,0,-20,-33,709,8,-96,-38,2.46611522280702,1.30019144262709
"ABplaapappp",NA,285,0,0,0,22,0,-20,-33,374,8,-96,-38,2.8039697218684,1.48051807604276
"ABplaapapppa","ASIL",400,0,0,0,NA,0,-20,-33,374,8,-96,-38,NA,NA
"ABplaapapppp","death",400,0,0,0,NA,0,-20,-33,374,8,-96,-38,NA,NA
"ABplaapp",NA,132,0,0,0,22,0,-28,-33,-294,8,-103,-38,3.53781951411572,2.20171506259445
"ABplaappa",NA,167,0,0,0,22,0,-28,-33,-294,8,-86,-38,3.98714295896664,2.31707114037618
"ABplaappaa","hyp4",221,0,0,0,22,0,31,-33,-294,8,-28,-38,4.50398637888891,1.78770931666672
"ABplaappap","hyp6",221,0,0,0,22,0,22,-33,-294,8,-84,-38,4.08964064448532,1.71990014905074
"ABplaappp",NA,167,0,0,0,22,0,-28,-33,-294,8,-103,-38,3.67865247565046,2.10410969103621
"ABplaapppa","hyp7",214,0,0,0,22,0,-28,-5,-294,8,-78,-38,4.30020853897119,1.82030634515313
"ABplaapppp","hyp7",214,1,0,0,22,0,-25,-33,-294,8,-103,-38,3.86071977462103,1.72209596120068
"ABplaappppa",NA,NA,0,0,0,NA,0,-25,-33,-294,8,-103,-38,NA,NA
"ABplaappppp",NA,NA,0,0,0,NA,0,-25,-33,-294,8,-103,-38,NA,NA
"ABplap",NA,74,0,0,0,22,0,-28,-23,-294,8,-103,-38,3.57065160243245,2.27506835126045
"ABplapa",NA,102,0,0,0,22,0,-15,-23,-294,8,-103,705,3.77561776845316,2.59065458817512
"ABplapaa",NA,132,0,0,0,22,0,22,-23,-158,8,-103,4167,4.58872701665111,2.80534011601351
"ABplapaaa",NA,172,0,0,0,22,0,36,-23,-158,8,-103,6747,3.83551980096884,2.40368389138727
"ABplapaaaa",NA,222,0,0,0,22,0,36,-23,-158,8,-57,6747,3.53161308569237,1.88772889970555
"ABplapaaaaa","death",302,0,0,0,22,0,36,-23,-158,14,-57,6747,3.49757909727771,2.0498771513396
"ABplapaaaap",NA,302,0,0,0,22,0,36,-23,-33,8,-57,6747,2.70466336672195,1.54616040187929
"ABplapaaaapa","ADEL",400,0,0,0,NA,0,36,-23,-33,8,-57,6747,NA,NA
"ABplapaaaapp","ADAL",400,0,0,0,NA,0,36,-23,-33,8,-57,6747,NA,NA
"ABplapaaap",NA,222,0,0,0,22,0,36,-23,-158,8,-58,6747,3.30082709621748,1.75239899514109
"ABplapaaapa",NA,300,1,0,0,22,0,36,-23,-158,8,-58,6747,2.30606734220649,1.30242594519621
"ABplapaaapad","FLPL",400,0,0,0,NA,0,36,-23,-158,8,-58,6747,NA,NA
"ABplapaaapav","AIZL",400,0,0,0,NA,0,36,-23,-158,8,-58,6747,NA,NA
"ABplapaaapp","RMGL",300,0,0,0,22,0,36,-23,-5,8,-58,6747,2.57027697619911,1.55968131784483
"ABplapaap",NA,172,0,0,0,22,0,22,3,-158,8,-95,7651,3.67289732830172,2.27342346804736
"ABplapaapa","G2",227,0,0,0,22,0,22,3,-158,8,-67,7651,4.37477509683036,1.97382944443317
"ABplapaapp","P1/2L",227,0,0,0,22,0,22,3,-158,8,-95,7651,3.44605192538055,1.70960638983331
"ABplapap",NA,132,0,0,0,22,0,-15,-23,-294,8,-72,3742,3.98904899967666,2.6194870827272
"ABplapapa",NA,168,0,0,0,22,0,-15,-23,-294,8,1057,3742,4.0957738393236,2.46115730537123
"ABplapapaa",NA,219,0,0,0,22,0,-15,-23,-294,8,1630,3742,3.85940055724073,1.91638540932294
"ABplapapaaa","QL",400,0,0,0,NA,0,-15,-23,-294,8,1630,3742,NA,NA
"ABplapapaap","V5L",400,0,0,0,NA,0,-15,-23,-294,8,1630,3742,NA,NA
"ABplapapap","P9/10L",219,0,0,0,22,0,-15,-23,-294,8,1415,3742,3.77183363686332,1.87141339715877
"ABplapapp",NA,168,0,0,0,22,0,-15,-23,-294,8,1158,3742,4.37940752235131,2.65320014586343
"ABplapappa","P11",216,0,0,0,22,0,-15,-23,-195,8,2902,3742,4.31695445573942,1.96948081879869
"ABplapappp",NA,216,1,0,0,22,0,-15,-23,-192,8,1284,3742,3.67309438900465,1.84646961084024
"ABplapapppa","death",305,0,0,0,21,0,-15,-23,-192,8,1284,3742,4.35239806343374,2.34276809606432
"ABplapapppp",NA,305,1,0,0,21,0,-15,-23,-192,8,1284,3742,2.87345701137965,1.76009716897433
"ABplapappppa",NA,NA,0,0,0,NA,0,-15,-23,-192,8,1284,3742,NA,NA
"ABplapappppaa","PLML",400,0,0,0,NA,0,-15,-23,-192,8,1284,3742,NA,NA
"ABplapappppap","ALNL",400,0,0,0,NA,0,-15,-23,-192,8,1284,3742,NA,NA
"ABplapappppp","death",400,0,0,0,NA,0,-15,-23,-192,8,1284,3742,NA,NA
"ABplapp",NA,102,0,0,0,22,0,-3,-23,-294,8,-103,599,3.67666426643864,2.46696385623142
"ABplappa",NA,133,0,0,0,22,0,-3,-23,-294,8,667,1355,4.11329387899684,2.56237428327662
"ABplappaa",NA,172,0,0,0,22,0,-3,-23,-294,8,832,2764,3.68777763417248,2.04610872491778
"ABplappaaa","P3/4L",222,0,0,0,22,0,-3,-23,-294,8,832,3591,3.55989329599619,1.611733452071
"ABplappaap","P5/6L",222,0,0,0,22,0,-3,-23,-294,8,832,2883,3.73154989005352,1.77209798379856
"ABplappap",NA,172,0,0,0,22,0,-3,-23,-294,8,667,2095,3.491615772984,2.05773229335021
"ABplappapa","V3L",222,0,0,0,22,0,9,-23,-294,8,667,2095,3.8296040936346,1.81626043365553
"ABplappapp","P7/8L",222,0,0,0,22,0,99,-23,-266,8,667,2095,3.56560410183972,1.79569135901102
"ABplappp",NA,133,0,0,0,22,0,-3,-23,-294,8,568,1037,4.22038923222342,2.71238128562726
"ABplapppa",NA,174,0,0,0,22,0,-3,-23,-240,8,1290,1037,4.04717094455875,2.38436829950069
"ABplapppaa",NA,230,0,0,0,22,0,-3,-23,-225,8,1290,1037,2.75048402182304,1.4767485207034
"ABplapppaaa","PVQL",326,0,0,0,20,0,-3,-23,-17,8,1290,1037,2.65955062600583,1.612684804222
"ABplapppaap","death",326,0,0,0,20,0,-3,-23,-225,8,1290,1037,2.81072616259365,1.87863431216197
"ABplapppap",NA,230,0,0,0,22,0,-3,-23,-136,8,1290,1037,2.88751702059331,1.50057213733209
"ABplapppapa","death",301,0,0,0,22,0,-3,-23,-6,8,1290,1037,3.33696203237532,2.0003879499858
"ABplapppapp",NA,301,0,0,0,22,0,-3,-23,-136,8,1290,1037,2.88608667417856,1.70389805698702
"ABplapppappa","HSNL",400,0,0,0,NA,0,-3,-23,-136,8,1290,1037,NA,NA
"ABplapppappp","PHBL",400,0,0,0,NA,0,-3,-23,-136,8,1290,1037,NA,NA
"ABplapppp",NA,174,0,0,0,22,0,-3,-23,-199,8,1108,1037,3.90738106643021,2.17809836875721
"ABplappppa","hyp7",230,0,0,0,22,0,-3,-23,-144,8,1108,1037,3.80052264205367,1.93184752554947
"ABplappppp","TL",230,0,0,0,22,0,-3,-23,-199,8,1108,1037,3.47273477394863,1.75968786972722
"ABplp",NA,56,1,0,0,22,0,-36,-166,-294,8,-103,-38,3.75351387062514,2.32937284766516
"ABplpa",NA,75,0,0,0,22,0,-36,-166,-294,8,-103,-38,3.42278067929053,2.20054643553201
"ABplpaa",NA,103,0,0,0,22,0,-34,-132,-294,8,-103,-38,3.79977165733644,2.51859314779834
"ABplpaaa",NA,135,0,0,0,22,0,-34,444,1841,8,-102,-29,5.45484457154505,3.37831406264286
"ABplpaaaa",NA,173,0,0,0,22,0,-34,1323,1841,1066,-102,-29,3.61835066608635,1.9167278288143
"ABplpaaaaa",NA,220,0,0,0,22,0,-34,1323,1841,2780,-85,-15,2.46778885080338,1.31583219657953
"ABplpaaaaaa","SAAVL",299,0,0,0,22,0,-34,1323,1841,2780,-85,-15,2.2930526842873,1.43197423627393
"ABplpaaaaap","AWCL",299,0,1,0,22,0,-34,1323,1841,2780,-85,-15,2.53999358808597,1.43976234589487
"ABplpaaaap",NA,220,0,0,0,22,0,-34,1323,1841,3348,-102,-29,2.78233879481746,1.47212663560498
"ABplpaaaapa","exc_duct",290,0,0,0,22,0,-34,1323,1841,3348,-102,-29,2.75770867050272,1.47437158957322
"ABplpaaaapp","DB1/3",290,0,0,0,22,0,-34,1323,1841,3348,-102,-29,2.77008512718729,1.54168304448336
"ABplpaaap",NA,173,0,0,0,22,0,-34,1298,1841,789,-59,-29,3.47618370752979,1.86602823522544
"ABplpaaapa",NA,222,0,0,0,22,0,-34,1298,1841,1265,-59,-29,2.92826615753012,1.52623370726543
"ABplpaaapaa","URAVL",317,0,0,0,21,0,-34,1298,1841,1265,-59,-29,2.48779585119928,1.61534966237004
"ABplpaaapap","CEPshVL",317,0,0,0,21,0,-34,1298,1841,1265,-59,-29,2.33147414486555,1.40915022073699
"ABplpaaapp",NA,222,0,0,0,22,0,-28,1298,1841,1654,-59,-18,2.70242972529457,1.47945156497899
"ABplpaaappa",NA,290,0,0,0,22,0,-28,1298,1841,1654,-59,-18,2.51327334319841,1.34695389592203
"ABplpaaappaa","OLQVL",400,0,0,0,NA,0,-28,1298,1841,1654,-59,-18,NA,NA
"ABplpaaappap","death",400,0,0,0,NA,0,-28,1298,1841,1654,-59,-18,NA,NA
"ABplpaaappp","URYVL",290,0,0,0,22,0,-28,1298,1841,1654,-59,-18,2.68263356052054,1.43845750086601
"ABplpaap",NA,135,0,0,0,22,0,-34,352,1339,8,-103,-38,4.45464474151461,2.72418525549191
"ABplpaapa",NA,172,0,0,0,22,0,-34,1000,1585,8,-103,-38,3.59829058581707,2.11628216038703
"ABplpaapaa",NA,222,0,0,0,22,0,-34,1000,1585,79,-103,-38,2.58641850519507,1.4447781351235
"ABplpaapaaa","RIVL",300,0,0,0,22,0,-34,1000,1585,79,-103,-38,2.39179737955426,1.4072984973823
"ABplpaapaap","AVBL",300,0,1,0,22,0,-34,1000,1585,79,-103,-38,2.66412058174032,1.4356312121254
"ABplpaapap",NA,222,0,0,0,22,0,-23,1000,1585,8,-103,-17,2.61071841299547,1.39759510903434
"ABplpaapapa","AMsoL",299,0,0,0,22,0,-23,1000,1585,90,-103,-17,2.48625528922539,1.30750620634756
"ABplpaapapp","CEMVL",299,0,0,0,22,0,-23,1000,1585,40,-103,-17,2.58668387898924,1.26721189780583
"ABplpaapp",NA,172,0,0,0,22,0,-27,936,1339,8,-103,-17,3.56749610107604,2.00184980013929
"ABplpaappa",NA,219,0,0,0,22,0,-27,936,1339,8,-91,-17,2.93731112644063,1.58153125008996
"ABplpaappaa","ASHL",293,0,0,0,22,0,-27,936,1339,8,-91,-17,2.14304721750003,1.21822552407216
"ABplpaappap","RIBL",293,0,0,0,22,0,-27,936,1339,8,-91,-17,2.31491197216165,1.31702474624183
"ABplpaappp",NA,219,0,0,0,22,0,-27,936,1339,8,-66,-17,2.66692949837166,1.46664431211035
"ABplpaapppa","AIML",289,0,0,0,22,0,-27,936,1339,8,-66,-17,2.45891119460111,1.30364251107942
"ABplpaapppp",NA,289,0,0,0,22,0,-27,936,1339,8,-66,-17,2.62659656219397,1.42259533074489
"ABplpaappppa","CEPVL",400,0,0,0,NA,0,-27,936,1339,8,-66,-17,NA,NA
"ABplpaappppp","death",400,0,0,0,NA,0,-27,936,1339,8,-66,-17,NA,NA
"ABplpap",NA,103,0,0,0,22,0,-36,-166,152,8,-103,-38,3.57199776113888,2.29645742936595
"ABplpapa",NA,133,0,0,0,22,0,-36,460,1587,8,-96,-38,4.30906379287019,2.65629918595413
"ABplpapaa",NA,171,0,0,0,22,0,-36,1521,1587,8,-36,-31,3.84746928772952,2.16281267456649
"ABplpapaaa",NA,224,1,0,0,22,0,-21,1521,1587,8,-28,-31,3.25623001559308,1.77087582955569
"ABplpapaaaa","SMDDL",304,0,0,0,22,0,-21,1521,1587,8,-28,-31,2.4396277157171,1.46761402526039
"ABplpapaaap","AIYL",304,0,0,0,22,0,-21,1521,1587,8,-28,-31,2.47784965236731,1.48387799510493
"ABplpapaap",NA,224,0,0,0,22,0,-36,1521,1587,8,-17,-31,2.94763800718669,1.55936572173394
"ABplpapaapa","SIADL",305,0,0,0,22,0,-36,1521,1587,8,-17,-31,2.08771639380338,1.30202011327768
"ABplpapaapp","SIBVL",305,0,0,0,22,0,-36,1521,1587,8,-17,-31,2.17187710028832,1.33959493551149
"ABplpapap",NA,171,0,0,0,22,0,-36,1441,1587,8,-67,-38,3.28195130778233,1.80461935458061
"ABplpapapa",NA,221,0,0,0,22,0,-36,4000,1587,8,-10,-38,2.9471974427364,1.61809700753067
"ABplpapapaa","exc_gl_L",291,0,0,0,22,0,-36,4000,1587,8,-10,-38,2.63809949423489,1.51165861655389
"ABplpapapap","AVKL",291,0,0,0,22,0,-36,4000,1587,8,-10,-38,2.51087088376309,1.38145896645125
"ABplpapapp",NA,221,0,0,0,22,0,-36,3925,1587,8,-36,-38,2.92570497233934,1.61690768637948
"ABplpapappa","SIAVL",293,0,0,0,22,0,-36,4684,1587,8,-36,-38,2.31211877093,1.33475729336854
"ABplpapappp","DB5",293,0,0,0,22,0,-36,4461,1587,8,-36,-38,2.42433599292013,1.35694343592375
"ABplpapp",NA,133,0,0,0,22,0,-36,529,1356,8,-103,-38,4.00240728734128,2.46786820840293
"ABplpappa",NA,168,0,0,0,22,0,1471,2909,1356,8,-48,-1,3.05922184809085,1.77601794168015
"ABplpappaa",NA,213,1,0,0,22,0,3659,5010,1356,8,-18,-1,2.99804327759168,1.86465067884464
"ABplpappaaa","RMEV",268,0,0,0,22,0,3659,5010,1356,8,-18,-1,3.15116305180371,1.88515302599549
"ABplpappaap","exc_cell",268,0,0,0,22,0,3659,5010,1356,8,-18,-1,2.99637946313697,1.59728577898617
"ABplpappap","death",213,0,0,0,22,0,2125,2909,1356,8,-22,-1,4.83926576783259,2.75565891970052
"ABplpappp",NA,168,0,0,0,22,0,1359,3146,1356,8,-41,-38,3.2839160097847,1.94219993421641
"ABplpapppa",NA,222,0,0,0,22,0,2641,6638,1356,8,-5,-25,3.09390137922939,1.79677939114768
"ABplpapppaa","K",299,0,0,0,22,0,2641,6638,1356,8,-5,-25,2.50778299942715,1.36041237325147
"ABplpapppap","K'",299,0,0,0,22,0,2641,6638,1356,8,-5,-25,2.23767900147594,1.26952450974906
"ABplpapppp",NA,222,0,0,0,22,0,2779,7163,1356,8,-7,-38,3.19970997093593,1.84307046881995
"ABplpappppa","PVT",304,0,0,0,22,0,2779,7163,1356,8,-7,-38,2.48832189156841,1.47325235721411
"ABplpappppp","rect_D",304,0,0,0,22,0,2779,7163,1356,8,-7,-38,2.50575755425211,1.56001150887389
"ABplpp",NA,75,0,0,0,22,0,-31,-158,-294,8,-103,-38,3.41557218581641,2.21889234528504
"ABplppa",NA,104,0,0,0,22,0,10,-52,-294,8,-103,1979,3.64013305963374,2.37206386074677
"ABplppaa",NA,136,0,0,0,22,0,10,944,2253,8,-66,1979,4.12061752450811,2.45928527993126
"ABplppaaa",NA,179,0,0,0,22,0,10,1982,2253,8,43,1979,3.18783001089247,1.78303576110409
"ABplppaaaa",NA,235,0,0,0,22,0,10,1982,2253,8,100,1979,2.72602636148801,1.57467904088823
"ABplppaaaaa","SIBDL",297,0,0,0,22,0,10,1982,2253,8,100,1979,2.15794868913267,1.27422978758411
"ABplppaaaap",NA,297,0,0,0,22,0,10,1982,2253,8,100,1979,2.3200827933798,1.26607053105619
"ABplppaaaapa","death",400,0,0,0,NA,0,10,1982,2253,8,100,1979,NA,NA
"ABplppaaaapp","RICL",400,0,0,0,NA,0,10,1982,2253,8,100,1979,NA,NA
"ABplppaaap","death",235,0,0,0,22,0,10,1982,2253,11,68,1979,3.85242661533113,1.99628123160659
"ABplppaap",NA,179,0,0,0,22,0,10,2330,2253,8,-1,1979,3.11036850883463,1.77675901201431
"ABplppaapa",NA,231,0,0,0,22,0,10,3952,2253,8,44,1979,2.7429845654499,1.44114942817343
"ABplppaapaa","death",317,0,0,0,21,0,10,3952,2253,8,44,1979,2.5581815051571,1.5102857546535
"ABplppaapap","RIML",317,0,0,0,21,0,10,3952,2253,17,44,1979,2.06898112173845,1.22525787122542
"ABplppaapp",NA,231,0,0,0,22,0,10,4253,2253,8,-1,1979,2.76391363680238,1.42968211301332
"ABplppaappa","AIAL",310,0,0,0,22,0,10,5645,2253,213,-1,1979,2.37037353537159,1.39831179563724
"ABplppaappp","DB6",310,0,0,0,22,0,10,5652,2253,298,-1,1979,2.16616752138344,1.31606403618355
"ABplppap",NA,136,0,0,0,22,0,10,885,1656,8,-103,1979,4.12124184926222,2.54931748453975
"ABplppapa",NA,176,0,0,0,22,0,10,1820,1656,8,-78,1979,3.60481431160341,2.08257527807449
"ABplppapaa",NA,227,0,0,0,22,0,10,1820,1656,8,18,1979,2.75926693227921,1.48416939898141
"ABplppapaaa",NA,296,0,0,0,22,0,10,1820,1656,8,18,1979,2.20760727689152,1.24301878808064
"ABplppapaaaa","SABVL",400,0,0,0,NA,0,10,1820,1656,8,18,1979,NA,NA
"ABplppapaaap","RIFL",400,0,0,0,NA,0,10,1820,1656,8,18,1979,NA,NA
"ABplppapaap","SABD",296,0,0,0,22,0,10,1820,1656,8,18,1979,2.49696883579005,1.38738860815369
"ABplppapap",NA,227,0,0,0,22,0,10,1820,1656,8,-75,1979,2.93407948479151,1.53102303860618
"ABplppapapa","DA2",315,0,0,0,21,0,10,1820,1656,8,-75,1979,2.43792770377547,1.55683776411828
"ABplppapapp","DA4",315,0,0,0,21,0,10,1820,1656,8,-75,1979,2.29075814115645,1.42314736964107
"ABplppapp",NA,176,0,0,0,22,0,10,1894,1656,8,22,2038,3.57608422420237,2.10220461389831
"ABplppappa",NA,231,0,0,0,22,0,10,1894,1656,8,22,6694,2.85285649271416,1.57748590681492
"ABplppappaa","RIGL",309,0,0,0,22,0,10,1894,1656,8,22,6694,2.38310950720412,1.49918146863203
"ABplppappap","DD1",309,0,0,0,22,0,10,1894,1656,8,22,6694,2.34715165133094,1.43893173417438
"ABplppappp",NA,231,0,0,0,22,0,10,1894,1656,8,22,8184,3.01342748820861,1.65830101289858
"ABplppapppa","DD3",320,0,0,0,20,0,10,1894,1656,62,22,8184,2.31357072860462,1.52137266504777
"ABplppapppp","DD5",320,0,0,0,20,0,10,1894,1656,8,22,8184,2.31531208338672,1.59205658622701
"ABplppp",NA,104,0,0,0,22,0,-31,-158,520,8,-103,1872,3.57304494230682,2.17956196379997
"ABplpppa",NA,135,0,0,0,22,0,57,871,2982,8,541,1872,3.97523223266248,2.57997163450317
"ABplpppaa",NA,173,1,0,0,22,0,234,3166,2982,8,1701,1872,3.53469495907567,2.03880609595625
"ABplpppaaa",NA,223,0,0,0,22,0,234,4050,2982,8,1701,1872,2.83326849113589,1.50227809229971
"ABplpppaaaa","DA9",304,0,0,0,22,0,234,4050,2982,8,1701,1872,2.57791004997234,1.55896124290369
"ABplpppaaap","DA6",304,0,0,0,22,0,234,4050,2982,8,1701,1872,2.42499478338569,1.46402104798302
"ABplpppaap",NA,223,1,0,0,22,0,234,3775,2982,8,1701,1872,2.77780631708416,1.55366022645952
"ABplpppaapa",NA,300,0,0,0,22,0,234,3775,2982,8,1701,1872,2.6982972295197,1.59009675726388
"ABplpppaapaa","PVCL",400,0,0,0,NA,0,234,3775,2982,8,1701,1872,NA,NA
"ABplpppaapap","LUAL",400,0,0,0,NA,0,234,3775,2982,8,1701,1872,NA,NA
"ABplpppaapp","PHAL",300,0,0,0,22,0,234,3775,2982,24,1701,1872,2.81626475622397,1.63359429213262
"ABplpppap",NA,173,0,0,0,22,0,262,3278,2982,8,1289,1872,3.45132337312029,2.08853734072845
"ABplpppapa",NA,223,0,0,0,22,0,262,4261,2982,8,1289,1872,2.83585005852097,1.68823269186776
"ABplpppapaa","PHshL",278,0,0,0,22,0,262,4261,2982,8,1289,1872,2.78929415560663,1.65384622900466
"ABplpppapap","hyp8/9",278,0,0,0,22,0,262,4261,2982,8,1289,1872,2.87594685110761,1.6021632735893
"ABplpppapp","death",223,0,0,0,22,0,262,3278,2982,8,1289,1872,3.83100353657726,2.20927885235856
"ABplpppp",NA,135,0,0,0,22,0,118,794,2084,8,426,1872,3.81285084251426,2.27418495264215
"ABplppppa",NA,171,0,0,0,22,0,1700,2706,2084,8,980,1872,3.77224325707792,2.29176168460095
"ABplppppaa",NA,219,0,0,0,22,0,2389,3732,2084,8,980,1872,3.05052584194229,1.69586347330014
"ABplppppaaa","PVPL",293,0,0,0,22,0,2389,3732,2084,8,980,1872,2.46880147503326,1.47540768317946
"ABplppppaap","rect_VL",293,0,0,0,22,0,2389,3732,2084,8,980,1872,2.78789776110255,1.6128715486941
"ABplppppap",NA,219,0,0,0,22,0,2556,4093,2084,8,1058,1872,3.12482035541848,1.66772651169474
"ABplppppapa","U",292,0,0,0,22,0,2556,4093,2084,8,1058,1872,2.48462864214017,1.52849545072284
"ABplppppapp","F",292,0,0,0,22,0,2556,4093,2084,8,1058,1872,2.58797650188889,1.57062527704047
"ABplppppp",NA,171,0,0,0,22,0,1766,2896,2084,8,490,1872,3.93931760276491,2.25982144774307
"ABplpppppa",NA,222,2,0,0,22,0,2091,2896,2084,8,490,1872,3.38891816760628,1.82348643151954
"ABplpppppaa","mu_int_L",313,0,0,0,20,0,2091,2896,2084,8,490,1872,2.24425211898056,1.46381925698118
"ABplpppppap","mu_anal",313,0,0,0,20,0,2091,2896,2084,8,490,1872,2.40919705717513,1.51105500351291
"ABplpppppp",NA,222,0,0,0,22,0,2316,2896,2084,8,554,1872,3.07543923559443,1.82468159826041
"ABplppppppa","spike",293,0,0,0,22,0,2316,2896,2084,8,554,1872,2.89178570936887,1.78921281404936
"ABplppppppp","hyp10",293,0,0,0,22,0,2316,2896,2084,8,554,1872,2.75671216297736,1.70384227659544
"ABpr",NA,43,0,0,0,22,0,-74,-133,-294,8,-83,-38,5.00230419474994,3.42944895200483
"ABpra",NA,56,1,0,0,22,0,-74,-106,-294,8,-64,-36,3.95157927888755,2.45379177900267
"ABpraa",NA,75,0,0,0,22,0,-74,-76,-294,8,-57,-36,3.21000519059642,2.06548989313897
